item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	source_item_codes	merged_count	governance_note	updated_at
FAST-000043	8.8级螺栓	8.8级螺栓 M48×120	规格/口径：M48×120；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			M48*120螺丝；螺丝；8.8级螺栓；螺栓	FAST-000043 螺栓 M48×120 螺栓 螺丝/螺栓 紧固件与连接件 规格/口径：M48×120 材质：碳钢 强度等级：8.8 表面处理：镀锌 个 M48*120螺丝 螺丝 8.8级螺栓 8.8级螺栓 M48×120 规格/口径：M48×120 材质：碳钢 强度等级：8.8 表面处理：镀锌 M48*120螺丝 螺丝 螺栓			active	standard	auto_select_allowed	canonical=FAST-000043；source_item_codes=FAST-000043；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000043	1	来源单位一致；补齐依据：材质、强度等级、表面处理由系统推定补全	2026-07-04
SPARE-000016	8.8级螺栓	8.8级螺栓 M8×250	规格/口径：M8×250；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			8*250螺丝；螺丝；8.8级螺栓；螺栓	SPARE-000016 螺栓 M8×250 螺栓 螺丝/螺栓 紧固件与连接件 规格/口径：M8×250 材质：碳钢 强度等级：8.8 表面处理：镀锌 个 8*250螺丝 螺丝 8.8级螺栓 8.8级螺栓 M8×250 规格/口径：M8×250 材质：碳钢 强度等级：8.8 表面处理：镀锌 8*250螺丝 螺丝 螺栓			active	standard	auto_select_allowed	canonical=SPARE-000016；source_item_codes=SPARE-000016；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SPARE-000016	1	来源单位一致；补齐依据：规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	2026-07-04
SPARE-000017	8.8级螺栓	8.8级螺栓 M8×30	规格/口径：M8×30；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			8*30螺丝；螺丝；8.8级螺栓；螺栓	SPARE-000017 螺栓 M8×30 螺栓 螺丝/螺栓 紧固件与连接件 规格/口径：M8×30 材质：碳钢 强度等级：8.8 表面处理：镀锌 个 8*30螺丝 螺丝 8.8级螺栓 8.8级螺栓 M8×30 规格/口径：M8×30 材质：碳钢 强度等级：8.8 表面处理：镀锌 8*30螺丝 螺丝 螺栓			active	standard	auto_select_allowed	canonical=SPARE-000017；source_item_codes=SPARE-000017；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SPARE-000017	1	来源单位一致；补齐依据：规格补全M前缀；材质、强度等级、表面处理由系统推定补全；原单位套，统一为个	2026-07-04
FAST-000069	T型螺丝套件	T型螺丝套件 M16*100	规格：M16*100；类型：T型；材质：碳钢；强度等级：8.8；表面处理：镀锌；套件组成：平垫+弹垫+螺母		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			T型螺丝M16*100平弹帽；T型螺丝套件；螺丝套件	FAST-000069 T型螺丝套件 M16*100 T型螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M16*100 类型：T型 材质：碳钢 强度等级：8.8 表面处理：镀锌 套件组成：平垫+弹垫+螺母 套 T型螺丝M16*100平弹帽 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000069；source_item_codes=FAST-000069；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000069	1	来源单位一致	2026-07-04
FAST-000068	T型螺丝套件	T型螺丝套件 M16*50	规格：M16*50；类型：T型；材质：碳钢；强度等级：8.8；表面处理：镀锌；套件组成：平垫+弹垫+螺母		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			T型螺丝M16*50平弹帽；T型螺丝套件；螺丝套件	FAST-000068 T型螺丝套件 M16*50 T型螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M16*50 类型：T型 材质：碳钢 强度等级：8.8 表面处理：镀锌 套件组成：平垫+弹垫+螺母 套 T型螺丝M16*50平弹帽 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000068；source_item_codes=FAST-000068；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000068	1	来源单位一致	2026-07-04
SPARE-000029	U型螺栓	U型螺栓 14×75	规格/口径：14×75；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			14*75骑马螺丝；骑马螺丝；螺丝	SPARE-000029 U型螺栓 14×75 U型螺栓 螺丝/螺栓 紧固件与连接件 规格/口径：14×75 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 14*75骑马螺丝 骑马螺丝 螺丝			active	standard	auto_select_allowed	canonical=SPARE-000029；source_item_codes=SPARE-000029；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SPARE-000029	1	来源单位一致	2026-07-04
METAL-000070	不锈钢螺丝	不锈钢螺丝 M5.5*32	规格/口径：M5.5*32；材质：不锈钢		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			M5.5*32不锈钢螺丝；不锈钢螺丝；螺丝	METAL-000070 不锈钢螺丝 M5.5*32 不锈钢螺丝 螺丝/螺栓 紧固件与连接件 规格/口径：M5.5*32 材质：不锈钢 个 M5.5*32不锈钢螺丝 螺丝			active	standard	auto_select_allowed	canonical=METAL-000070；source_item_codes=METAL-000070；merged_count=1；sku_governance=batch_all_sku_governance_20260703	METAL-000070	1	来源单位一致；补齐依据：头型未明确，保留原始规格	2026-07-04
FAST-000098	不锈钢螺丝套件	不锈钢螺丝套件 M6*20	材质：不锈钢；规格：M6*20；套件组成：平垫+弹垫		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			不锈钢M6*20螺丝带平弹垫；不锈钢螺丝套件；螺丝套件	FAST-000098 不锈钢螺丝套件 M6*20 不锈钢螺丝套件 螺丝/螺栓 紧固件与连接件 材质：不锈钢 规格：M6*20 套件组成：平垫+弹垫 套 不锈钢M6*20螺丝带平弹垫 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000098；source_item_codes=FAST-000098；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000098	1	来源单位一致	2026-07-04
SPARE-000031	内六角螺丝	内六角螺丝 M10*40	规格：M10*40；强度等级：12.9；材质：碳钢；表面处理：发黑		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			10*40内六角；内六角螺丝；螺丝	SPARE-000031 内六角螺丝 M10*40 内六角螺丝 螺丝/螺栓 紧固件与连接件 规格：M10*40 强度等级：12.9 材质：碳钢 表面处理：发黑 个 10*40内六角 螺丝			active	standard	auto_select_allowed	canonical=SPARE-000031；source_item_codes=SPARE-000031；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SPARE-000031	1	来源单位一致；补齐依据：原始规格为10*40，补充M前缀；原始UOM为套，统一为个	2026-07-04
FAST-000075	内六角螺丝	内六角螺丝 M12*100	规格：M12*100；强度等级：10.9；材质：碳钢；表面处理：发黑		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			10.9级M12*100内六角螺栓；内六角螺栓；螺丝	FAST-000075 内六角螺丝 M12*100 内六角螺丝 螺丝/螺栓 紧固件与连接件 规格：M12*100 强度等级：10.9 材质：碳钢 表面处理：发黑 个 10.9级M12*100内六角螺栓 内六角螺栓 螺丝			active	standard	auto_select_allowed	canonical=FAST-000075；source_item_codes=FAST-000075；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000075	1	来源单位一致；补齐依据：原始UOM为只，统一为个	2026-07-04
FAST-000044	内六角螺丝	内六角螺丝 M14*120	规格：M14*120；强度等级：12.9；材质：碳钢；表面处理：发黑		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			14*120内六角螺丝；内六角螺丝；螺丝	FAST-000044 内六角螺丝 M14*120 内六角螺丝 螺丝/螺栓 紧固件与连接件 规格：M14*120 强度等级：12.9 材质：碳钢 表面处理：发黑 个 14*120内六角螺丝 螺丝			active	standard	auto_select_allowed	canonical=FAST-000044；source_item_codes=FAST-000044；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000044	1	来源单位一致；补齐依据：原始UOM为个，无需转换	2026-07-04
SPARE-000032	内六角螺丝	内六角螺丝 M16*50	规格：M16*50；强度等级：12.9；材质：碳钢；表面处理：发黑		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			16*50内六角；内六角螺丝；螺丝	SPARE-000032 内六角螺丝 M16*50 内六角螺丝 螺丝/螺栓 紧固件与连接件 规格：M16*50 强度等级：12.9 材质：碳钢 表面处理：发黑 个 16*50内六角 螺丝			active	standard	auto_select_allowed	canonical=SPARE-000032；source_item_codes=SPARE-000032；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SPARE-000032	1	来源单位一致；补齐依据：原始规格为16*50，补充M前缀；原始UOM为套，统一为个	2026-07-04
FAST-000034	内六角螺丝	内六角螺丝 M6*40	规格：M6*40；强度等级：12.9；材质：碳钢；表面处理：发黑		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			6*40内六角螺丝；M6*40内六角螺丝；内六角螺丝；螺丝	FAST-000034 内六角螺丝 M6*40 内六角螺丝 螺丝/螺栓 紧固件与连接件 规格：M6*40 强度等级：12.9 材质：碳钢 表面处理：发黑 个 6*40内六角螺丝 M6*40内六角螺丝 螺丝			active	standard	auto_select_allowed	canonical=FAST-000034；source_item_codes=FAST-000034；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000034	1	来源单位一致；补齐依据：原始UOM为套，统一为个	2026-07-04
FAST-000027	内六角螺丝	内六角螺丝 M8*40	规格：M8*40；强度等级：12.9；材质：碳钢；表面处理：发黑		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			8*40内六角螺丝；M8*40内六角螺丝；内六角螺丝；螺丝	FAST-000027 内六角螺丝 M8*40 内六角螺丝 螺丝/螺栓 紧固件与连接件 规格：M8*40 强度等级：12.9 材质：碳钢 表面处理：发黑 个 8*40内六角螺丝 M8*40内六角螺丝 螺丝			active	standard	auto_select_allowed	canonical=FAST-000027；source_item_codes=FAST-000027；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000027	1	来源单位一致；补齐依据：原始UOM为套，统一为个	2026-07-04
FAST-000025	内六角螺丝	内六角螺丝 M8*45	规格：M8*45；强度等级：12.9；材质：碳钢；表面处理：发黑		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			M8*45内六角螺丝；内六角螺丝；螺丝	FAST-000025 内六角螺丝 M8*45 内六角螺丝 螺丝/螺栓 紧固件与连接件 规格：M8*45 强度等级：12.9 材质：碳钢 表面处理：发黑 个 M8*45内六角螺丝 螺丝			active	standard	auto_select_allowed	canonical=FAST-000025；source_item_codes=FAST-000025；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000025	1	来源单位一致；补齐依据：原始UOM为个，统一使用个	2026-07-04
FAST-000105	内六角螺丝套件	内六角螺丝套件 M10*50	材质：碳钢；规格/口径：M10*50；强度等级：8.8；表面处理：发黑；套件组成：螺母		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			8.8级内六角螺丝M10*50带螺母；内六角螺丝套件；螺丝套件	FAST-000105 内六角螺丝套件 M10*50 内六角螺丝套件 螺丝/螺栓 紧固件与连接件 材质：碳钢 规格/口径：M10*50 强度等级：8.8 表面处理：发黑 套件组成：螺母 套 8.8级内六角螺丝M10*50带螺母 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000105；source_item_codes=FAST-000105；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000105	1	来源单位一致	2026-07-04
FAST-000096	内六角螺丝套件	内六角螺丝套件 M5*10	材质：不锈钢；规格/口径：M5*10；强度等级：12.9；表面处理：发黑；套件组成：平垫+弹垫		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			不锈钢内六角螺丝M5*10带平弹垫；内六角螺丝套件；螺丝套件	FAST-000096 内六角螺丝套件 M5*10 内六角螺丝套件 螺丝/螺栓 紧固件与连接件 材质：不锈钢 规格/口径：M5*10 强度等级：12.9 表面处理：发黑 套件组成：平垫+弹垫 套 不锈钢内六角螺丝M5*10带平弹垫 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000096；source_item_codes=FAST-000096；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000096	1	来源单位一致	2026-07-04
FAST-000097	内六角螺丝套件	内六角螺丝套件 M5*16	材质：不锈钢；规格/口径：M5*16；强度等级：12.9；表面处理：发黑；套件组成：平垫+弹垫		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			不锈钢内六角螺丝M5*16带平弹垫；内六角螺丝套件；螺丝套件	FAST-000097 内六角螺丝套件 M5*16 内六角螺丝套件 螺丝/螺栓 紧固件与连接件 材质：不锈钢 规格/口径：M5*16 强度等级：12.9 表面处理：发黑 套件组成：平垫+弹垫 套 不锈钢内六角螺丝M5*16带平弹垫 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000097；source_item_codes=FAST-000097；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000097	1	来源单位一致	2026-07-04
FAST-000095	内六角螺丝套件	内六角螺丝套件 M5*30	材质：不锈钢；规格/口径：M5*30；强度等级：12.9；表面处理：发黑；套件组成：平垫+弹垫		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			不锈钢内六角螺丝M5*30带平弹垫；内六角螺丝套件；螺丝套件	FAST-000095 内六角螺丝套件 M5*30 内六角螺丝套件 螺丝/螺栓 紧固件与连接件 材质：不锈钢 规格/口径：M5*30 强度等级：12.9 表面处理：发黑 套件组成：平垫+弹垫 套 不锈钢内六角螺丝M5*30带平弹垫 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000095；source_item_codes=FAST-000095；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000095	1	来源单位一致	2026-07-04
FAST-000115	十字螺丝	十字螺丝 M5×60	规格：M5×60；材质：碳钢；表面处理：镀锌；接口：外丝		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			十字螺丝Φ5*60；十字螺丝；螺丝	FAST-000115 十字螺丝 M5×60 十字螺丝 螺丝/螺栓 紧固件与连接件 规格：M5×60 材质：碳钢 表面处理：镀锌 接口：外丝 个 十字螺丝Φ5*60 螺丝			active	standard	auto_select_allowed	canonical=FAST-000115；source_item_codes=FAST-000115；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000115	1	来源单位一致	2026-07-04
FAST-000122	圆头螺丝套件	圆头螺丝套件 M5*70	规格：M5*70；材质：碳钢；表面处理：镀锌；套件组成：平垫+弹垫		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			圆头螺丝m5*70带平 弹垫；圆头螺丝套件；螺丝套件	FAST-000122 圆头螺丝套件 M5*70 圆头螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M5*70 材质：碳钢 表面处理：镀锌 套件组成：平垫+弹垫 套 圆头螺丝m5*70带平 弹垫 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000122；source_item_codes=FAST-000122；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000122	1	来源单位一致；补齐依据：强度等级未提供，未补全	2026-07-04
SPARE-000045	外六角螺栓	外六角螺栓 M10*40	规格/口径：M10*40；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			10*40六角螺丝；六角螺丝；螺丝	SPARE-000045 外六角螺栓 M10*40 外六角螺栓 螺丝/螺栓 紧固件与连接件 规格/口径：M10*40 材质：碳钢 强度等级：8.8 表面处理：镀锌 个 10*40六角螺丝 六角螺丝 螺丝			active	standard	auto_select_allowed	canonical=SPARE-000045；source_item_codes=SPARE-000045；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SPARE-000045	1	来源单位一致；补齐依据：原始规格10*40按常见外六角螺栓命名惯例补全为M10*40；单位由套改为个以统一。	2026-07-04
FAST-000058	外六角螺栓	外六角螺栓 M27*100	规格/口径：M27*100；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	个			加工M27*100加长六角螺丝；加长六角螺丝；螺丝	FAST-000058 外六角螺栓 M27*100 外六角螺栓 螺丝/螺栓 紧固件与连接件 规格/口径：M27*100 材质：碳钢 强度等级：8.8 表面处理：镀锌 个 加工M27*100加长六角螺丝 加长六角螺丝 螺丝			active	standard	auto_select_allowed	canonical=FAST-000058；source_item_codes=FAST-000058；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000058	1	来源单位一致	2026-07-04
FAST-000013	外六角螺栓套件	外六角螺栓套件 M22*100	规格：M22*100；材质：碳钢；强度等级：8.8；表面处理：镀锌；成套：是		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			22*100螺丝；六角螺栓组件；螺丝套件	FAST-000013 外六角螺栓套件 M22*100 外六角螺栓套件 螺丝/螺栓 紧固件与连接件 规格：M22*100 材质：碳钢 强度等级：8.8 表面处理：镀锌 成套：是 套 22*100螺丝 六角螺栓组件 螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000013；source_item_codes=FAST-000013；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000013	1	来源单位一致	2026-07-04
PIPE-000261	管片螺栓	管片螺栓 8.8级	材质：碳钢；强度等级：8.8；表面处理：镀锌；定制：是；规格：待确认		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	根			加工管片螺丝；管片螺丝；螺丝	PIPE-000261 管片螺栓 8.8级 管片螺栓 螺丝/螺栓 紧固件与连接件 材质：碳钢 强度等级：8.8 表面处理：镀锌 定制：是 规格：待确认 根 加工管片螺丝 管片螺丝 螺丝			active	standard	auto_select_allowed	canonical=PIPE-000261；source_item_codes=PIPE-000261；merged_count=1；sku_governance=batch_all_sku_governance_20260703	PIPE-000261	1	来源单位一致；补齐依据：依据 governance_note 推定补全材质：碳钢、强度等级：8.8、表面处理：镀锌；规格待确认	2026-07-04
FAST-000073	自攻螺丝	自攻螺丝 M4*10	直径：M4；长度：10mm；材质：碳钢；表面处理：镀锌；驱动类型：十字		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	只			M4*10自攻丝；自攻螺丝；螺丝	FAST-000073 自攻螺丝 M4*10 自攻螺丝 螺丝/螺栓 紧固件与连接件 直径：M4 长度：10mm 材质：碳钢 表面处理：镀锌 驱动类型：十字 只 M4*10自攻丝 螺丝			active	standard	auto_select_allowed	canonical=FAST-000073；source_item_codes=FAST-000073；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000073	1	来源单位一致；补齐依据：头型缺失，按常见自攻螺丝默认十字槽	2026-07-04
FAST-000103	自攻螺丝	自攻螺丝 M4*16	直径：M4；长度：16mm；材质：碳钢；表面处理：镀锌；驱动类型：十字		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	只			自攻螺丝M4；自攻螺丝；螺丝	FAST-000103 自攻螺丝 M4*16 自攻螺丝 螺丝/螺栓 紧固件与连接件 直径：M4 长度：16mm 材质：碳钢 表面处理：镀锌 驱动类型：十字 只 自攻螺丝M4 螺丝			active	standard	auto_select_allowed	canonical=FAST-000103；source_item_codes=FAST-000103；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000103	1	来源单位一致；补齐依据：长度缺失，按M4自攻螺丝常见长度16mm补齐；头型缺失，默认十字槽	2026-07-04
FAST-000106	自攻螺丝	自攻螺丝 M5*60	直径：M5；长度：60mm；材质：碳钢；表面处理：镀锌；驱动类型：十字		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	只			自攻螺丝60mm；自攻螺丝；螺丝	FAST-000106 自攻螺丝 M5*60 自攻螺丝 螺丝/螺栓 紧固件与连接件 直径：M5 长度：60mm 材质：碳钢 表面处理：镀锌 驱动类型：十字 只 自攻螺丝60mm 螺丝			active	standard	auto_select_allowed	canonical=FAST-000106；source_item_codes=FAST-000106；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000106	1	来源单位一致；补齐依据：直径缺失，按长度60mm常见直径M5补齐；头型缺失，默认十字槽	2026-07-04
SPARE-000061	自攻螺丝	自攻螺丝 M6*20 六角	直径：M6；长度：20mm；材质：碳钢；表面处理：镀锌；驱动类型：六角		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	只			6六角自攻螺丝；六角自攻螺丝；螺丝	SPARE-000061 自攻螺丝 M6*20 六角 自攻螺丝 螺丝/螺栓 紧固件与连接件 直径：M6 长度：20mm 材质：碳钢 表面处理：镀锌 驱动类型：六角 只 6六角自攻螺丝 六角自攻螺丝 螺丝			active	standard	auto_select_allowed	canonical=SPARE-000061；source_item_codes=SPARE-000061；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SPARE-000061	1	来源单位一致；补齐依据：长度缺失，按M6自攻螺丝常见长度20mm补齐	2026-07-04
FAST-000039	螺丝套件	螺丝套件 M10*15	规格：M10*15；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			M10*15螺丝；螺丝组件；螺丝套件	FAST-000039 螺丝套件 M10*15 螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M10*15 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 M10*15螺丝 螺丝组件			active	standard	auto_select_allowed	canonical=FAST-000039；source_item_codes=FAST-000039；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000039	1	来源单位一致	2026-07-04
FAST-000046	螺丝套件	螺丝套件 M10*40	规格：M10*40；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			M10*40螺丝；螺丝组件；螺丝套件	FAST-000046 螺丝套件 M10*40 螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M10*40 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 M10*40螺丝 螺丝组件			active	standard	auto_select_allowed	canonical=FAST-000046；source_item_codes=FAST-000046；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000046	1	来源单位一致	2026-07-04
FAST-000054	螺丝套件	螺丝套件 M10*55	规格：M10*55；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			M10*55镀锌螺丝；螺丝组件；螺丝套件	FAST-000054 螺丝套件 M10*55 螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M10*55 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 M10*55镀锌螺丝 螺丝组件			active	standard	auto_select_allowed	canonical=FAST-000054；source_item_codes=FAST-000054；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000054	1	来源单位一致	2026-07-04
FAST-000087	螺丝套件	螺丝套件 M12*30	规格：M12*30；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			镀锌螺丝M12*30；镀锌螺丝套件；螺丝套件	FAST-000087 螺丝套件 M12*30 螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M12*30 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 镀锌螺丝M12*30 镀锌螺丝套件			active	standard	auto_select_allowed	canonical=FAST-000087；source_item_codes=FAST-000087；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000087	1	来源单位一致	2026-07-04
FAST-000047	螺丝套件	螺丝套件 M12*40	规格：M12*40；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			M12*40螺丝；螺丝组件；螺丝套件	FAST-000047 螺丝套件 M12*40 螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M12*40 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 M12*40螺丝 螺丝组件			active	standard	auto_select_allowed	canonical=FAST-000047；source_item_codes=FAST-000047；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000047	1	来源单位一致	2026-07-04
FAST-000045	螺丝套件	螺丝套件 M16*70	规格：M16*70；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			M16*70螺丝；螺丝组件；螺丝套件	FAST-000045 螺丝套件 M16*70 螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M16*70 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 M16*70螺丝 螺丝组件			active	standard	auto_select_allowed	canonical=FAST-000045；source_item_codes=FAST-000045；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000045	1	来源单位一致	2026-07-04
FAST-000032	螺丝套件	螺丝套件 M20*35	规格：M20*35；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			M20*35螺丝；螺丝组件；螺丝套件	FAST-000032 螺丝套件 M20*35 螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M20*35 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 M20*35螺丝 螺丝组件			active	standard	auto_select_allowed	canonical=FAST-000032；source_item_codes=FAST-000032；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000032	1	来源单位一致	2026-07-04
FAST-000033	螺丝套件	螺丝套件 M20*40	规格：M20*40；材质：碳钢；强度等级：8.8；表面处理：镀锌		紧固件与连接件/螺丝/螺栓	紧固件与连接件	螺丝/螺栓	螺丝/螺栓	套			M20*40螺丝；螺丝组件；螺丝套件	FAST-000033 螺丝套件 M20*40 螺丝套件 螺丝/螺栓 紧固件与连接件 规格：M20*40 材质：碳钢 强度等级：8.8 表面处理：镀锌 套 M20*40螺丝 螺丝组件			active	standard	auto_select_allowed	canonical=FAST-000033；source_item_codes=FAST-000033；merged_count=1；sku_governance=batch_all_sku_governance_20260703	FAST-000033	1	来源单位一致	2026-07-04
