item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at	classification_key	standard_name	required_attribute_keys	missing_required_specs	classification_status	source_item_name	source_sku_name	source_required_specs	source_item_group	source_material_family	rule_version
SPARE-000118	隔环	隔环 钢 2350	材质: 钢; 型号: 2350		定制加工件/设备定制配件	定制加工件	设备定制配件	设备定制配件	个	个	1	172.50	CNY	按个估价,钢制隔环加工件;按物料族“设备定制配件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=5.7500;金额按四舍五入保留两位小数。	加工隔环2350; 隔环加工件; 隔环 2350 钢	SPARE-000118 隔环 隔环 2350 钢 加工隔环2350 隔环加工件 钢 2350			active	standard	auto_select_allowed	SPARE-000118	1		2026-07-08	定制加工件|设备定制配件|隔环	隔环	material,model		ready	隔环	隔环 2350 钢	型号:2350;材质:钢	定制加工件/设备定制配件	设备定制配件	material-entry-rules-v1.1
SPARE-000119	齿轮泵	齿轮泵 2.2kW 380V 20MPa 10L/min	规格: 2.2kW; 额定电压: 380V; 功率: 2.2kW; 压力: 20MPa; 流量: 10L/min		施工机具设备/泵类设备	施工机具设备	泵类设备	泵类设备	台	台	1	1530.00	CNY	按台估价;按物料族“泵类设备”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.0200;金额按四舍五入保留两位小数。	2.2千瓦齿轮泵; 齿轮泵 2.2kW	SPARE-000119 齿轮泵 齿轮泵 2.2kW 2.2千瓦齿轮泵 2.2kW 380V 20MPa 10L/min			active	standard	auto_select_allowed	SPARE-000119	1		2026-07-08	施工机具设备|泵类设备|齿轮泵	齿轮泵	specification,rated_voltage,power,pressure,flow_rate		ready	齿轮泵	齿轮泵 2.2kW	功率:2.2kW;电压:380V;流量:10L/min;压力:20MPa	施工机具设备/泵类设备	泵类设备	material-entry-rules-v1.1
SPARE-000120	O型圈套装	O型圈套装 派克 ABC	品牌: 派克; 套装: ABC		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	盒	盒	1	141.67	CNY	按盒估价,单价对应单位=盒;按物料族“密封过滤件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.4167;金额按四舍五入保留两位小数。	派克O型圈套装ABC; O型圈套装 ABC 派克	SPARE-000120 O型圈套装 O型圈套装 ABC 派克 派克O型圈套装ABC 派克 ABC	派克		active	standard	auto_select_allowed	SPARE-000120	1		2026-07-08	设备备件|密封过滤件|O型圈套装	O型圈套装	brand,套装		ready	O型圈套装	O型圈套装 ABC 派克	套装:ABC;品牌:派克	设备备件/密封过滤件	密封过滤件	material-entry-rules-v1.1
SPARE-000121	压力表	压力表 16MPa	量程: 16MPa		设备备件/泵类配件	设备备件	泵类配件	泵类配件	件	件	1	31.67	CNY	按件估价,单价对应单位=件;按物料族“泵类配件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=0.6333;金额按四舍五入保留两位小数。	注浆泵连杆压力表16MPa; 注浆泵连杆压力表; 压力表 16MPa	SPARE-000121 压力表 压力表 16MPa 注浆泵连杆压力表16MPa 注浆泵连杆压力表 16MPa			active	needs_review	confirm_before_use	SPARE-000121	1	安全/压力/化学相关物料	2026-07-08	设备备件|泵类配件|压力表	压力表	量程		needs_review	压力表	压力表 16MPa	量程:16MPa	设备备件/泵类配件	泵类配件	material-entry-rules-v1.1
SPARE-000122	电机	电机 5.5kW 380V	规格: 5.5kW; 额定电压: 380V; 功率: 5.5kW		设备备件/电机/驱动件(候选)	设备备件	电机/驱动件(候选)	电机/驱动件	台	台	1	949.95	CNY	按1台估价;按物料族“电机/驱动件(候选)”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=0.6333;金额按四舍五入保留两位小数。	电机5.5KW; 电机 5.5kW 380V	SPARE-000122 电机 电机 5.5kW 380V 电机5.5KW 5.5kW 380V			active	needs_review	confirm_before_use	SPARE-000122	1	source_family_was_candidate	2026-07-08	设备备件|电机/驱动件|电机	电机	specification,rated_voltage,power		needs_review	电机	电机 5.5kW 380V	功率:5.5kW;电压:380V	设备备件/电机/驱动件(候选)	电机/驱动件(候选)	material-entry-rules-v1.1
SPARE-000123	管道泵	管道泵 5.5kW 50mm(2寸) 380V 30m	规格: 5.5kW; 公称直径: 50mm(2寸); 额定电压: 380V; 功率: 5.5kW; 扬程: 30m		施工机具设备/泵类设备	施工机具设备	泵类设备	泵类设备	台	台	1	2244.00	CNY	按台估价;按物料族“泵类设备”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.0200;金额按四舍五入保留两位小数。	管道泵5.5KW-50; 管道泵 5.5kW 50	SPARE-000123 管道泵 管道泵 5.5kW 50 管道泵5.5KW-50 5.5kW 50mm(2寸) 380V 30m			active	standard	auto_select_allowed	SPARE-000123	1		2026-07-08	施工机具设备|泵类设备|管道泵	管道泵	specification,nominal_diameter,rated_voltage,power,扬程		ready	管道泵	管道泵 5.5kW 50	功率:5.5kW;口径:50mm(2寸);电压:380V;扬程:30m	施工机具设备/泵类设备	泵类设备	material-entry-rules-v1.1
SPARE-000124	滤芯	滤芯 Φ160*505	尺寸: Φ160*505		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	个	个	1	113.34	CNY	按个估价,单价对应单位=个;按物料族“密封过滤件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.4167;金额按四舍五入保留两位小数。	进口滤芯Φ160*505; 滤芯 Φ160*505	SPARE-000124 滤芯 滤芯 Φ160*505 进口滤芯Φ160*505 Φ160*505			active	needs_review	clarify_specs_before_use	SPARE-000124	1	missing_required_specs:model,接口尺寸,适配设备	2026-07-08	设备备件|密封过滤件|滤芯	滤芯	size,model,接口尺寸,适配设备	model,接口尺寸,适配设备	needs_input	滤芯	滤芯 Φ160*505	尺寸:Φ160*505	设备备件/密封过滤件	密封过滤件	material-entry-rules-v1.1
SPARE-000125	叶轮	叶轮 不锈钢 QJB-960S	材质: 不锈钢; 适配型号: QJB-960S		设备备件/传动件	设备备件	传动件	传动件	个	个	1	596.00	CNY	按个估价,单价对应单位=个;按物料族“传动件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.9800;金额按四舍五入保留两位小数。	不锈钢搅拌机叶轮QJB-960S; 搅拌机叶轮; 叶轮 QJB-960S 不锈钢	SPARE-000125 叶轮 叶轮 QJB-960S 不锈钢 不锈钢搅拌机叶轮QJB-960S 搅拌机叶轮 不锈钢 QJB-960S			active	standard	auto_select_allowed	SPARE-000125	1		2026-07-08	设备备件|传动件|叶轮	叶轮	material,适配型号		ready	叶轮	叶轮 QJB-960S 不锈钢	适配型号:QJB-960S;材质:不锈钢	设备备件/传动件	传动件	material-entry-rules-v1.1
SPARE-000126	O型圈	O型圈 63mm NBR 5mm	内径: 63mm; 材质: NBR; 线径: 5mm		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	只	只	1	4.25	CNY	按只估价,单价对应单位=只;按物料族“密封过滤件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.4167;金额按四舍五入保留两位小数。	O型圈63*5; O型圈 63*5 NBR	SPARE-000126 O型圈 O型圈 63*5 NBR O型圈63*5 63mm NBR 5mm			active	standard	auto_select_allowed	SPARE-000126	1		2026-07-08	设备备件|密封过滤件|O型圈	O型圈	inner_diameter,material,线径		ready	O型圈	O型圈 63*5 NBR	内径:63mm;线径:5mm;材质:NBR	设备备件/密封过滤件	密封过滤件	material-entry-rules-v1.1
SPARE-000127	方柱	方柱 70mm 1m 钢 70x70mm	规格: 70mm; 长度: 1m; 材质: 钢; 截面: 70x70mm		定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	根	1	104.00	CNY	按定制钢方柱70*70*1m估价,单位根;按物料族“定制结构件”抽样复核中位数调整;样本数=3;可靠性=low;调整系数=2.0800;金额按四舍五入保留两位小数。	加工方柱70mm*70mm*1m; 方柱加工件; 方柱 70mm*70mm*1m 钢	SPARE-000127 方柱 方柱 70mm*70mm*1m 钢 加工方柱70mm*70mm*1m 方柱加工件 70mm 1m 钢 70x70mm			active	standard	auto_select_allowed	SPARE-000127	1		2026-07-08	定制加工件|定制结构件|方柱	方柱	specification,length,material,截面		ready	方柱	方柱 70mm*70mm*1m 钢	截面:70x70mm;长度:1m;材质:钢	定制加工件/定制结构件	定制结构件	material-entry-rules-v1.1
SPARE-000128	方柱	方柱 70mm 0.3m 钢 70x70mm	规格: 70mm; 长度: 0.3m; 材质: 钢; 截面: 70x70mm		定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	根	1	41.60	CNY	按定制钢方柱70*70*0.3m估价,单位根;按物料族“定制结构件”抽样复核中位数调整;样本数=3;可靠性=low;调整系数=2.0800;金额按四舍五入保留两位小数。	加工方柱70mm*70mm*0.3m; 方柱加工件; 方柱 70mm*70mm*0.3m 钢	SPARE-000128 方柱 方柱 70mm*70mm*0.3m 钢 加工方柱70mm*70mm*0.3m 方柱加工件 70mm 0.3m 钢 70x70mm			active	standard	auto_select_allowed	SPARE-000128	1		2026-07-08	定制加工件|定制结构件|方柱	方柱	specification,length,material,截面		ready	方柱	方柱 70mm*70mm*0.3m 钢	截面:70x70mm;长度:0.3m;材质:钢	定制加工件/定制结构件	定制结构件	material-entry-rules-v1.1
SPARE-000129	导流罩	导流罩 不锈钢 QJB-4/6	材质: 不锈钢; 适配型号: QJB-4/6		设备备件/搅拌机配件(候选)	设备备件	搅拌机配件(候选)	搅拌机配件	只	只	1	950.01	CNY	按只估价,单价对应单位=只;按物料族“搅拌机配件(候选)”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=3.1667;金额按四舍五入保留两位小数。	导流罩QJB-4/6; 导流罩 QJB-4/6 不锈钢	SPARE-000129 导流罩 导流罩 QJB-4/6 不锈钢 导流罩QJB-4/6 不锈钢 QJB-4/6			active	needs_review	confirm_before_use	SPARE-000129	1	source_family_was_candidate	2026-07-08	设备备件|搅拌机配件|导流罩	导流罩	material,适配型号		needs_review	导流罩	导流罩 QJB-4/6 不锈钢	适配型号:QJB-4/6;材质:不锈钢	设备备件/搅拌机配件(候选)	搅拌机配件(候选)	material-entry-rules-v1.1
SPARE-000130	叶轮	叶轮 QJB-4/6	适配型号: QJB-4/6		设备备件/传动件	设备备件	传动件	传动件	个	个	1	357.60	CNY	按个估价,单价对应单位=个;按物料族“传动件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.9800;金额按四舍五入保留两位小数。	叶轮QJB-4/6; 叶轮 QJB-4/6	SPARE-000130 叶轮 叶轮 QJB-4/6 叶轮QJB-4/6 QJB-4/6			active	needs_review	clarify_specs_before_use	SPARE-000130	1	missing_required_specs:material	2026-07-08	设备备件|传动件|叶轮	叶轮	material,适配型号	material	needs_input	叶轮	叶轮 QJB-4/6	适配型号:QJB-4/6	设备备件/传动件	传动件	material-entry-rules-v1.1
SPARE-000131	叶轮	叶轮 QJB-2/8	适配型号: QJB-2/8		设备备件/传动件	设备备件	传动件	传动件	个	个	1	298.00	CNY	按个估价,单价对应单位=个;按物料族“传动件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.9800;金额按四舍五入保留两位小数。	叶轮QJB-2/8; 叶轮 QJB-2/8	SPARE-000131 叶轮 叶轮 QJB-2/8 叶轮QJB-2/8 QJB-2/8			active	needs_review	clarify_specs_before_use	SPARE-000131	1	missing_required_specs:material	2026-07-08	设备备件|传动件|叶轮	叶轮	material,适配型号	material	needs_input	叶轮	叶轮 QJB-2/8	适配型号:QJB-2/8	设备备件/传动件	传动件	material-entry-rules-v1.1
SPARE-000132	叶轮	叶轮 QJB-5/8	适配型号: QJB-5/8		设备备件/传动件	设备备件	传动件	传动件	个	个	1	417.20	CNY	按个估价,单价对应单位=个;按物料族“传动件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.9800;金额按四舍五入保留两位小数。	叶轮QJB-5/8; 叶轮 QJB-5/8	SPARE-000132 叶轮 叶轮 QJB-5/8 叶轮QJB-5/8 QJB-5/8			active	needs_review	clarify_specs_before_use	SPARE-000132	1	missing_required_specs:material	2026-07-08	设备备件|传动件|叶轮	叶轮	material,适配型号	material	needs_input	叶轮	叶轮 QJB-5/8	适配型号:QJB-5/8	设备备件/传动件	传动件	material-entry-rules-v1.1
SPARE-000133	角钢	角钢 40x40mm角铁 1.5m 碳钢	规格: 40x40mm角铁; 长度: 1.5m; 材质: 碳钢		定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	根	根	1	52.00	CNY	按定制角钢40*1.5m估价,单位根;按物料族“定制结构件”抽样复核中位数调整;样本数=3;可靠性=low;调整系数=2.0800;金额按四舍五入保留两位小数。	加工40角铁1.5米长; 角钢加工件; 角钢 40 加工件 1.5m	SPARE-000133 角钢 角钢 40 加工件 1.5m 加工40角铁1.5米长 角钢加工件 40x40mm角铁 1.5m 碳钢			active	standard	auto_select_allowed	SPARE-000133	1		2026-07-08	定制加工件|定制结构件|角钢	角钢	specification,length,material		ready	角钢	角钢 40 加工件 1.5m	规格:40x40mm角铁;长度:1.5m;材质:碳钢	定制加工件/定制结构件	定制结构件	material-entry-rules-v1.1
SPARE-000134	机械密封	机械密封 合金钢 109-35	材质: 合金钢; 型号: 109-35		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	套	套	1	113.34	CNY	按套估价,单价对应单位=套;按物料族“密封过滤件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.4167;金额按四舍五入保留两位小数。	合金钢机密封109-35; 机械密封 109-35 合金钢	SPARE-000134 机械密封 机械密封 109-35 合金钢 合金钢机密封109-35 合金钢 109-35			active	needs_review	clarify_specs_before_use	SPARE-000134	1	missing_required_specs:规格/轴径	2026-07-08	设备备件|密封过滤件|机械密封	机械密封	material,model,规格/轴径	规格/轴径	needs_input	机械密封	机械密封 109-35 合金钢	材质:合金钢;型号:109-35	设备备件/密封过滤件	密封过滤件	material-entry-rules-v1.1
SPARE-000135	黄油泵	黄油泵 6L 220V 3出口 带时控器 电动	规格: 6L; 容量: 6L; 额定电压: 220V; 出口数: 3出口; 配置: 带时控器; 驱动: 电动		施工机具设备/泵油润滑设备	施工机具设备	泵油润滑设备	泵油润滑设备	台	台	1	1280.04	CNY	按台估价;按物料族“泵油润滑设备”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.0667;金额按四舍五入保留两位小数。	电动油脂泵6L-3出口带时控器; 电动油脂泵; 黄油泵 6L 3出口 带时控器	SPARE-000135 黄油泵 黄油泵 6L 3出口 带时控器 电动油脂泵6L-3出口带时控器 电动油脂泵 6L 220V 3出口 带时控器 电动			active	standard	auto_select_allowed	SPARE-000135	1		2026-07-08	施工机具设备|泵油润滑设备|黄油泵	黄油泵	specification,capacity,rated_voltage,出口数,配置,驱动		ready	黄油泵	黄油泵 6L 3出口 带时控器	容量:6L;出口数:3出口;驱动:电动;配置:带时控器;电压:220V	施工机具设备/泵油润滑设备	泵油润滑设备	material-entry-rules-v1.1
SPARE-000136	泥浆泵活塞	泥浆泵活塞 BW-250	适配型号: BW-250		设备备件/泵类配件	设备备件	泵类配件	泵类配件	只	只	1	76.00	CNY	按只估价,单价对应单位=只;按物料族“泵类配件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=0.6333;金额按四舍五入保留两位小数。	泥浆泵活塞BW-250; 泥浆泵活塞 BW-250	SPARE-000136 泥浆泵活塞 泥浆泵活塞 BW-250 泥浆泵活塞BW-250 BW-250			active	standard	auto_select_allowed	SPARE-000136	1		2026-07-08	设备备件|泵类配件|泥浆泵活塞	泥浆泵活塞	适配型号		ready	泥浆泵活塞	泥浆泵活塞 BW-250	适配型号:BW-250	设备备件/泵类配件	泵类配件	material-entry-rules-v1.1
SPARE-000137	泥浆泵活塞	泥浆泵活塞 BW-150	适配型号: BW-150		设备备件/泵类配件	设备备件	泵类配件	泵类配件	只	只	1	63.33	CNY	按只估价,单价对应单位=只;按物料族“泵类配件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=0.6333;金额按四舍五入保留两位小数。	泥浆泵活塞BW-150; 泥浆泵活塞 BW-150	SPARE-000137 泥浆泵活塞 泥浆泵活塞 BW-150 泥浆泵活塞BW-150 BW-150			active	standard	auto_select_allowed	SPARE-000137	1		2026-07-08	设备备件|泵类配件|泥浆泵活塞	泥浆泵活塞	适配型号		ready	泥浆泵活塞	泥浆泵活塞 BW-150	适配型号:BW-150	设备备件/泵类配件	泵类配件	material-entry-rules-v1.1
SPARE-000138	水封	水封 VS-75	型号: VS-75		设备备件/密封过滤件	设备备件	密封过滤件	密封过滤件	只	只	1	42.50	CNY	按只估价,单价对应单位=只;按物料族“密封过滤件”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.4167;金额按四舍五入保留两位小数。	水封VS-75; 水封 VS-75	SPARE-000138 水封 水封 VS-75 水封VS-75 VS-75			active	needs_review	clarify_specs_before_use	SPARE-000138	1	missing_required_specs:brand,原装,适用设备	2026-07-08	设备备件|密封过滤件|水封	水封	brand,model,原装,适用设备	brand,原装,适用设备	needs_input	水封	水封 VS-75	型号:VS-75	设备备件/密封过滤件	密封过滤件	material-entry-rules-v1.1
SPARE-000139	潜水泵	潜水泵 370W 220V 1寸(25mm) 10m	规格: 370W; 额定电压: 220V; 功率: 370W; 出口口径: 1寸(25mm); 扬程: 10m		施工机具设备/泵类设备	施工机具设备	泵类设备	泵类设备	台	台	1	306.00	CNY	按台估价;按物料族“泵类设备”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.0200;金额按四舍五入保留两位小数。	潜水泵220V/370W-1寸出口; 潜水泵 370W 220V 1寸	SPARE-000139 潜水泵 潜水泵 370W 220V 1寸 潜水泵220V/370W-1寸出口 370W 220V 1寸(25mm) 10m			active	needs_review	clarify_specs_before_use	SPARE-000139	1	missing_required_specs:nominal_diameter	2026-07-08	施工机具设备|泵类设备|潜水泵	潜水泵	specification,nominal_diameter,rated_voltage,power,出口口径,扬程	nominal_diameter	needs_input	潜水泵	潜水泵 370W 220V 1寸	电压:220V;功率:370W;出口口径:1寸(25mm);扬程:10m	施工机具设备/泵类设备	泵类设备	material-entry-rules-v1.1
SPARE-000140	增压泵	增压泵 25mm 220V 0.75kW 供水	公称直径: 25mm; 额定电压: 220V; 功率: 0.75kW; 适用范围: 供水		施工机具设备/泵类设备	施工机具设备	泵类设备	泵类设备	台	台	1	510.00	CNY	按台估价;按物料族“泵类设备”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.0200;金额按四舍五入保留两位小数。	供水增压泵; 增压泵 供水	SPARE-000140 增压泵 增压泵 供水 供水增压泵 25mm 220V 0.75kW 供水			active	needs_review	clarify_specs_before_use	SPARE-000140	1	missing_required_specs:specification,material,适用	2026-07-08	施工机具设备|泵类设备|增压泵	增压泵	specification,nominal_diameter,material,rated_voltage,power,适用	specification,material,适用	needs_input	增压泵	增压泵 供水	用途:供水;电压:220V;功率:0.75kW;口径:25mm	施工机具设备/泵类设备	泵类设备	material-entry-rules-v1.1
SPARE-000141	控制开关	控制开关 水泵自动控制	适用范围: 水泵自动控制		电气电料/低压电器	电气电料	低压电器	低压电器	台	台	1	50.00	CNY	按台估价;按物料族“低压电器”抽样复核中位数调整;样本数=5;可靠性=high;调整系数=1.0000;金额按四舍五入保留两位小数。	水泵自动控制开关; 控制开关 水泵自动控制	SPARE-000141 控制开关 控制开关 水泵自动控制 水泵自动控制开关 水泵自动控制			active	needs_review	clarify_specs_before_use	SPARE-000141	1	missing_required_specs:specification	2026-07-08	电气电料|低压电器|控制开关	控制开关	specification	specification	needs_input	控制开关	控制开关 水泵自动控制	用途:水泵自动控制	电气电料/低压电器	低压电器	material-entry-rules-v1.1
SPARE-000142	黄油泵	黄油泵 8L 380V 4出口 电动	规格: 8L; 容量: 8L; 额定电压: 380V; 出口数: 4出口; 驱动: 电动		施工机具设备/泵油润滑设备	施工机具设备	泵油润滑设备	泵油润滑设备	台	台	1	1706.72	CNY	按台估价;按物料族“泵油润滑设备”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.0667;金额按四舍五入保留两位小数。	电动油脂泵380V-8L-4出口; 电动油脂泵; 黄油泵 8L 4出口 380V	SPARE-000142 黄油泵 黄油泵 8L 4出口 380V 电动油脂泵380V-8L-4出口 电动油脂泵 8L 380V 4出口 电动			active	needs_review	clarify_specs_before_use	SPARE-000142	1	missing_required_specs:配置	2026-07-08	施工机具设备|泵油润滑设备|黄油泵	黄油泵	specification,capacity,rated_voltage,出口数,配置,驱动	配置	needs_input	黄油泵	黄油泵 8L 4出口 380V	容量:8L;出口数:4出口;驱动:电动;电压:380V	施工机具设备/泵油润滑设备	泵油润滑设备	material-entry-rules-v1.1
TOOL-000001	紧线器	紧线器 双钩紧线器 1T	类型: 双钩紧线器; 额定载荷: 1T		吊装索具/葫芦/起重工具	吊装索具	葫芦/起重工具	葫芦/起重工具	套	套	1	83.96	CNY	按套估价;按物料族“葫芦/起重工具”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.2917;金额按四舍五入保留两位小数。	1T紧线器; 紧线器 1T	TOOL-000001 紧线器 紧线器 1T 1T紧线器 双钩紧线器 1T			active	needs_review	confirm_before_use	TOOL-000001	1	高风险分类:吊装索具	2026-07-08	吊装索具|葫芦/起重工具|紧线器	紧线器	类型,额定载荷		needs_review	紧线器	紧线器 1T	额定载荷:1T;类型:双钩紧线器	吊装索具/葫芦/起重工具	葫芦/起重工具	material-entry-rules-v1.1
TOOL-000002	剥线钳	剥线钳 世达 多功能 0.5-2.5mm2	品牌: 世达; 功能: 多功能; 适用线径: 0.5-2.5mm2		工具量具/钳类	工具量具	钳类	钳类	把	把	1	78.52	CNY	按把估价;按物料族“钳类”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.2433;金额按四舍五入保留两位小数。	世达多功能剥线钳; 多功能剥线钳; 剥线钳 多功能 世达	TOOL-000002 剥线钳 剥线钳 多功能 世达 世达多功能剥线钳 多功能剥线钳 世达 多功能 0.5-2.5mm2	世达		active	standard	auto_select_allowed	TOOL-000002	1		2026-07-08	工具量具|钳类|剥线钳	剥线钳	brand,功能,适用线径		ready	剥线钳	剥线钳 多功能 世达	功能:多功能;适用线径:0.5-2.5mm2	工具量具/钳类	钳类	material-entry-rules-v1.1
TOOL-000003	测电笔	测电笔 100-500V 断点检测 感应	额定电压: 100-500V; 功能: 断点检测; 检测方式: 感应		工具量具/测量工具	工具量具	测量工具	测量工具	支	支	1	34.67	CNY	按支估价;按物料族“测量工具”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.7333;金额按四舍五入保留两位小数。	找断点电笔; 断点检测电笔; 测电笔 断点检测	TOOL-000003 测电笔 测电笔 断点检测 找断点电笔 断点检测电笔 100-500V 断点检测 感应			active	needs_review	clarify_specs_before_use	TOOL-000003	1	missing_required_specs:brand,显示方式,类型	2026-07-08	工具量具|测量工具|测电笔	测电笔	rated_voltage,brand,功能,显示方式,检测方式,类型	brand,显示方式,类型	needs_input	测电笔	测电笔 断点检测	检测方式:感应;功能:断点检测;额定电压:100-500V	工具量具/测量工具	测量工具	material-entry-rules-v1.1
TOOL-000004	滚筒刷	滚筒刷 4寸	规格: 4寸		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	只	只	1	4.67	CNY	按只估价,滚筒刷;按物料族“刷涂耗材”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.1666;金额按四舍五入保留两位小数。	4寸滚筒; 滚筒刷 4寸	TOOL-000004 滚筒刷 滚筒刷 4寸 4寸滚筒 4寸			active	needs_review	clarify_specs_before_use	TOOL-000004	1	missing_required_specs:滚刷宽度,类型	2026-07-08	工具耗材|刷涂耗材|滚筒刷	滚筒刷	specification,滚刷宽度,类型	滚刷宽度,类型	needs_input	滚筒刷	滚筒刷 4寸	规格:4寸	工具耗材/刷涂耗材	刷涂耗材	material-entry-rules-v1.1
TOOL-000006	扫把	扫把 高粱	材质: 高粱		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	把	把	1	4.75	CNY	按把计价;按物料族“清洁工具”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=0.4750;金额按四舍五入保留两位小数。	高粱扫把; 扫把 高粱	TOOL-000006 扫把 扫把 高粱 高粱扫把 高粱			active	needs_review	clarify_specs_before_use	TOOL-000006	1	missing_required_specs:specification	2026-07-08	清洁办公后勤|清洁工具|扫把	扫把	specification,material	specification	needs_input	扫把	扫把 高粱	材质:高粱	清洁办公后勤/清洁工具	清洁工具	material-entry-rules-v1.1
TOOL-000007	电钻	电钻 通用 21V 锂电池	规格: 通用; 额定电压: 21V; 供电方式: 锂电池		电动气动工具/电动工具	电动气动工具	电动工具	电动工具	台	台	1	136.00	CNY	按每台估价,按常见21V锂电钻配置;按物料族“电动工具”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=0.6800;金额按四舍五入保留两位小数。	锂电池电钻; 充电电钻; 大功率锂电钻; 锂电钻; 电钻 通用型	TOOL-000007 电钻 电钻 通用型 锂电池电钻 充电电钻 大功率锂电钻 锂电钻 通用 21V 锂电池			active	needs_review	clarify_specs_before_use	TOOL-000007	1	missing_required_specs:brand,配置	2026-07-08	电动气动工具|电动工具|电钻	电钻	specification,rated_voltage,brand,供电方式,配置	brand,配置	needs_input	电钻	电钻 通用型	规格:通用;供电方式:锂电池;电压:21V	电动气动工具/电动工具	电动工具	material-entry-rules-v1.1
TOOL-000010	毛刷	毛刷 4寸 羊毛	规格: 4寸; 材质: 羊毛		工具耗材/刷涂耗材	工具耗材	刷涂耗材	刷涂耗材	把	把	1	4.67	CNY	按把估价,羊毛刷;按物料族“刷涂耗材”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.1666;金额按四舍五入保留两位小数。	4寸羊毛刷; 羊毛刷; 羊毛刷4寸; 羊毛漆刷大号; 羊毛漆刷; 毛刷 4寸 羊毛	TOOL-000010 毛刷 毛刷 4寸 羊毛 4寸羊毛刷 羊毛刷 羊毛刷4寸 羊毛漆刷大号 羊毛漆刷 4寸 羊毛			active	standard	auto_select_allowed	TOOL-000010	1		2026-07-08	工具耗材|刷涂耗材|毛刷	毛刷	specification,material		ready	毛刷	毛刷 4寸 羊毛	规格:4寸;材质:羊毛	工具耗材/刷涂耗材	刷涂耗材	material-entry-rules-v1.1
TOOL-000012	冲击钻头	冲击钻头 100mm 6mm	长度: 100mm; 直径: 6mm		工具耗材/钻头	工具耗材	钻头	钻头	支	支	1	7.94	CNY	按支估价;按物料族“钻头”抽样复核中位数调整;样本数=6;可靠性=medium;调整系数=1.5889;金额按四舍五入保留两位小数。	6厘冲击钻头; 冲击钻头 6*100	TOOL-000012 冲击钻头 冲击钻头 6*100 6厘冲击钻头 100mm 6mm			active	needs_review	clarify_specs_before_use	TOOL-000012	1	missing_required_specs:brand,规格/直径	2026-07-08	工具耗材|钻头|冲击钻头	冲击钻头	length,diameter,brand,规格/直径	brand,规格/直径	needs_input	冲击钻头	冲击钻头 6*100	直径:6mm;长度:100mm	工具耗材/钻头	钻头	material-entry-rules-v1.1
