draft_sku_id	draft_item_code	import_status	放行等级	标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	candidate_count	source_candidate_rows	confirmation_required	confirmation_reason
SKU-DRAFT-001307	TOOL-000203	confirm_then_import	B	管钳	规格：24寸		工具/手动工具	支	24寸管钳	1	1314	是	品牌、材质缺失
SKU-DRAFT-001328	TOOL-000204	confirm_then_import	B	水泵钳	规格：8寸		工具/手动工具	支	8寸水泵钳	1	1335	是	品牌、材质缺失
SKU-DRAFT-001329	TOOL-000205	confirm_then_import	B	水泵钳	规格：10寸		工具/手动工具	支	10寸水泵钳	1	1336	是	品牌、材质缺失
SKU-DRAFT-001331	TOOL-000206	confirm_then_import	B	切割机防护罩	适配设备：400切割机；部件：防护罩		工具备件/电动工具配件	个	400切割机防护罩	1	1338	是	适配型号、材质缺失
SKU-DRAFT-001332	ADMIN-000043	confirm_then_import	B	抹布	形态：大块；颜色：白色		清洁耗材/擦拭材料	kg	大块白抹布	2	1339;1365	是	材质、包装缺失；材质成分缺失，按大块白色抹布先建候选
SKU-DRAFT-001338	MAT-000120	confirm_then_import	B	木屑	品类：木屑		辅料耗材/吸附填充材料	斤	木屑	1	1345	是	用途、含水率缺失；单位是否改kg需确认
SKU-DRAFT-001339	ELEC-000144	confirm_then_import	B	插头	类型：三相四线；电流：25A		电气材料/插头插座	个	25A三相四插头；三相四线插头	1	1346	是	电压、防护等级缺失
SKU-DRAFT-001340	TOOL-000207	confirm_then_import	B	尖凿	规格：大；接口：五坑；类型：尖凿		工具耗材/凿具	支	大五坑尖凿；五坑尖凿	1	1347	是	长度、适配电镐缺失
SKU-DRAFT-001341	TOOL-000208	confirm_then_import	B	钻头	规格：3.5；材质：钨钢		工具耗材/钻头	支	3.5钨钢钻头	1	1348	是	规格未说明直径等类型；柄型、刃长缺失
SKU-DRAFT-001342	TOOL-000209	confirm_then_import	B	钻头	规格：3.0；材质：钨钢		工具耗材/钻头	支	3.0钨钢钻头	1	1349	是	规格未说明直径等类型；柄型、刃长缺失
SKU-DRAFT-001354	MAT-000121	confirm_then_import	B	U型卸扣	额定载荷：17T；型式：U型；执行标准：国标		吊装索具/卸扣	个	17TU型国标卸扣	1	1361	是	销轴形式/证书缺失，按载荷、型式和标准先建候选
SKU-DRAFT-001355	MAT-000122	confirm_then_import	B	蝴蝶扣	额定载荷：15T；类型：蝴蝶扣		吊装索具/连接件	个	15T蝴蝶扣	1	1362	是	材质/标准/证书缺失，按额定载荷和类型先建候选
SKU-DRAFT-001373	CHEM-000092	confirm_then_import	B	润滑脂	品牌：克虏伯；型号：NB52		化工耗材/润滑脂	公斤	克虏伯油脂NB52	1	1381	是	包装规格/用途缺失，按品牌和型号先建候选
SKU-DRAFT-001374	MAT-000129	confirm_then_import	B	PAC污水处理剂	类型：PAC；含量：28%		化工原料/水处理剂	吨	28%PAC污水处理剂	1	1382	是	包装/执行标准缺失，按PAC类型和含量先建候选
SKU-DRAFT-001375	SPARE-000116	confirm_then_import	B	轴承	品牌：SKF；型号：2315；进口：是		备品备件/轴承	个	进口SKF-2315轴承	1	1383	是	轴承类型/尺寸未列，按品牌和型号先建候选
SKU-DRAFT-001387	PIPE-000296	confirm_then_import	B	铝合金扣	规格：50；材质：铝合金；特征：加厚		液压/高压管路	个	50加厚铝合金扣	1	1395	是	连接形式缺失，按规格、材质和加厚特征先建候选
SKU-DRAFT-001388	PIPE-000297	confirm_then_import	B	铝合金扣	规格：80；材质：铝合金；特征：加厚		液压/高压管路	个	80加厚铝合金扣	1	1396	是	连接形式缺失，按规格、材质和加厚特征先建候选
SKU-DRAFT-001391	ADMIN-000045	confirm_then_import	B	喷壶	容量：2L		行政后勤/清洁用品	个	2升喷壶	1	1399	是	材质/喷头类型缺失，按容量先建候选
SKU-DRAFT-001405	PIPE-000303	confirm_then_import	B	无缝钢管	外径：76mm；壁厚：8mm		钢材/钢管	米	76*8MM无缝管	1	1414	是	材质/执行标准缺失，按外径和壁厚先建候选
SKU-DRAFT-001407	MAT-000132	confirm_then_import	B	扁平吊装带	额定载荷：2T；长度：2米；颜色：彩色		吊装索具/吊带	条	彩色吊带2T*2米	1	1416	是	材质/安全系数缺失，按载荷和长度先建候选
SKU-DRAFT-001408	MAT-000133	confirm_then_import	B	手拉葫芦	额定载荷：2T；链长：3米		吊装索具/葫芦	台	2T*3米手拉葫芦	1	1417	是	品牌/认证标准缺失，按载荷和链长先建候选
SKU-DRAFT-001411	MAT-000134	confirm_then_import	B	扁平吊装带	执行标准：国标；额定载荷：5T；长度：8米；颜色：彩色		吊装索具/吊带	条	国标彩色吊带5T*8米	1	1420	是	材质/安全系数缺失，按载荷、长度和国标描述先建候选
SKU-DRAFT-001438	PIPE-000313	confirm_then_import	B	高压胶管	规格：50；结构等级：4SH		液压/高压管路	米	50*4SH高压胶管	1	1447	是	压力等级/执行标准缺失，按规格和4SH结构先建候选；单位为米时接头形式需复核
SKU-DRAFT-001504	PIPE-000358	confirm_then_import	B	电磁阀	进口：是；型号：2622200		阀门/电磁阀	只	进口电磁阀2622200	1	1513	是	品牌/电压/接口/介质缺失，按型号先建候选
SKU-DRAFT-001533	TOOL-000229	confirm_then_import	B	钻头	品牌：博世；柄型：五坑三槽；直径：Φ12；长度：200		工具/钻头	支	博世五坑三槽钻头Φ12*200	1	1544	是	材质/适配电锤型号缺失，按品牌、柄型和尺寸先建候选
SKU-DRAFT-001541	CHEM-000098	confirm_then_import	B	PVC胶水	品牌：公元；包装：1KG；用途：PVC粘接		胶粘剂/PVC胶水	瓶	公元胶水1KG	1	1552	是	型号缺失，按品牌/包装建候选
SKU-DRAFT-001543	TOOL-000231	confirm_then_import	B	冲孔冲头	直径：Φ14；长度：150		工具/冲头	支	冲孔冲Φ14*150	1	1554	是	材质/适配冲孔机缺失，需后续确认
SKU-DRAFT-001544	TOOL-000232	confirm_then_import	B	冲孔冲头	直径：Φ16；长度：150		工具/冲头	支	冲孔冲Φ16*150	1	1555	是	材质/适配冲孔机缺失，需后续确认
SKU-DRAFT-001551	FAST-000072	ready_to_import	A	膨胀螺丝	规格：M12*100		紧固件/膨胀螺丝	支	膨胀螺丝M12*100	1	1562	否	
SKU-DRAFT-001555	MAT-000156	confirm_then_import	B	空调	品牌：美的；匹数：大1.5匹；功能：冷暖		行政后勤/空调设备	台	美的大1.5匹冷暖空调	1	1566	是	型号/能效等级缺失，需后续确认
SKU-DRAFT-001557	CONST-000024	ready_to_import	A	PC板	材质：PC；颜色：透明；尺寸：1m*1.5m；厚度：3mm		塑料板材/PC板	块	透明PC板1m*1.5m*3mm	1	1568	否	
SKU-DRAFT-001559	ADMIN-000047	confirm_then_import	B	记号笔	品牌：得力；颜色：黑色		办公用品/书写工具	支	得力黑色记号笔	1	1570	是	型号/粗细缺失，按品牌/颜色建候选
SKU-DRAFT-001560	CHEM-000102	confirm_then_import	B	防锈漆	品牌：立邦；颜色：白色；包装：18KG		油漆涂料/防锈漆	桶	立邦白色防锈漆18KG	1	1571	是	型号/适用底材缺失，需后续确认
SKU-DRAFT-001562	MAT-000157	confirm_then_import	B	整理箱	尺寸：800*800*600；配置：带盖		行政后勤/收纳用品	只	整理箱带盖800*800*600	1	1573	是	材质/容量缺失，需后续确认
SKU-DRAFT-001604	MAT-000165	confirm_then_import	B	带盖方桶	材质：牛筋；容量：6L；配置：带盖	地点备注:蕰川路	容器/塑料桶	只	牛筋带盖方桶6L(蕰川路)；牛筋带盖方桶6L	2	1615;1893	是	地点备注不进标准名；尺寸/颜色缺失需确认；尺寸/颜色缺失，按材质/容量/配置先建候选；与既有同类可合并需复核
SKU-DRAFT-001610	TOOL-000236	ready_to_import	A	羊毛刷	规格：3寸；材质：羊毛		涂装工具/刷子	把	羊毛刷3寸	1	1621	否	
SKU-DRAFT-001611	CHEM-000108	confirm_then_import	B	防锈漆	品牌：立邦；颜色：桔黄色；包装：18kg		油漆涂料/防锈漆	桶	立邦桔黄色防锈漆18kg	1	1622	是	型号/适用底材/SDS缺失，需后续确认
SKU-DRAFT-001613	CHEM-000110	confirm_then_import	B	防锈漆	品牌：立邦；颜色：深黄；包装：18KG		油漆涂料/防锈漆	桶	立邦深黄防锈漆18KG	1	1624	是	型号/适用底材/SDS缺失，需后续确认
SKU-DRAFT-001614	CHEM-000111	confirm_then_import	B	防锈漆	品牌：立邦；颜色：黑色；包装：18KG		油漆涂料/防锈漆	桶	立邦黑色防锈漆18KG	1	1625	是	型号/适用底材/SDS缺失，需后续确认
SKU-DRAFT-001615	CHEM-000112	confirm_then_import	B	防锈漆	品牌：立邦；颜色：大红；包装：18KG		油漆涂料/防锈漆	桶	立邦大红防锈漆18KG	1	1626	是	型号/适用底材/SDS缺失，需后续确认
SKU-DRAFT-001616	CHEM-000113	confirm_then_import	B	防锈漆	品牌：立邦；颜色：淡黄灰；包装：18KG		油漆涂料/防锈漆	桶	立邦淡黄灰防锈漆18KG	1	1627	是	型号/适用底材/SDS缺失，需后续确认
SKU-DRAFT-001617	CHEM-000114	confirm_then_import	B	防锈漆	品牌：立邦；颜色：桔红；包装：18KG		油漆涂料/防锈漆	桶	立邦桔红防锈漆18KG	1	1628	是	型号/适用底材/SDS缺失，需后续确认
SKU-DRAFT-001618	CHEM-000115	confirm_then_import	B	防锈漆	品牌：立邦；颜色：铁红；包装：18KG		油漆涂料/防锈漆	桶	立邦铁红防锈漆18KG	1	1629	是	型号/适用底材/SDS缺失，需后续确认
SKU-DRAFT-001621	TOOL-000237	ready_to_import	A	羊毛刷	规格：2寸；材质：羊毛		涂装工具/刷子	把	羊毛刷2寸	1	1632	否	
SKU-DRAFT-001631	METAL-000109	confirm_then_import	B	槽钢	规格：10#		钢材/型钢	米	10#槽钢；10#型槽钢；槽钢10#	1	1642	是	材质/执行标准缺失，需后续确认
SKU-DRAFT-001632	METAL-000110	confirm_then_import	B	槽钢	规格：8#		钢材/型钢	米	8#槽钢	1	1643	是	材质/执行标准缺失，需后续确认
SKU-DRAFT-001655	TOOL-000242	confirm_then_import	B	两用扳手	品牌：世达；规格：M16；类型：梅花开口两用		工具/手动工具	把	世达M16梅花开口两用扳手	1	1666	是	长度/型号缺失，按品牌/规格/类型先建候选
SKU-DRAFT-001661	TOOL-000244	confirm_then_import	B	羊毛刷	规格：2.5寸；材质：羊毛		涂装工具/刷子	只	羊毛刷2.5寸	1	1674	是	单位可按把复核；柄型/等级缺失
SKU-DRAFT-001669	TOOL-000247	confirm_then_import	B	竹扫把	材质：竹；类型：扫把		清洁工具/扫把	把	竹扫把	1	1683	是	规格缺失，按材质/类型先建候选
SKU-DRAFT-001671	METAL-000113	confirm_then_import	B	不锈钢漏斗	材质：316不锈钢；口径：18cm		容器/漏斗	只	316漏斗18cm	1	1685	是	容量/出口直径缺失，需后续确认
SKU-DRAFT-001688	TOOL-000253	confirm_then_import	B	漆刷	规格：3寸	用途:涂漆	涂装工具/刷子	把	漆刷3寸	1	1703	是	刷毛材质未明确，可能与羊毛刷等同类需确认
SKU-DRAFT-001690	HW-LOCK-000012	confirm_then_import	B	不锈钢挂锁	规格：40；材质：不锈钢；类型：通用挂锁		五金/锁具	把	40不锈钢通用挂锁	1	1705	是	锁梁规格/钥匙通开情况缺失，需后续确认
SKU-DRAFT-001704	ELEC-000164	confirm_then_import	B	五孔插座	品牌：公牛；安装：明装；类型：五孔		电气/插座	套	公牛明装五孔插座	1	1719	是	额定电流/型号缺失，需后续确认
SKU-DRAFT-001716	TOOL-000256	confirm_then_import	B	钢卷尺	品牌：雄狮；长度：100m；材质：钢		工具/测量工具	只	雄狮钢卷尺100m	1	1731	是	精度等级/尺带宽度缺失，需后续确认
SKU-DRAFT-001717	TOOL-000257	confirm_then_import	B	墨斗	类型：墨斗		工具/测量放线工具	个	墨斗	1	1732	是	规格/品牌缺失，按通用墨斗先建候选
SKU-DRAFT-001728	CHEM-000128	confirm_then_import	B	PET条码不干胶标签	材质：哑银PET；尺寸：40mm*25mm；每卷：1200张		标签耗材/不干胶标签	卷	哑银pet条码不干胶贴纸40mm*25mm*1200张	1	1744	是	胶性/卷芯规格缺失，需后续确认
SKU-DRAFT-001729	CHEM-000129	confirm_then_import	B	PET条码不干胶标签	材质：哑银PET；尺寸：30mm*10mm；每卷：5000张		标签耗材/不干胶标签	卷	哑银pet条码不干胶贴纸30mm*10mm*5000张	1	1745	是	胶性/卷芯规格缺失，需后续确认
SKU-DRAFT-001730	MAT-000187	confirm_then_import	B	全树脂基碳带	进口：是；类型：全树脂基；宽度：90mm；长度：300米		标签耗材/碳带	卷	进口全树脂基碳带90mm*300米	1	1746	是	品牌/适配标签材质缺失，需后续确认
SKU-DRAFT-001731	ELEC-000166	confirm_then_import	B	五孔插座面板	品牌：公牛；类型：五孔插座面板		电气/插座	只	公牛五孔插座面板	1	1747	是	安装方式/额定电流缺失，需后续确认
SKU-DRAFT-001733	TOOL-000259	confirm_then_import	B	卷尺	品牌：得力；长度：10m		工具/测量工具	把	得力卷尺10m	1	1749	是	尺带宽度/精度缺失，需后续确认
SKU-DRAFT-001734	TOOL-000260	confirm_then_import	B	卷尺	品牌：得力；长度：5m		工具/测量工具	把	得力卷尺5m	1	1750	是	尺带宽度/精度缺失，需后续确认
SKU-DRAFT-001758	TOOL-000262	confirm_then_import	B	钢直尺	长度：200mm；材质：钢		工具/测量工具	把	200mm钢直尺	1	1774	是	精度/宽度缺失，按长度和材质先建候选
SKU-DRAFT-001763	CHEM-000132	confirm_then_import	B	防锈漆	品牌：立邦；颜色：中灰；包装：18KG		油漆涂料/防锈漆	桶	立邦中灰防锈漆18KG	1	1779	是	型号/SDS缺失，按品牌/颜色/包装先建候选
SKU-DRAFT-001766	TOOL-000264	confirm_then_import	B	电焊钳	额定电流：600A		焊接工具/焊钳	把	电焊钳600A	1	1782	是	品牌/型号缺失，按额定电流先建候选
SKU-DRAFT-001791	TOOL-000267	confirm_then_import	B	五坑钻头	品牌：博世；柄型：五坑；直径：Φ40；长度：1米		工具/钻头	根	博世五坑钻头Φ40*1米	1	1810	是	材质/适配设备未明确，需后续确认
SKU-DRAFT-001801	ELEC-000180	confirm_then_import	B	接线端子	型号：UK5N		电气/接线端子	只	接线端子UK5N	1	1820	是	额定电流/线径范围未在原表列明，按型号保留
SKU-DRAFT-001817	FAST-000080	confirm_then_import	B	高强度全牙螺杆	强度等级：12.9；规格：M30*1m；螺纹形式：全牙	原始:全芽	紧固件/螺杆	根	12.9级全芽螺杆m30*1m	1	1836	是	全芽疑似全牙，按全牙归一；材质/表面处理未明确
SKU-DRAFT-001824	ELEC-000187	confirm_then_import	B	接线端子	型号：UK5N；颜色：黄绿色		电气/接线端子	只	黄绿色接线端子UK5N	1	1843	是	是否接地端子需确认，额定电流未在原表列明
SKU-DRAFT-001825	ELEC-000188	confirm_then_import	B	5号电池	品牌：南孚；规格：5号		电气/电池	节	南孚电池5号	1	1844	是	碱性/容量未列明，需后续确认
SKU-DRAFT-001827	SPARE-000134	confirm_then_import	B	机械密封	材质：合金钢；型号：109-35	原始:机密封	密封件/机械密封	套	合金钢机密封109-35	1	1846	是	机密封按机械密封归一；适配设备/介质未明确
SKU-DRAFT-001833	SPARE-000136	confirm_then_import	B	泥浆泵活塞	适配型号：BW-250；部件：活塞		设备备件/泥浆泵配件	只	泥浆泵活塞BW-250	1	1852	是	材质/厂家缺失，按适配型号先建候选
SKU-DRAFT-001834	SPARE-000137	confirm_then_import	B	泥浆泵活塞	适配型号：BW-150；部件：活塞		设备备件/泥浆泵配件	只	泥浆泵活塞BW-150	1	1853	是	材质/厂家缺失，按适配型号先建候选
SKU-DRAFT-001838	ELEC-000192	confirm_then_import	B	双电源转换器	电压：220V；极数：2P；电流：20A		电气/低压电器	只	双电源转换器220V-2P-20A	1	1857	是	切换方式/型号缺失，按电压/极数/电流先建候选
SKU-DRAFT-001848	CHEM-000134	confirm_then_import	B	除锈剂	品牌：WD40；容量：500mL		化工耗材/除锈润滑剂	瓶	WD40除锈剂500ML	1	1867	是	具体型号/SDS缺失，按品牌/容量先建候选
SKU-DRAFT-001855	SPARE-000138	confirm_then_import	B	水封	型号：VS-75		密封件/水封	只	水封VS-75	1	1874	是	适配设备/材质缺失，按型号先建候选
SKU-DRAFT-001861	CHEM-000137	confirm_then_import	B	除锈剂	品牌：陶喜；容量：450mL		化工耗材/除锈润滑剂	瓶	陶喜除锈剂450mL	1	1880	是	型号/SDS缺失，按品牌/容量先建候选
SKU-DRAFT-001863	ADMIN-000057	confirm_then_import	B	油性记号笔	颜色：红色；类型：油性		办公用品/书写工具	支	红色油性记号笔	1	1882	是	品牌/笔头粗细缺失，按颜色/类型先建候选
SKU-DRAFT-001864	TOOL-000275	confirm_then_import	B	管钳	品牌：世达；规格：14寸		工具/手动工具	把	世达管钳14寸	1	1883	是	型号缺失，按品牌/规格先建候选
SKU-DRAFT-001874	ELEC-000204	confirm_then_import	B	电位器	品牌：天逸；型号：LA42D；阻值：5K		电气/按钮指示元件	只	天逸电位器LA42D-5K	1	1894	是	安装孔径/用途缺失，按品牌/型号/阻值先建候选
SKU-DRAFT-001943	ELEC-000214	ready_to_import	A	三脚插头	品牌：公牛；极数：三脚；电压：220V；额定电流：10A		电气/插头插座	只	公牛三脚插头220V/10A	1	1964	否	
SKU-DRAFT-001945	CHEM-000146	confirm_then_import	B	除锈剂	品牌：WD40；容量：350mL		化工耗材/除锈润滑剂	瓶	WD40除锈剂350ML	1	1967	是	型号/SDS未明，按品牌和容量先建候选
SKU-DRAFT-001954	FAST-000085	confirm_then_import	B	镀锌平垫	表面：镀锌；规格：M8；类型：平垫		紧固件/垫圈	只	镀锌平垫m8	1	1977	是	外径/厚度/执行标准缺失，按M8镀锌平垫先建候选
SKU-DRAFT-001955	MAT-000217	confirm_then_import	B	开口销	规格：M3*60；类型：开口销		紧固件/销	只	开口销m3*60	1	1978	是	材质/执行标准缺失，按规格先建候选
SKU-DRAFT-001965	TOOL-000294	confirm_then_import	B	地线夹	额定电流：500A；类型：地线夹		焊接工具/焊机配件	把	500A地线夹	1	1989	是	接线范围/材质缺失，按额定电流先建候选
SKU-DRAFT-001982	TOOL-000296	confirm_then_import	B	活动扳手	品牌：世达；规格：12寸		工具/手动工具	把	世达活动扳手12寸	1	2007	是	型号缺失，按品牌和尺寸先建候选
SKU-DRAFT-001983	TOOL-000297	confirm_then_import	B	活动扳手	品牌：世达；规格：10寸		工具/手动工具	把	世达活动扳手10寸	1	2008	是	型号缺失，按品牌和尺寸先建候选
SKU-DRAFT-001985	TOOL-000298	confirm_then_import	B	钢卷尺	品牌：得力；长度：3m		工具/测量工具	把	得力钢卷尺3m	1	2011	是	尺带宽度/精度缺失，按品牌和长度先建候选
SKU-DRAFT-001986	TOOL-000299	confirm_then_import	B	钢卷尺	品牌：得力；长度：5m		工具/测量工具	把	得力钢卷尺5m	1	2012	是	尺带宽度/精度缺失，按品牌和长度先建候选
SKU-DRAFT-001987	TOOL-000300	confirm_then_import	B	钢卷尺	品牌：得力；长度：7.5m		工具/测量工具	把	得力钢卷尺7.5m	1	2013	是	尺带宽度/精度缺失，按品牌和长度先建候选
SKU-DRAFT-001988	TOOL-000301	confirm_then_import	B	钢卷尺	品牌：得力；长度：10m		工具/测量工具	把	得力钢卷尺10m	1	2014	是	尺带宽度/精度缺失，按品牌和长度先建候选
SKU-DRAFT-002010	ELEC-000222	confirm_then_import	B	插座	型号：DKJ35-50；颜色：黑色		电气/插头插座	只	DKJ35-50黑色插座	1	2036	是	额定电流/接口类型未明，按型号和颜色先建候选
SKU-DRAFT-002020	TOOL-000310	confirm_then_import	B	三叉套筒扳手	类型：三叉套筒；规格：14-17-19		工具/手动工具	把	三叉套筒扳手14-17-19	1	2046	是	材质/品牌缺失，按三叉规格先建候选
SKU-DRAFT-002021	TOOL-000311	confirm_then_import	B	三叉套筒扳手	类型：三叉套筒；规格：13-16-18		工具/手动工具	把	三叉套筒扳手13-16-18	1	2047	是	材质/品牌缺失，按三叉规格先建候选
SKU-DRAFT-002022	TOOL-000312	confirm_then_import	B	三叉套筒扳手	类型：三叉套筒；规格：10-12-14		工具/手动工具	把	三叉套筒扳手10-12-14	1	2048	是	材质/品牌缺失，按三叉规格先建候选
SKU-DRAFT-002023	TOOL-000313	confirm_then_import	B	T型套筒扳手套装	类型：T型套筒；规格范围：8-19；件数：6件		工具/手动工具	套	T型套筒扳手8-19/6件套装	1	2049	是	材质/品牌缺失，按规格范围和件数先建候选
SKU-DRAFT-002060	TOOL-000319	confirm_then_import	B	自紧钻夹头	品牌：马牌；夹持范围：0.3-16；接口：B18		电动工具/电钻配件	个	马牌自紧钻夹头0.3-16B18	1	2086	是	适配设备未明，按品牌/夹持范围/接口先建候选
SKU-DRAFT-002061	ADMIN-000061	confirm_then_import	B	铅笔	规格：2B		办公用品/书写工具	支	2B铅笔	1	2087	是	品牌缺失，按2B规格先建候选
SKU-DRAFT-002108	TOOL-000320	confirm_then_import	B	尖嘴钳	品牌：世达；类型：尖嘴钳；规格：6寸		工具/手动工具	把	世达尖嘴钳6寸	1	2134	是	型号缺失，按品牌/类型/尺寸先建候选
SKU-DRAFT-002127	ELEC-000235	confirm_then_import	B	接地桩套件	表面处理：镀锌；规格：18*1m；配置：带螺丝		电气/接地材料	根	镀锌接地桩18*1m带螺丝	1	2153	是	输入为套件但单位为根，材质/镀层厚度缺失
SKU-DRAFT-002132	ADMIN-000064	confirm_then_import	B	折叠圆桌	直径：1.5米；结构：折叠；形状：圆形		行政后勤/办公家具	张	1.5米折叠圆桌	1	2158	是	材质缺失
SKU-DRAFT-002133	ADMIN-000065	confirm_then_import	B	办公桌	材质：实木；尺寸：1.4米*0.6米		行政后勤/办公家具	张	实木办公桌1.4米*0.6米	1	2159	是	高度/款式缺失
SKU-DRAFT-002135	TOOL-000324	confirm_then_import	B	钻头	品牌：博世；柄型：方柄；直径：Φ14；长度：280		工具/钻头	支	博世方柄钻头Φ14*280	1	2161	是	材质/适配设备缺失
SKU-DRAFT-002136	TOOL-000325	confirm_then_import	B	钻头	品牌：博世；柄型：方柄；直径：Φ12；长度：260		工具/钻头	支	博世方柄钻头Φ12*260	1	2162	是	材质/适配设备缺失
SKU-DRAFT-002144	PIPE-000470	confirm_then_import	B	内丝直接	表面处理：镀锌；规格：4分；连接：内丝；类型：直接		管件/镀锌管件	只	镀锌4分内丝直接头	1	2170	是	材质/压力等级缺失
SKU-DRAFT-002149	MAT-000230	confirm_then_import	B	木方	截面：50*100；长度：4m		建筑材料/木材	根	木方50*100*4m	1	2175	是	木材材质/等级缺失
SKU-DRAFT-002153	TOOL-000327	confirm_then_import	B	钻头	品牌：博世；柄型：圆柄；直径：Φ10；长度：350		工具/钻头	只	博世圆柄钻头Φ10*350	1	2179	是	材质/适配设备缺失
SKU-DRAFT-002154	TOOL-000328	confirm_then_import	B	钻头	品牌：博世；柄型：二坑二槽；直径：Φ12；长度：350		工具/钻头	只	博世二坑二槽钻头Φ12*350	1	2180	是	材质/适配设备缺失
SKU-DRAFT-002155	TOOL-000329	confirm_then_import	B	钻头	品牌：博世；柄型：二坑二槽；直径：Φ14；长度：350		工具/钻头	只	博世二坑二槽钻头Φ14*350	1	2181	是	材质/适配设备缺失
SKU-DRAFT-002156	TOOL-000330	confirm_then_import	B	钻头	品牌：博世；柄型：二坑二槽；直径：Φ16；长度：350		工具/钻头	只	博世二坑二槽钻头Φ16*350	1	2182	是	材质/适配设备缺失
SKU-DRAFT-002157	WELD-000057	confirm_then_import	B	二保焊机分流器	适配：500型二保焊机；部件：分流器；材质/类型：陶瓷型		焊接耗材/焊枪配件	只	500型二保焊机分流器陶瓷型	1	2183	是	适配焊枪型号缺失
SKU-DRAFT-002158	WELD-000058	confirm_then_import	B	二保焊机分流器	适配：350型二保焊机；部件：分流器；材质/类型：陶瓷型		焊接耗材/焊枪配件	只	350型二保焊机分流器陶瓷型	1	2184	是	适配焊枪型号缺失
SKU-DRAFT-002159	TOOL-000331	confirm_then_import	B	水平尺	长度：1m		工具/测量工具	根	水平尺1m	1	2185	是	精度/材质缺失
SKU-DRAFT-002160	TOOL-000332	confirm_then_import	B	水平尺	长度：0.6m		工具/测量工具	根	水平尺0.6m	1	2186	是	精度/材质缺失
SKU-DRAFT-002165	ADMIN-000067	confirm_then_import	B	垃圾桶	容量：240L；配置：带盖、带轮		行政后勤/清洁用品	个	240L垃圾桶带盖轮	1	2191	是	材质/颜色缺失
SKU-DRAFT-002166	MAT-000231	confirm_then_import	B	吊装带	额定载荷：3T；长度：2m		吊装索具/吊带	根	吊带3T*2m	1	2192	是	材质/安全系数缺失
SKU-DRAFT-002167	MAT-000232	confirm_then_import	B	吊装带	额定载荷：2T；长度：2m		吊装索具/吊带	根	吊带2T*2m	1	2193	是	与同类可合并为同一标准名称；材质/安全系数缺失
SKU-DRAFT-002173	MAT-000233	confirm_then_import	B	软玻璃门帘	结构：磁吸式；颜色：透明；尺寸：2.55m*1.46m；厚度：3mm		行政后勤/门帘	付	磁吸式透明软玻璃门帘2.55m*1.46m*3mm	1	2199	是	材质等级缺失
SKU-DRAFT-002174	METAL-000163	confirm_then_import	B	铁丝	材质：铁；规格：12#		五金耗材/金属丝	KG	铁丝12#	1	2200	是	表面处理/线径换算缺失
SKU-DRAFT-002182	WELD-000060	confirm_then_import	B	不锈钢割枪	品牌：华凌；型号：100#；特征：加长型；材质：不锈钢		焊接工具/气割工具	把	华凌加长型100#不锈钢割枪	1	2208	是	适用气体/长度缺失
SKU-DRAFT-002186	CONST-000040	confirm_then_import	B	建筑模板	表面/颜色：黑膜；尺寸：1.22m*2.44m；厚度：15mm		建筑材料/模板	块	黑膜板1.22m*2.44m*15mm	1	2212	是	黑膜板按建筑模板归一；材质/周转次数缺失
SKU-DRAFT-002187	MAT-000234	confirm_then_import	B	方木	截面：30*30；长度：3m		建筑材料/木材	根	方木30*30*3m	1	2213	是	木材等级/材质缺失
SKU-DRAFT-002192	FAST-000109	confirm_then_import	B	膨胀螺丝	规格：Φ10*80		紧固件/膨胀螺丝	支	膨胀螺丝Φ10*80	1	2218	是	材质/表面处理缺失
SKU-DRAFT-002193	FAST-000110	confirm_then_import	B	膨胀螺丝	规格：Φ10*110		紧固件/膨胀螺丝	支	膨胀螺丝Φ10*110	1	2219	是	材质/表面处理缺失
SKU-DRAFT-002194	FAST-000111	confirm_then_import	B	膨胀螺丝	规格：Φ12*80		紧固件/膨胀螺丝	支	膨胀螺丝Φ12*80	1	2220	是	材质/表面处理缺失
SKU-DRAFT-002195	FAST-000112	confirm_then_import	B	膨胀螺丝	规格：Φ8*70		紧固件/膨胀螺丝	支	膨胀螺丝Φ8*70	1	2221	是	材质/表面处理缺失
SKU-DRAFT-002196	FAST-000113	confirm_then_import	B	膨胀螺丝	规格：Φ8*90		紧固件/膨胀螺丝	支	膨胀螺丝Φ8*90	1	2222	是	材质/表面处理缺失
SKU-DRAFT-002197	FAST-000114	confirm_then_import	B	膨胀螺丝	规格：Φ12*110		紧固件/膨胀螺丝	支	膨胀螺丝Φ12*110	1	2223	是	材质/表面处理缺失
SKU-DRAFT-002205	SAFE-000128	confirm_then_import	B	雨鞋	品牌：回力；尺码：41码；配置：带衬里		劳保耗材/雨具	双	41码回力雨鞋带衬里	1	2231	是	材质/筒高缺失
SKU-DRAFT-002225	PIPE-000482	confirm_then_import	B	两半扣	材质：合金；规格：DN80；类型：两半扣		液压/管路扣件	套	合金两半扣DN80	1	2251	是	适配管件/压力等级缺失
SKU-DRAFT-002226	ELEC-000240	confirm_then_import	B	钳形万用表	品牌：世达；类型：钳形万用表		仪表/电气仪表	只	世达钳型万用表	1	2252	是	量程/精度缺失
