标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
不锈钢内外门电箱	材质：不锈钢；结构：内外门；尺寸：350*250*200		电气/配电箱壳体	只	不锈钢内外门电箱350*250*200	C	防护等级/板厚/配置缺失，会影响配电箱壳体SKU区分
除锈剂	品牌：陶喜；容量：450mL		化工耗材/除锈润滑剂	瓶	陶喜除锈剂450mL	B	型号/SDS缺失，按品牌/容量先建候选
头盔式面罩	类型：头盔式面罩		劳保耗材/眼面防护	只	头盔式面罩	C	防护等级/用途缺失，会影响面罩SKU区分
油性记号笔	颜色：红色；类型：油性		办公用品/书写工具	支	红色油性记号笔	B	品牌/笔头粗细缺失，按颜色/类型先建候选
管钳	品牌：世达；规格：14寸		工具/手动工具	把	世达管钳14寸	B	型号缺失，按品牌/规格先建候选
消防铲	类型：消防铲		安全消防/消防工具	把	消防铲	C	材质/长度缺失，会影响消防铲SKU区分
指示灯	安装孔径：M22；颜色：红+绿		电气/按钮指示元件	只	指示灯M22 红+绿	C	电压/触点形式缺失，会影响指示灯SKU区分
调速电位器	品牌：施耐德；阻值：5K；用途：调速		电气/按钮指示元件	只	施耐德调速电位器5K	C	安装孔径/型号缺失，会影响调速电位器SKU区分
按钮开关	颜色：红+绿；类型：按钮开关		电气/按钮指示元件	只	按钮开关红+绿	C	安装孔径/触点形式/电压缺失，会影响按钮开关SKU区分
转换开关	类型：按钮转换开关		电气/按钮指示元件	只	按钮转换开关	C	档位/触点形式/孔径缺失，无法稳定区分转换开关SKU
继电器套装	品牌：施耐德；电压：220V；电流：5A；配置：带底座		电气/继电器	套	施耐德继电器带底座220V/5A	C	触点组数/型号缺失，会影响继电器套装SKU区分
黄油嘴	材质：纯铜；规格：M10		设备润滑/黄油嘴	只	纯铜黄油咀M10	C	角度/螺纹牙距缺失，会影响黄油嘴SKU区分
刀片	品牌：锐锋；类型：刀片		工具/刀片	盒	锐锋刀片	C	规格/每盒数量缺失，会影响刀片按盒采购的SKU区分
液态密封胶	品牌：三和；类型：液态密封胶		胶粘剂/密封胶	支	三和液态密封胶	C	容量/型号/耐温缺失，会影响密封胶SKU区分
带盖方桶	材质：牛筋；容量：6L；配置：带盖		容器/塑料桶	个	牛筋带盖方桶6L	B	尺寸/颜色缺失，按材质/容量/配置先建候选；与既有同类可合并需复核
电位器	品牌：天逸；型号：LA42D；阻值：5K		电气/按钮指示元件	只	天逸电位器LA42D-5K	B	安装孔径/用途缺失，按品牌/型号/阻值先建候选
老虎钳	品牌：得力；类型：老虎钳		工具/手动工具	把	得力老虎钳	C	规格/型号缺失，会影响老虎钳SKU区分
尖嘴钳	品牌：得力；类型：尖嘴钳		工具/手动工具	把	得力尖嘴钳	C	规格/型号缺失，会影响尖嘴钳SKU区分
一字螺丝刀	类型：一字		工具/手动工具	把	一字螺丝刀	C	规格/杆长/品牌缺失，会影响螺丝刀SKU区分
十字螺丝刀	类型：十字		工具/手动工具	把	十字螺丝刀	C	规格/杆长/品牌缺失，会影响螺丝刀SKU区分
管型接线端子	类型：管型；适配线径：2.5平方		电气/接线端子	包	管型接线端子2.5平方	C	每包数量/颜色/端头形式缺失，会影响管型接线端子SKU区分
垃圾袋	颜色：黑色；尺寸：1.2米*1.4米		行政后勤/清洁用品	条	黑色垃圾袋1.2米*1.4米	C	厚度/每包数量缺失，会影响垃圾袋SKU区分
吊钩保险扣	适配：行车吊钩；额定载荷：20T；部件：保险扣		吊装索具/吊钩配件	个	行车吊钩保险扣20T	C	适配吊钩型号/材质缺失，会影响吊钩保险扣SKU区分
吊钩保险扣	适配：行车吊钩；额定载荷：16T；部件：保险扣		吊装索具/吊钩配件	个	行车吊钩保险扣16T	C	适配吊钩型号/材质缺失，会影响吊钩保险扣SKU区分
不锈钢单向阀	材质：不锈钢；规格：1寸；类型：单向阀		阀门/单向阀	只	不锈钢单向阀1寸	C	压力等级/连接形式缺失，会影响单向阀SKU区分
阻燃挤塑板	特性：阻燃；尺寸：2.2m*0.6m*0.1m	数量描述：116块	保温材料/挤塑板	平方	阻燃挤塑板2.2m*0.6m*0.1m*116块	C	阻燃等级/密度缺失，会影响挤塑板SKU区分
阻燃挤塑板	特性：阻燃；尺寸：2.2m*0.6m*0.05m	数量描述：64块	保温材料/挤塑板	平方	阻燃挤塑板2.2m*0.6m*0.05m*64块	C	阻燃等级/密度缺失，会影响挤塑板SKU区分
开关底盒	品牌：公牛；安装方式：明装；部件：底盒底座		电气/开关插座辅材	套	公牛明装开关底盒底座	C	规格/孔位缺失，会影响开关底盒SKU区分
硅晶板	颜色：透明；尺寸：0.8m*0.45m*0.05m		板材/硅晶板	块	透明硅晶板0.8m*0.45m*0.05m	C	材质等级/用途缺失，会影响硅晶板SKU区分
墙纸	颜色：白色；尺寸：3m*0.325m		建筑装饰材料/墙纸	块	白色墙纸3m*0.325m	C	材质/胶面缺失且单位是否按块采购需确认
多层实木板	材质：多层实木；尺寸：2.44m*1.22m*0.018m		木材板材/实木板	张	多层实木板2.44m*1.22m*0.018m	C	等级/环保等级缺失，会影响实木板SKU区分
油漆滚筒	用途：油漆		涂装工具/滚筒	包	油漆滚筒	C	每包数量/尺寸缺失，会影响油漆滚筒按包采购的SKU区分
滚筒柄	部件：滚筒柄		涂装工具/滚筒配件	把	滚筒柄	C	适配滚筒宽度/柄长缺失，会影响滚筒柄SKU区分
钻头	适用材质：不锈钢；直径：3.2mm		工具/钻头	支	不锈钢钻头3.2mm	C	钻头材质/柄型缺失，会影响钻头SKU区分
镀锌板剪刀	材质：合金钢；用途：镀锌板；规格：20寸		工具/剪切工具	把	合金钢镀锌板剪刀20寸	C	剪切厚度/品牌缺失，会影响镀锌板剪刀SKU区分
铣刀钻头	适用材质：不锈钢；直径：4mm		工具/钻铣刀具	支	不锈钢铣刀钻头4mm	C	刀具类型/柄径缺失，会影响钻铣刀具SKU区分
铣刀钻头	适用材质：不锈钢；直径：10mm		工具/钻铣刀具	支	不锈钢铣刀钻头10mm	C	刀具类型/柄径缺失，会影响钻铣刀具SKU区分
管型接线端子	类型：管型；适配线径：4平方		电气/接线端子	包	管型接线端子4平方	C	每包数量/颜色/端头形式缺失，会影响接线端子SKU区分
切割片	直径：Φ355		磨具磨料/切割片	片	切割片Φ355	C	厚度/孔径/材质缺失，会影响切割片SKU区分
钢丝刷	柄材质：铁柄；类型：钢丝刷		涂装工具/刷子	个	铁柄钢丝刷	C	尺寸/形制缺失，会影响钢丝刷SKU区分
钻头	适用材质：不锈钢；直径：6mm		工具/钻头	支	不锈钢钻头6mm	C	钻头材质/柄型缺失，会影响钻头SKU区分
钻头	适用材质：不锈钢；直径：4mm		工具/钻头	支	不锈钢钻头4mm	C	钻头材质/柄型缺失，会影响钻头SKU区分
电钻夹头钥匙	适配：电钻夹头；部件：钥匙		电动工具/电钻配件	把	电钻夹头钥匙	C	适配夹头规格缺失，会影响电钻夹头钥匙SKU区分
防水乳胶漆	品牌：立邦；特性：防水；包装：18KG		油漆涂料/乳胶漆	桶	立邦防水乳胶漆18KG	C	颜色/型号缺失，会影响乳胶漆SKU区分
四氟垫片	定制：是；材质：四氟；规格：Φ450*440*2	加工：是	定制件/密封垫片	件	加工四氟垫片Φ450*440*2	C	内外径含义/图纸缺失，按定制密封垫片候选
防水乳胶漆	品牌：立邦；颜色：白色；特性：防水；包装：18KG		油漆涂料/乳胶漆	桶	立邦白色防水乳胶漆18KG	C	型号缺失，会影响乳胶漆SKU区分
油漆滚筒	规格：大号；用途：油漆		涂装工具/滚筒	个	大号滚筒；大滚筒	C	大号未给出具体尺寸/毛长，会影响油漆滚筒SKU区分
油漆滚筒	规格：中号；用途：油漆		涂装工具/滚筒	个	中号滚筒	C	中号未给出具体尺寸/毛长，会影响油漆滚筒SKU区分
一字螺丝刀	品牌：得力；类型：一字		工具/手动工具	把	得力一字螺丝刀	C	规格/杆长缺失，会影响一字螺丝刀SKU区分
UPVC饮水管	品牌：公元；材质：UPVC；用途：饮水；直径：Φ25		管材/UPVC给水管	米	公元UPVCΦ25饮水管	C	给水标准/压力等级/壁厚缺失，会影响UPVC饮水管SKU区分
UPVC Y型三通	品牌：公元；材质：UPVC；直径：Φ25；类型：Y型三通		管件/UPVC给水管件	只	公元UPVCΦ25Y型三通	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
UPVC三通	品牌：公元；材质：UPVC；直径：Φ25；类型：三通		管件/UPVC给水管件	只	公元UPVCΦ25三通	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
UPVC弯头	品牌：公元；材质：UPVC；直径：Φ25；角度：90度		管件/UPVC给水管件	只	公元UPVCΦ25弯头90度	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
UPVC弯头	品牌：公元；材质：UPVC；直径：Φ25；角度：45度		管件/UPVC给水管件	只	公元UPVCΦ25弯头45度	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
UPVC直接	品牌：公元；材质：UPVC；直径：Φ25；类型：直接		管件/UPVC给水管件	只	公元UPVCΦ25直接头	C	给水标准/压力等级缺失，会影响UPVC管件SKU区分
不锈钢合页	材质：不锈钢；类型：合页		五金/门窗五金	付	不锈钢合页	C	尺寸/厚度缺失，会影响合页SKU区分
万向脚轮	类型：万向轮；配置：带刹车		物流搬运/脚轮	只	万向轮带刹车	C	尺寸/载重缺失，会影响脚轮SKU区分
门插销	材质：不锈钢；用途：门；类型：插销		五金/门窗五金	套	不锈钢门插销	C	尺寸/孔距缺失，会影响门插销SKU区分
锁扣	材质：不锈钢；用途：外门；类型：锁扣		五金/锁具配件	套	不锈钢外门锁扣	C	尺寸/孔距缺失，会影响锁扣SKU区分
焊条	品牌：大西洋；牌号：422；直径：2.5		焊接材料/焊条	箱	大西洋422型2.5焊条	C	每箱重量/执行标准缺失，会影响焊条按箱采购的SKU区分
焊条	品牌：大西洋；牌号：422；直径：3.2		焊接材料/焊条	箱	大西洋422型3.2焊条	C	每箱重量/执行标准缺失，会影响焊条按箱采购的SKU区分
时间继电器	品牌：施耐德；类型：多功能时间继电器		电气/继电器	只	施耐德多功能时间继电器	C	电压/型号/时间范围缺失，会影响时间继电器SKU区分
一次性雨衣	特征：加厚；类型：一次性雨衣		劳保耗材/雨具	套	加厚一次性雨衣	C	尺码/厚度缺失，会影响一次性雨衣SKU区分
电箱刀闸推拉杆	适配：1级电箱刀闸；部件：推拉杆		电气/配电箱配件	只	1级电箱刀闸推拉杆	C	尺寸/适配刀闸型号缺失，会影响推拉杆SKU区分
内墙乳胶漆	品牌：立邦；系列：云净；特性：抗甲醛；用途：内墙；包装：5L		油漆涂料/乳胶漆	桶	立邦云净抗甲醛内墙乳胶漆5L	C	颜色/型号缺失，会影响乳胶漆SKU区分
刮板	类型：刮板		涂装工具/刮板	个	刮板	C	材质/尺寸缺失，会影响刮板SKU区分
门吸	材质：304不锈钢；类型：门柱吸/门吸		五金/门窗五金	付	304不锈钢门柱吸	C	安装方式/尺寸缺失，会影响门吸SKU区分
门锁	材质：铝合金；适配对象：断桥铝门；类型：门锁		五金/锁具	套	铝合金断桥铝门锁	C	锁体规格/执手方向缺失，会影响门锁SKU区分
羊毛刷	规格：4寸；材质：羊毛		涂装工具/刷子	把	羊毛刷4寸	A	
锰钢链条	材质：锰钢；规格：22mm		吊装索具/链条	米	锰钢链条22mm	C	等级/破断拉力缺失，会影响起重链条SKU区分
起重链条调节器	额定载荷：15T；类型：调节器		吊装索具/链条配件	个	起重链条调节器15T	C	材质/适配链条规格缺失，会影响链条调节器SKU区分
蝴蝶扣子母环	额定载荷：15T；类型：蝴蝶扣子母环		吊装索具/链条配件	个	蝴蝶扣子母环15T	C	材质/标准缺失，会影响蝴蝶扣子母环SKU区分
环形钢丝绳	定制：是；结构：环形；直径：40mm；长度：1.5m		定制件/吊装索具	个	订做环形钢丝绳40mm*1.5m	C	定制吊装件；安全载荷/压制方式缺失，会影响钢丝绳成品SKU区分
弓形卸扣	结构：美式弓形；强度：高强度；额定载荷：17T		吊装索具/卸扣	只	美式高强度弓形卸扣17T	C	材质/执行标准/销轴形式缺失，会影响卸扣SKU区分
手动液压叉车	品牌：诺力；类型：手动液压；额定载荷：2T		物流搬运/叉车	台	诺力手动液压叉车2T	C	货叉长度/升高高度缺失，会影响手动液压叉车SKU区分
垃圾桶	容量：120L		行政后勤/清洁用品	个	垃圾桶120L	C	材质/颜色缺失，会影响垃圾桶SKU区分
电流表	品牌：人民；型号：6L2；变比：600/5A		仪表/电气仪表	只	人民电流表6L2-600/5A	C	精度/安装尺寸缺失，会影响电流表SKU区分
电缆	品牌：起帆；规格：3*2.5		电气/电线电缆	米	起帆电缆3*2.5	C	电缆型号/电压等级缺失，会影响电缆SKU区分
电缆	品牌：起帆；规格：3*6+2*2.5		电气/电线电缆	米	起帆电缆3*6+2*2.5	C	电缆型号/护套材质缺失，会影响电缆SKU区分
浸胶手套	类型：浸胶手套		劳保耗材/手套	付	浸胶手套	C	材质/尺码/涂层类型缺失，无法稳定区分浸胶手套SKU
螺丝套件	强度等级：8.8；规格：M10*80；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M10*80螺丝带平 弹垫	C	材质/头型/是否含螺母缺失，会影响螺丝套件SKU区分
电线扎丝	用途：电线绑扎		电气耗材/绑扎耗材	卷	电线扎丝	C	材质/长度缺失，无法稳定区分电线扎丝SKU
泡沫棉双面胶	品牌：3M；宽度：10mm；基材：泡沫棉		胶带/工业胶带	卷	10mm宽泡沫棉双面胶3M	C	长度/型号缺失，会影响泡沫棉双面胶SKU区分
氧气乙炔管	介质：氧气+乙炔；类型：软管		焊接工具/气体软管	卷	氧气 乙炔管	C	内径/长度/压力等级缺失，会影响氧气乙炔管SKU区分
割枪	型号：100型；长度：长款		焊接工具/气割工具	把	割枪100型长款	C	适用气体/品牌缺失，会影响割枪SKU区分
三脚插头	品牌：公牛；极数：三脚；电压：220V；额定电流：10A		电气/插头插座	只	公牛三脚插头220V/10A	A	
氧气减压表	介质：氧气；类型：减压表		焊接工具/气体仪表	只	氧气减压表	C	量程/接口缺失，会影响氧气减压表SKU区分
乙炔减压表	介质：乙炔；类型：减压表		焊接工具/气体仪表	只	乙炔减压表	C	量程/接口缺失，会影响乙炔减压表SKU区分
除锈剂	品牌：WD40；容量：350mL		化工耗材/除锈润滑剂	瓶	WD40除锈剂350ML	B	型号/SDS未明，按品牌和容量先建候选
堵漏王	类型：堵漏王		建材/堵漏材料	袋	堵漏王	C	品牌/包装重量/性能缺失，无法稳定区分堵漏王SKU
镀锌外丝直接	表面：镀锌；连接：外丝；规格：3寸；类型：直接		管件/镀锌管件	只	镀锌外丝直接头3寸	C	材质/压力等级缺失，会影响镀锌外丝直接SKU区分
镀锌外丝直接	表面：镀锌；连接：外丝；规格：2寸；类型：直接		管件/镀锌管件	只	镀锌外丝直接头2寸；镀锌外丝直接2寸	C	材质/压力等级缺失，会影响镀锌外丝直接SKU区分
镀锌内丝直接	表面：镀锌；连接：内丝；规格：3寸；类型：直接		管件/镀锌管件	只	镀锌内丝直接头3寸	C	材质/压力等级缺失，会影响镀锌内丝直接SKU区分
镀锌内丝直接	表面：镀锌；连接：内丝；规格：2寸；类型：直接		管件/镀锌管件	只	镀锌内丝直接头2寸；镀锌内丝直接2寸	C	材质/压力等级缺失，会影响镀锌内丝直接SKU区分
不锈钢法兰蝶阀	材质：304；连接：法兰式；公称通径：DN150		阀门/蝶阀	只	304法兰式蝶阀DN150	C	压力等级/密封材质缺失，会影响蝶阀SKU区分
方木	截面：30*30；长度：3.6m		建筑材料/木材	根	方木30*30*3.6m	C	截面单位未明；木材材质/等级缺失，会影响方木SKU区分
锂电手电钻套装	品牌：东成；供电：锂电；配置：二电一充		电动工具/手电钻	台	东成锂电手电钻二电一充	C	电压/夹头规格/型号缺失，会影响手电钻套装SKU区分
焊工眼镜	用途：电焊防护		劳保耗材/眼面防护	付	电焊眼镜	C	遮光号缺失，无法稳定区分焊工眼镜SKU
镀锌平垫	表面：镀锌；规格：M8；类型：平垫		紧固件/垫圈	只	镀锌平垫m8	B	外径/厚度/执行标准缺失，按M8镀锌平垫先建候选
开口销	规格：M3*60；类型：开口销		紧固件/销	只	开口销m3*60	B	材质/执行标准缺失，按规格先建候选
加厚周转箱	特征：加厚；尺寸：570*420*155		容器/周转箱	个	加厚周转箱570*420*155	C	材质/颜色缺失，会影响周转箱SKU区分
对讲机	品牌：小米；代际：二代		通信设备/对讲机	部	小米二代对讲机	B	频段/型号缺失，按品牌和代际先建候选
沟槽式蝶阀	连接：沟槽式；公称通径：DN150		阀门/蝶阀	只	沟槽式蝶阀DN150	C	材质/压力等级缺失，会影响沟槽式蝶阀SKU区分
镀锌三通	表面：镀锌；规格：2寸；类型：三通		管件/镀锌管件	只	镀锌三通2寸	C	连接方式/材质缺失，会影响镀锌三通SKU区分
镀锌内丝弯头	表面：镀锌；连接：内丝；规格：2寸；类型：弯头		管件/镀锌管件	只	镀锌内丝弯头2寸	C	角度/压力等级缺失，会影响镀锌内丝弯头SKU区分
镀锌内丝弯头	表面：镀锌；连接：内丝；规格：3寸；类型：弯头		管件/镀锌管件	只	镀锌内丝弯头3寸	C	角度/压力等级缺失，会影响镀锌内丝弯头SKU区分
焊接变径接头	连接：焊接；规格：150/2寸；类型：变径接头		管件/焊接管件	只	焊接变径接头150/2寸	C	规格150的口径单位需确认；材质/压力等级缺失
焊接变径接头	连接：焊接；规格：150/3寸；类型：变径接头		管件/焊接管件	只	焊接变径接头150/3寸	C	规格150的口径单位需确认；材质/压力等级缺失
石笔	类型：石笔		焊接耗材/划线工具	盒	石笔	B	每盒数量/规格缺失，按盒装石笔先建候选
泥桶	用途：泥浆/砂浆		施工工具/桶具	个	泥桶	C	容量/材质缺失，无法稳定区分泥桶SKU
地线夹	额定电流：500A；类型：地线夹		焊接工具/焊机配件	把	500A地线夹	B	接线范围/材质缺失，按额定电流先建候选
密目安全网	类型：密目；尺寸：6m*1.2m		安全防护/防护网	张	密目安全网6m*1.2m	C	材质/阻燃等级/目数缺失，会影响密目安全网SKU区分
高压管总成	直径：Φ13；长度：50m；配置：两端接头		液压/高压管路	根	高压管带两端接头Φ13-50m	C	压力等级/接头形式缺失，会影响高压管总成SKU区分
透明胶带	颜色：透明		胶带/办公工业胶带	卷	透明胶带	C	宽度/长度/品牌缺失，无法稳定区分透明胶带SKU
带盖周转箱	特征：加厚；配置：带盖；尺寸：830*580*500		容器/周转箱	个	加厚周转箱带盖830*580*500	C	材质/颜色缺失，会影响周转箱SKU区分
建筑模板	颜色：红；尺寸：2.4m*1.22m；厚度：15mm		建筑材料/模板	张	红模板2.4m*1.22m*15mm	C	材质/周转次数缺失，会影响建筑模板SKU区分
彩钢板	尺寸：2.3m*1m		建筑材料/彩钢板	块	彩钢板2.3m*1m	C	厚度/颜色/镀层缺失，无法稳定区分彩钢板SKU
万向扣件	类型：万向扣件		建筑施工耗材/脚手架扣件	只	万向扣件	C	适配管径/材质缺失，无法稳定区分万向扣件SKU
十字扣件	类型：十字扣件		建筑施工耗材/脚手架扣件	只	十字扣件	C	适配管径/材质缺失，无法稳定区分十字扣件SKU
直接扣件	类型：直接扣件		建筑施工耗材/脚手架扣件	只	直接扣件	C	适配管径/材质缺失，无法稳定区分直接扣件SKU
软胶枪	品牌：世达；类型：软胶枪		工具/手动工具	把	世达软胶枪	C	适配胶筒容量/型号缺失，会影响软胶枪SKU区分
螺纹钢筋加工件	加工：是；直径：Φ20；长度：40cm		定制件/钢筋加工件	根	加工螺纹钢筋Φ20*40cm	C	定制加工件；材质/用途/图纸缺失
不锈钢外螺纹对接头	材质：不锈钢；连接：外螺纹；规格：4分		管件/不锈钢管件	只	不锈钢外螺纹对接头4分	C	材质牌号/压力等级缺失，会影响不锈钢管件SKU区分
不锈钢变径对丝	材质：不锈钢；连接：外螺纹；规格：6分变4分		管件/不锈钢管件	只	不锈钢外螺纹对丝变径6分变4分	C	材质牌号/压力等级缺失，会影响不锈钢管件SKU区分
不锈钢外螺纹对接头	材质：不锈钢；连接：外螺纹；规格：6分		管件/不锈钢管件	只	不锈钢外螺纹对接头6分	C	材质牌号/压力等级缺失，会影响不锈钢管件SKU区分
建筑模板	颜色：黑；尺寸：2.4m*1.22m；厚度：15mm		建筑材料/模板	张	黑模板2.4m*1.22m*15mm	C	材质/周转次数缺失，会影响建筑模板SKU区分
螺纹钢筋加工件	加工：是；直径：Φ20；长度：60cm		定制件/钢筋加工件	根	加工螺纹钢筋Φ20*60cm	C	定制加工件；材质/用途/图纸缺失
建筑模板	颜色：红；尺寸：2.4m*1.22m；厚度：15mm		建筑材料/模板	张	红模板2.4m*1.22m*15mm	C	原单位为块；同类模板建议统一为张，材质/周转次数缺失
活动扳手	品牌：世达；规格：12寸		工具/手动工具	把	世达活动扳手12寸	B	型号缺失，按品牌和尺寸先建候选
活动扳手	品牌：世达；规格：10寸		工具/手动工具	把	世达活动扳手10寸	B	型号缺失，按品牌和尺寸先建候选
不锈钢挂锁	材质：不锈钢；规格：40		五金/锁具	把	不锈钢挂锁40	B	锁梁规格/钥匙通开情况缺失，需后续确认
焊工眼镜	用途：电焊防护；颜色：白色/灰色		劳保耗材/眼面防护	付	电焊眼镜白色 灰色	C	颜色白色/灰色按原描述保留；遮光号/款式缺失
钢卷尺	品牌：得力；长度：3m		工具/测量工具	把	得力钢卷尺3m	B	尺带宽度/精度缺失，按品牌和长度先建候选
钢卷尺	品牌：得力；长度：5m		工具/测量工具	把	得力钢卷尺5m	B	尺带宽度/精度缺失，按品牌和长度先建候选
钢卷尺	品牌：得力；长度：7.5m		工具/测量工具	把	得力钢卷尺7.5m	B	尺带宽度/精度缺失，按品牌和长度先建候选
钢卷尺	品牌：得力；长度：10m		工具/测量工具	把	得力钢卷尺10m	B	尺带宽度/精度缺失，按品牌和长度先建候选
焊罩镜片	适配：焊罩；颜色：白/黑		劳保耗材/眼面防护	盒	焊罩镜片 白 黑	C	颜色白/黑按原描述保留；遮光号/每盒数量缺失
加厚周转箱	特征：加厚；尺寸：600*400*150		容器/周转箱	个	加厚周转箱600*400*150	C	材质/颜色缺失，会影响周转箱SKU区分
钻头	品牌：博世；柄型：二坑三槽；直径：Φ20；长度：280		工具/钻头	支	博世二坑三槽钻头Φ20*280	C	钻头材质/适配设备缺失，会影响钻头SKU区分
钻头	品牌：博世；柄型：二坑三槽；直径：Φ22；长度：280		工具/钻头	支	博世二坑三槽钻头Φ22*280	C	钻头材质/适配设备缺失，会影响钻头SKU区分
碳刷	规格：900#		电动工具/电机配件	副	碳刷900#	C	尺寸/适配电机缺失，无法稳定区分碳刷SKU
碳刷	规格：43#		电动工具/电机配件	副	碳刷43#	C	尺寸/适配电机缺失，无法稳定区分碳刷SKU
膨胀止水条	类型：膨胀止水条；规格：5mm*30mm		建材/防水材料	米	膨胀止水条5mm*30mm	C	材质/膨胀率缺失，会影响膨胀止水条SKU区分
尼龙扎带	材质：尼龙；规格：8*300		电气耗材/扎带	包	扎带8*300	C	每包数量缺失，会影响扎带按包采购的SKU区分
不锈钢烟灰桶	材质：304不锈钢；类型：烟灰桶		行政后勤/清洁用品	个	304不锈钢烟灰桶	C	容量/尺寸缺失，会影响烟灰桶SKU区分
插线板	品牌：公牛；结构：双排；线长：3m		电气/插排	只	公牛双排插板3m	C	插位数/额定电流缺失，会影响插线板SKU区分
火钳	类型：火钳		工具/夹持工具	把	火钳	C	长度/材质缺失，无法稳定区分火钳SKU
铜接线端子	材质：铜；适配线径：185平方		电气/接线端子	只	铜接头185平方	C	孔径/端子类型缺失，会影响铜接线端子SKU区分
高压防水自粘带	品牌：3M；特性：高压防水；类型：自粘带		电气耗材/绝缘胶带	卷	3M高压防水自粘带	C	宽度/长度/型号缺失，会影响自粘带SKU区分
接地桩	用途：接地；规格：M16*1m		电气/接地材料	根	接地桩M16*1m	C	材质/镀层缺失，会影响接地桩SKU区分
镀锌螺丝套件	表面：镀锌；规格：M12*30		紧固件/螺丝套件	套	镀锌螺丝M12*30	C	套件内容/强度等级缺失，会影响螺丝套件SKU区分
接地线	品牌：起帆；用途：接地；截面积：16平方；颜色：双色		电气/电线电缆	米	起帆双色接地线16平方	C	电线型号/具体颜色缺失，会影响接地线SKU区分
绝缘电阻表	品牌：人民；测试电压：500V；量程：500兆欧		仪表/电气仪表	只	人民摇表500V-500兆欧	C	精度/型号缺失，会影响绝缘电阻表SKU区分
洗洁精	包装：2KG		清洁耗材/清洁剂	桶	洗洁精2KG	C	品牌/用途缺失，会影响洗洁精SKU区分
气动油	品牌：卡仕顿；等级：特级；容量：250mL		油品/润滑油	瓶	卡仕顿特级气动油250mL	C	粘度等级/型号缺失，会影响气动油SKU区分
时控开关	品牌：施耐德；电压：220V；额定电流：10A		电气/低压电器	只	施耐德时控开关220V/10A	C	型号/程序功能缺失，会影响时控开关SKU区分
绝缘橡胶板	特性：绝缘；厚度：3mm		绝缘材料/橡胶板	KG	绝缘橡胶板3mm	C	耐压等级/幅宽长度缺失；按KG采购需确认
插座	型号：DKJ35-50；颜色：黑色		电气/插头插座	只	DKJ35-50黑色插座	B	额定电流/接口类型未明，按型号和颜色先建候选
工字钢	规格：16#		钢材/型钢	米	工字钢16#	C	材质/执行标准缺失，会影响工字钢SKU区分
交流接触器	品牌：人民；系列/型号：CJX2-1810		电气/低压电器	只	人民交流接触器CJX2-1810	C	线圈电压缺失，会影响交流接触器SKU区分
冷压线鼻端子	类型：OT；规格：2.5-4		电气/接线端子	包	冷压线鼻端子OT2.5-4	C	材质/每包数量缺失，会影响冷压端子按包采购的SKU区分
冷压线鼻端子	类型：OT；规格：4-6		电气/接线端子	包	冷压线鼻端子OT4-6	C	材质/每包数量缺失，会影响冷压端子按包采购的SKU区分
冷压线鼻端子	类型：OT；规格：6-8		电气/接线端子	包	冷压线鼻端子OT6-8	C	材质/每包数量缺失，会影响冷压端子按包采购的SKU区分
剥线钳	类型：多功能剥线钳		工具/电工工具	把	多功能剥线钳	C	剥线范围/品牌缺失，会影响剥线钳SKU区分
感应电笔	类型：感应电笔		工具/电工工具	支	感应电笔	C	测量范围/品牌缺失，会影响感应电笔SKU区分
钳形电流表	精度描述：高精度；量程：1000A		仪表/电气仪表	个	高精度钳流表1000A	C	品牌/精度等级/交直流类型缺失，会影响钳形电流表SKU区分
电工包	材质：帆布；用途：电工		工具/工具包	个	帆布电工包	C	尺寸/格数缺失，会影响电工包SKU区分
三叉套筒扳手	类型：三叉套筒；规格：14-17-19		工具/手动工具	把	三叉套筒扳手14-17-19	B	材质/品牌缺失，按三叉规格先建候选
三叉套筒扳手	类型：三叉套筒；规格：13-16-18		工具/手动工具	把	三叉套筒扳手13-16-18	B	材质/品牌缺失，按三叉规格先建候选
三叉套筒扳手	类型：三叉套筒；规格：10-12-14		工具/手动工具	把	三叉套筒扳手10-12-14	B	材质/品牌缺失，按三叉规格先建候选
T型套筒扳手套装	类型：T型套筒；规格范围：8-19；件数：6件		工具/手动工具	套	T型套筒扳手8-19/6件套装	B	材质/品牌缺失，按规格范围和件数先建候选
绝缘十字螺丝刀	头型：十字；规格：4*100；特性：绝缘		工具/电工工具	把	绝缘十字螺丝刀4*100	C	绝缘耐压等级/品牌缺失，会影响绝缘螺丝刀SKU区分
绝缘十字螺丝刀	头型：十字；规格：5*125；特性：绝缘		工具/电工工具	把	绝缘十字螺丝刀5*125	C	绝缘耐压等级/品牌缺失，会影响绝缘螺丝刀SKU区分
绝缘一字螺丝刀	头型：一字；规格：3*75；特性：绝缘		工具/电工工具	把	绝缘一字螺丝刀3*75	C	绝缘耐压等级/品牌缺失，会影响绝缘螺丝刀SKU区分
插座	型号：DKJ35-50；颜色：红色		电气/插头插座	只	DKJ35-50红色插座	C	额定电流/接口类型缺失，会影响插座SKU区分
