"raw_name","proposed_item_code","standard_name","item_group","specs","unit"
"80#砂纸","REVIEW-MAT-01789","砂纸","磨具磨料/砂纸","粒度: 80#","张"
"世达十字批头套装","REVIEW-MAT-01790","十字批头套装","工具/手动工具","品牌: 世达；类型: 十字批头；配置: 套装","套"
"吊带5T*6m","REVIEW-MAT-01791","吊装带","吊装索具/吊带","额定载荷: 5T；长度: 6m","根"
"吊带5T*3m","REVIEW-MAT-01792","吊装带","吊装索具/吊带","额定载荷: 5T；长度: 3m","根"
"扎带10*400","REVIEW-MAT-01793","尼龙扎带","电气耗材/扎带","规格: 10*400","包"
"500型5米线带焊枪","REVIEW-MAT-01794","焊枪线缆套装","焊接工具/焊枪配件","型号: 500型；线长: 5米；包含: 焊枪","套"
"卸扣25T","REVIEW-MAT-01795","卸扣","吊装索具/卸扣","额定载荷: 25T","只"
"卸扣10T","REVIEW-MAT-01796","卸扣","吊装索具/卸扣","额定载荷: 10T","只"
"卸扣8T","REVIEW-MAT-01797","卸扣","吊装索具/卸扣","额定载荷: 8T","只"
"卸扣2T","REVIEW-MAT-01798","卸扣","吊装索具/卸扣","额定载荷: 2T","只"
"卸扣17T","REVIEW-MAT-01799","卸扣","吊装索具/卸扣","额定载荷: 17T","只"
"公元PVCΦ75管","REVIEW-MAT-01800","PVC管","管材/PVC管","品牌: 公元；材质: PVC；直径: Φ75","米"
"公元PVCΦ110管","REVIEW-MAT-01801","PVC管","管材/PVC管","品牌: 公元；材质: PVC；直径: Φ110","米"
"公元PVCΦ110直接","REVIEW-MAT-01802","PVC直接","管件/PVC管件","品牌: 公元；材质: PVC；直径: Φ110；类型: 直接","只"
"公元PVCΦ75直接","REVIEW-MAT-01803","PVC直接","管件/PVC管件","品牌: 公元；材质: PVC；直径: Φ75；类型: 直接","只"
"网线对接头","REVIEW-MAT-01804","网线对接头","弱电安防/网络配件","类型: 网线对接头","只"
"30米网线带两端插头","REVIEW-MAT-01805","网线成品线","弱电安防/网络线缆","长度: 30米；配置: 两端插头","根"
"100A铜鼻子","REVIEW-MAT-01806","铜接线端子","电气/接线端子","材质: 铜；规格: 100A；俗称: 铜鼻子","只"
"40不锈钢挂锁","REVIEW-MAT-01807","不锈钢挂锁","五金/锁具","规格: 40；材质: 不锈钢","把"
"万向车轮","REVIEW-MAT-01808","万向脚轮","物流搬运/脚轮","类型: 万向车轮","只"
"插销300","REVIEW-MAT-01809","插销","五金/门窗五金","规格: 300；类型: 插销","套"
"博世五坑钻头Φ40*1米","REVIEW-MAT-01810","五坑钻头","工具/钻头","品牌: 博世；柄型: 五坑；直径: Φ40；长度: 1米","根"
"格力1级能效空调","REVIEW-MAT-01811","空调","行政后勤/空调设备","品牌: 格力；能效等级: 1级","台"
"加厚货架2m*2m*0.6m","REVIEW-MAT-01812","加厚货架","仓储设备/货架","特征: 加厚；尺寸: 2m*2m*0.6m","套"
"25变20内丝直接","REVIEW-MAT-01813","变径内丝直接","管件/管路接头","规格: 25变20；连接: 内丝；类型: 直接","只"
"M20不锈钢防松螺帽","REVIEW-MAT-01814","不锈钢防松螺母","紧固件/螺母","规格: M20；材质: 不锈钢；类型: 防松螺帽","只"
"不锈钢户外箱500*600*200","REVIEW-MAT-01815","不锈钢户外箱","电气/配电箱壳体","材质: 不锈钢；环境: 户外；尺寸: 500*600*200","个"
"德力西漏保4P/63A","REVIEW-MAT-01816","漏电保护器","电气/低压电器","品牌: 德力西；极数: 4P；额定电流: 63A","只"
"德力西漏保2P/16A","REVIEW-MAT-01817","漏电保护器","电气/低压电器","品牌: 德力西；极数: 2P；额定电流: 16A","只"
"德力西时控开关","REVIEW-MAT-01818","时控开关","电气/低压电器","品牌: 德力西；类型: 时控开关","只"
"施耐德cjx2-220V接触器","REVIEW-MAT-01819","交流接触器","电气/低压电器","品牌: 施耐德；系列: CJX2；线圈电压: 220V","只"
"接线端子UK5N","REVIEW-MAT-01820","接线端子","电气/接线端子","型号: UK5N","只"
"喷火枪","REVIEW-MAT-01821","喷火枪","工具/燃气工具","类型: 喷火枪","把"
"不锈钢锁扣","REVIEW-MAT-01822","不锈钢锁扣","五金/锁具配件","材质: 不锈钢；类型: 锁扣","套"
"不锈钢挂锁","REVIEW-MAT-01823","不锈钢挂锁","五金/锁具","材质: 不锈钢；类型: 挂锁","把"
"槽钢6#","REVIEW-MAT-01824","槽钢","钢材/型钢","规格: 6#","米"
"加工方柱70mm*70mm*1m","REVIEW-MAT-01825","方柱加工件","定制件/金属加工件","加工: 是；截面: 70mm*70mm；长度: 1m","根"
"加工方柱70mm*70mm*0.3m","REVIEW-MAT-01826","方柱加工件","定制件/金属加工件","加工: 是；截面: 70mm*70mm；长度: 0.3m","根"
"明装航空插头插座3芯/16A","REVIEW-MAT-01827","航空插头插座套装","电气/插头插座","安装: 明装；芯数: 3芯；额定电流: 16A","套"
"德力西漏保开关2P/25A","REVIEW-MAT-01828","漏电保护器","电气/低压电器","品牌: 德力西；极数: 2P；额定电流: 25A","只"
"德力西断路器2P/10A","REVIEW-MAT-01829","断路器","电气/低压电器","品牌: 德力西；极数: 2P；额定电流: 10A","只"
"电柜风扇防雨罩组合380V","REVIEW-MAT-01830","电柜风扇防雨罩组合","电气/配电柜散热","用途: 电柜；包含: 风扇+防雨罩；电压: 380V","个"
"电柜风扇温控开关蓝色","REVIEW-MAT-01831","温控开关","电气/温控元件","用途: 电柜风扇；颜色: 蓝色；类型: 温控开关","只"
"设备按钮标示贴","REVIEW-MAT-01832","设备按钮标识贴","标签耗材/设备标识","用途: 设备按钮；类型: 标识贴","件"
"导流罩QJB-4/6","REVIEW-MAT-01833","导流罩","设备备件/搅拌机配件","适配型号: QJB-4/6；部件: 导流罩","只"
"叶轮QJB-4/6","REVIEW-MAT-01834","叶轮","设备备件/搅拌机配件","适配型号: QJB-4/6；部件: 叶轮","个"
"叶轮QJB-2/8","REVIEW-MAT-01835","叶轮","设备备件/搅拌机配件","适配型号: QJB-2/8；部件: 叶轮","个"
"12.9级全芽螺杆m30*1m","REVIEW-MAT-01836","高强度全螺纹螺杆","紧固件/螺杆","强度等级: 12.9；规格: M30*1m；原始: 全芽","根"
"12.9级螺母M30","REVIEW-MAT-01837","高强度螺母","紧固件/螺母","强度等级: 12.9；规格: M30","只"
"20#B型槽钢","REVIEW-MAT-01838","B型槽钢","钢材/型钢","规格: 20#B","米"
"16#B型槽钢","REVIEW-MAT-01839","B型槽钢","钢材/型钢","规格: 16#B","米"
"方钢卡扣式双层床","REVIEW-MAT-01840","双层床","行政后勤/生活用品","材质: 方钢；结构: 卡扣式；类型: 双层床","套"
"方钢卡扣双层床","REVIEW-MAT-01840","双层床","行政后勤/生活用品","材质: 方钢；结构: 卡扣式；类型: 双层床","套"
"叶轮QJB-5/8","REVIEW-MAT-01841","叶轮","设备备件/搅拌机配件","适配型号: QJB-5/8；部件: 叶轮","个"
"加工40角铁1.5米长","REVIEW-MAT-01842","角钢加工件","定制件/金属加工件","加工: 是；规格: 40角铁；长度: 1.5米","根"
"黄绿色接线端子UK5N","REVIEW-MAT-01843","接线端子","电气/接线端子","型号: UK5N；颜色: 黄绿色","只"
"南孚电池5号","REVIEW-MAT-01844","5号电池","电气/电池","品牌: 南孚；规格: 5号","节"
"强光手电筒","REVIEW-MAT-01845","强光手电筒","工具/照明工具","类型: 强光手电筒","只"
"合金钢机密封109-35","REVIEW-MAT-01846","机械密封","密封件/机械密封","材质: 合金钢；型号: 109-35；原始: 机密封","套"
"12.9级m30*250全芽螺丝","REVIEW-MAT-01847","高强度全螺纹螺丝","紧固件/螺丝","强度等级: 12.9；规格: M30*250；原始: 全芽","套"
"户外防水网线接头连接器","REVIEW-MAT-01848","防水网线连接器","弱电安防/网络配件","环境: 户外；特性: 防水；类型: 网线接头连接器","套"
"莱赛激光红外水平仪","REVIEW-MAT-01849","激光水平仪","工具/测量工具","品牌: 莱赛；类型: 激光红外水平仪","套"
"电焊机接线夹","REVIEW-MAT-01850","电焊机接线夹","焊接工具/焊机配件","适配: 电焊机；部件: 接线夹","个"
"电动油脂泵6L-3出口带时控器","REVIEW-MAT-01851","电动油脂泵","润滑设备/油脂泵","容量: 6L；出口数: 3出口；配置: 带时控器","台"
"泥浆泵活塞BW-250","REVIEW-MAT-01852","泥浆泵活塞","设备备件/泥浆泵配件","适配型号: BW-250；部件: 活塞","只"
"泥浆泵活塞BW-150","REVIEW-MAT-01853","泥浆泵活塞","设备备件/泥浆泵配件","适配型号: BW-150；部件: 活塞","只"
"电柜散热风机","REVIEW-MAT-01854","电柜散热风机","电气/配电柜散热","用途: 电柜散热；类型: 风机","只"
"水下连接器四电二光","REVIEW-MAT-01855","水下连接器","电气/水下连接器","环境: 水下；结构: 四电二光","套"
"水下连接器堵头","REVIEW-MAT-01856","水下连接器堵头","电气/水下连接器","适配: 水下连接器；类型: 堵头","套"
"双电源转换器220V-2P-20A","REVIEW-MAT-01857","双电源转换器","电气/低压电器","电压: 220V；极数: 2P；电流: 20A","只"
"光纤交换机二光四电","REVIEW-MAT-01858","光纤交换机","弱电安防/网络设备","端口: 二光四电","台"
"变焦摄像头","REVIEW-MAT-01859","变焦摄像头","弱电安防/监控设备","功能: 变焦","个"
"双电源转换器24V","REVIEW-MAT-01860","双电源转换器","电气/低压电器","电压: 24V","只"
"德力西漏保开关2P/20A","REVIEW-MAT-01861","漏电保护器","电气/低压电器","品牌: 德力西；极数: 2P；额定电流: 20A","只"
"棉口罩","REVIEW-MAT-01862","棉口罩","劳保耗材/呼吸防护","材质: 棉；类型: 口罩","只"
"护目眼镜","REVIEW-MAT-01863","护目镜","劳保耗材/眼面防护","类型: 护目眼镜","付"
"焊工手套","REVIEW-MAT-01864","焊工手套","劳保耗材/手套","用途: 焊工防护","付"
"金属电缆防水接头M50*1.5","REVIEW-MAT-01865","金属电缆防水接头","电气/电缆接头","材质: 金属；螺纹: M50*1.5；特性: 防水","只"
"宝塔钻头开孔器4-52","REVIEW-MAT-01866","宝塔钻头开孔器","工具/钻头","类型: 宝塔钻头/开孔器；范围: 4-52","套"
"WD40除锈剂500ML","REVIEW-MAT-01867","除锈剂","化工耗材/除锈润滑剂","品牌: WD40；容量: 500mL","瓶"
"碳弧气刨枪带2米线","REVIEW-MAT-01868","碳弧气刨枪套装","焊接工具/气刨工具","类型: 碳弧气刨枪；线长: 2米","套"
"碳棒8mm","REVIEW-MAT-01869","碳棒","焊接材料/气刨耗材","直径: 8mm","盒"
"一次性雨衣","REVIEW-MAT-01870","一次性雨衣","劳保耗材/雨具","类型: 一次性雨衣","套"
"立邦金属漆18KG","REVIEW-MAT-01871","金属漆","油漆涂料/金属漆","品牌: 立邦；包装: 18KG；用途: 金属","桶"
"羊毛漆刷大号","REVIEW-MAT-01872","羊毛漆刷","涂装工具/刷子","材质: 羊毛；规格: 大号；用途: 涂漆","支"
"滚桶刷","REVIEW-MAT-01873","滚筒刷","涂装工具/滚筒","原始: 滚桶刷；用途: 涂装","只"
"水封VS-75","REVIEW-MAT-01874","水封","密封件/水封","型号: VS-75","只"
"高温黄油16KG","REVIEW-MAT-01875","高温润滑脂","油品/润滑脂","类型: 高温黄油；包装: 16KG","桶"
"定制电箱700*300*220","REVIEW-MAT-01876","定制电箱","定制件/配电箱","定制: 是；尺寸: 700*300*220","只"
"不锈钢户外箱400*400*250","REVIEW-MAT-01877","不锈钢户外箱","电气/配电箱壳体","材质: 不锈钢；环境: 户外；尺寸: 400*400*250","只"
"不锈钢内外门电柜1000*650*450","REVIEW-MAT-01878","不锈钢内外门电柜","电气/配电柜壳体","材质: 不锈钢；结构: 内外门；尺寸: 1000*650*450","只"
"不锈钢内外门电箱350*250*200","REVIEW-MAT-01879","不锈钢内外门电箱","电气/配电箱壳体","材质: 不锈钢；结构: 内外门；尺寸: 350*250*200","只"
"陶喜除锈剂450mL","REVIEW-MAT-01880","除锈剂","化工耗材/除锈润滑剂","品牌: 陶喜；容量: 450mL","瓶"
"头盔式面罩","REVIEW-MAT-01881","头盔式面罩","劳保耗材/眼面防护","类型: 头盔式面罩","只"
"红色油性记号笔","REVIEW-MAT-01882","油性记号笔","办公用品/书写工具","颜色: 红色；类型: 油性","支"
"世达管钳14寸","REVIEW-MAT-01883","管钳","工具/手动工具","品牌: 世达；规格: 14寸","把"
"消防铲","REVIEW-MAT-01884","消防铲","安全消防/消防工具","类型: 消防铲","把"
"指示灯M22 红+绿","REVIEW-MAT-01885","指示灯","电气/按钮指示元件","安装孔径: M22；颜色: 红+绿","只"
"施耐德调速电位器5K","REVIEW-MAT-01886","调速电位器","电气/按钮指示元件","品牌: 施耐德；阻值: 5K；用途: 调速","只"
"按钮开关红+绿","REVIEW-MAT-01887","按钮开关","电气/按钮指示元件","颜色: 红+绿；类型: 按钮开关","只"
"按钮转换开关","REVIEW-MAT-01888","转换开关","电气/按钮指示元件","类型: 按钮转换开关","只"
"施耐德继电器带底座220V/5A","REVIEW-MAT-01889","继电器套装","电气/继电器","品牌: 施耐德；电压: 220V；电流: 5A；配置: 带底座","套"
"纯铜黄油咀M10","REVIEW-MAT-01890","黄油嘴","设备润滑/黄油嘴","材质: 纯铜；规格: M10","只"
"锐锋刀片","REVIEW-MAT-01891","刀片","工具/刀片","品牌: 锐锋；类型: 刀片","盒"
"三和液态密封胶","REVIEW-MAT-01892","液态密封胶","胶粘剂/密封胶","品牌: 三和；类型: 液态密封胶","支"
"牛筋带盖方桶6L","REVIEW-MAT-01893","带盖方桶","容器/塑料桶","材质: 牛筋；容量: 6L；配置: 带盖","个"
"天逸电位器LA42D-5K","REVIEW-MAT-01894","电位器","电气/按钮指示元件","品牌: 天逸；型号: LA42D；阻值: 5K","只"
"得力老虎钳","REVIEW-MAT-01895","老虎钳","工具/手动工具","品牌: 得力；类型: 老虎钳","把"
"得力尖嘴钳","REVIEW-MAT-01896","尖嘴钳","工具/手动工具","品牌: 得力；类型: 尖嘴钳","把"
"一字螺丝刀","REVIEW-MAT-01897","一字螺丝刀","工具/手动工具","类型: 一字","把"
"十字螺丝刀","REVIEW-MAT-01898","十字螺丝刀","工具/手动工具","类型: 十字","把"
"管型接线端子2.5平方","REVIEW-MAT-01899","管型接线端子","电气/接线端子","类型: 管型；适配线径: 2.5平方","包"
"黑色垃圾袋1.2米*1.4米","REVIEW-MAT-01900","垃圾袋","行政后勤/清洁用品","颜色: 黑色；尺寸: 1.2米*1.4米","条"
"行车吊钩保险扣20T","REVIEW-MAT-01901","吊钩保险扣","吊装索具/吊钩配件","适配: 行车吊钩；额定载荷: 20T；部件: 保险扣","个"
"行车吊钩保险扣16T","REVIEW-MAT-01902","吊钩保险扣","吊装索具/吊钩配件","适配: 行车吊钩；额定载荷: 16T；部件: 保险扣","个"
"不锈钢单向阀1寸","REVIEW-MAT-01903","不锈钢单向阀","阀门/单向阀","材质: 不锈钢；规格: 1寸；类型: 单向阀","只"
"阻燃挤塑板2.2m*0.6m*0.1m*116块","REVIEW-MAT-01904","阻燃挤塑板","保温材料/挤塑板","特性: 阻燃；尺寸: 2.2m*0.6m*0.1m；数量描述: 116块","平方"
"阻燃挤塑板2.2m*0.6m*0.05m*64块","REVIEW-MAT-01905","阻燃挤塑板","保温材料/挤塑板","特性: 阻燃；尺寸: 2.2m*0.6m*0.05m；数量描述: 64块","平方"
"公牛明装开关底盒底座","REVIEW-MAT-01906","明装开关底盒","电气/开关插座辅材","品牌: 公牛；安装: 明装；部件: 底盒底座","套"
"透明硅晶板0.8m*0.45m*0.05m","REVIEW-MAT-01907","透明硅晶板","板材/硅晶板","颜色: 透明；尺寸: 0.8m*0.45m*0.05m","块"
"白色墙纸3m*0.325m","REVIEW-MAT-01908","墙纸","建筑装饰材料/墙纸","颜色: 白色；尺寸: 3m*0.325m","块"
"多层实木板2.44m*1.22m*0.018m","REVIEW-MAT-01909","多层实木板","木材板材/实木板","材质: 多层实木；尺寸: 2.44m*1.22m*0.018m","张"
"油漆滚筒","REVIEW-MAT-01910","油漆滚筒","涂装工具/滚筒","用途: 油漆","包"
"滚筒柄","REVIEW-MAT-01911","滚筒柄","涂装工具/滚筒配件","部件: 滚筒柄","把"
"不锈钢钻头3.2mm","REVIEW-MAT-01912","不锈钢钻头","工具/钻头","用途/材质: 不锈钢；直径: 3.2mm","支"
"合金钢镀锌板剪刀20寸","REVIEW-MAT-01913","镀锌板剪刀","工具/剪切工具","材质: 合金钢；用途: 镀锌板；规格: 20寸","把"
"不锈钢铣刀钻头4mm","REVIEW-MAT-01914","铣刀钻头","工具/钻铣刀具","用途/材质: 不锈钢；直径: 4mm","支"
"不锈钢铣刀钻头10mm","REVIEW-MAT-01915","铣刀钻头","工具/钻铣刀具","用途/材质: 不锈钢；直径: 10mm","支"
"管型接线端子4平方","REVIEW-MAT-01916","管型接线端子","电气/接线端子","类型: 管型；适配线径: 4平方","包"
"切割片Φ355","REVIEW-MAT-01917","切割片","磨具磨料/切割片","直径: Φ355","片"
"铁柄钢丝刷","REVIEW-MAT-01918","钢丝刷","涂装工具/刷子","柄材质: 铁柄；类型: 钢丝刷","个"
"不锈钢钻头6mm","REVIEW-MAT-01919","不锈钢钻头","工具/钻头","用途/材质: 不锈钢；直径: 6mm","支"
"不锈钢钻头4mm","REVIEW-MAT-01920","不锈钢钻头","工具/钻头","用途/材质: 不锈钢；直径: 4mm","支"
"电钻夹头钥匙","REVIEW-MAT-01921","电钻夹头钥匙","电动工具/电钻配件","适配: 电钻夹头；部件: 钥匙","把"
"立邦防水乳胶漆18KG","REVIEW-MAT-01922","防水乳胶漆","油漆涂料/乳胶漆","品牌: 立邦；特性: 防水；包装: 18KG","桶"
"加工四氟垫片Φ450*440*2","REVIEW-MAT-01923","四氟垫片","定制件/密封垫片","加工: 是；材质: 四氟；规格: Φ450*440*2","件"
"立邦白色防水乳胶漆18KG","REVIEW-MAT-01924","防水乳胶漆","油漆涂料/乳胶漆","品牌: 立邦；颜色: 白色；特性: 防水；包装: 18KG","桶"
"大号滚筒","REVIEW-MAT-01925","油漆滚筒","涂装工具/滚筒","规格: 大号","个"
"大滚筒","REVIEW-MAT-01925","油漆滚筒","涂装工具/滚筒","规格: 大号","个"
"中号滚筒","REVIEW-MAT-01926","油漆滚筒","涂装工具/滚筒","规格: 中号","个"
"得力一字螺丝刀","REVIEW-MAT-01927","一字螺丝刀","工具/手动工具","品牌: 得力；类型: 一字","把"
"公元UPVCΦ25饮水管","REVIEW-MAT-01928","UPVC饮水管","管材/UPVC给水管","品牌: 公元；材质: UPVC；用途: 饮水；直径: Φ25","米"
"公元UPVCΦ25Y型三通","REVIEW-MAT-01929","UPVC Y型三通","管件/UPVC给水管件","品牌: 公元；材质: UPVC；直径: Φ25；类型: Y型三通","只"
"公元UPVCΦ25三通","REVIEW-MAT-01930","UPVC三通","管件/UPVC给水管件","品牌: 公元；材质: UPVC；直径: Φ25；类型: 三通","只"
"公元UPVCΦ25弯头90度","REVIEW-MAT-01931","UPVC弯头","管件/UPVC给水管件","品牌: 公元；材质: UPVC；直径: Φ25；角度: 90度","只"
"公元UPVCΦ25弯头45度","REVIEW-MAT-01932","UPVC弯头","管件/UPVC给水管件","品牌: 公元；材质: UPVC；直径: Φ25；角度: 45度","只"
"公元UPVCΦ25直接头","REVIEW-MAT-01933","UPVC直接","管件/UPVC给水管件","品牌: 公元；材质: UPVC；直径: Φ25；类型: 直接","只"
"不锈钢合页","REVIEW-MAT-01934","不锈钢合页","五金/门窗五金","材质: 不锈钢；类型: 合页","付"
"万向轮带刹车","REVIEW-MAT-01935","带刹车万向脚轮","物流搬运/脚轮","类型: 万向轮；配置: 带刹车","只"
"不锈钢门插销","REVIEW-MAT-01936","不锈钢门插销","五金/门窗五金","材质: 不锈钢；用途: 门；类型: 插销","套"
"不锈钢外门锁扣","REVIEW-MAT-01937","不锈钢锁扣","五金/锁具配件","材质: 不锈钢；用途: 外门；类型: 锁扣","套"
"大西洋422型2.5焊条","REVIEW-MAT-01938","焊条","焊接材料/焊条","品牌: 大西洋；牌号: 422；直径: 2.5","箱"
"大西洋422型3.2焊条","REVIEW-MAT-01939","焊条","焊接材料/焊条","品牌: 大西洋；牌号: 422；直径: 3.2","箱"
"施耐德多功能时间继电器","REVIEW-MAT-01940","时间继电器","电气/继电器","品牌: 施耐德；类型: 多功能时间继电器","只"
"加厚一次性雨衣","REVIEW-MAT-01941","一次性雨衣","劳保耗材/雨具","特征: 加厚；类型: 一次性雨衣","套"
"1级电箱刀闸推拉杆","REVIEW-MAT-01942","电箱刀闸推拉杆","电气/配电箱配件","适配: 1级电箱刀闸；部件: 推拉杆","只"
"立邦云净抗甲醛内墙乳胶漆5L","REVIEW-MAT-01943","内墙乳胶漆","油漆涂料/乳胶漆","品牌: 立邦；系列: 云净；特性: 抗甲醛；用途: 内墙；包装: 5L","桶"
"刮板","REVIEW-MAT-01944","刮板","涂装工具/刮板","类型: 刮板","个"
"304不锈钢门柱吸","REVIEW-MAT-01945","不锈钢门吸","五金/门窗五金","材质: 304不锈钢；类型: 门柱吸/门吸","付"
"铝合金断桥铝门锁","REVIEW-MAT-01946","断桥铝门锁","五金/锁具","材质: 铝合金；适配: 断桥铝门；类型: 门锁","套"
"羊毛刷4寸","REVIEW-MAT-01947","羊毛刷","涂装工具/刷子","规格: 4寸；材质: 羊毛","把"
"锰钢链条22mm","REVIEW-MAT-01948","锰钢链条","吊装索具/链条","材质: 锰钢；规格: 22mm","米"
"起重链条调节器15T","REVIEW-MAT-01949","起重链条调节器","吊装索具/链条配件","额定载荷: 15T；类型: 调节器","个"
"蝴蝶扣子母环15T","REVIEW-MAT-01950","蝴蝶扣子母环","吊装索具/链条配件","额定载荷: 15T；类型: 蝴蝶扣子母环","个"
"订做环形钢丝绳40mm*1.5m","REVIEW-MAT-01951","环形钢丝绳","定制件/吊装索具","定制: 是；结构: 环形；直径: 40mm；长度: 1.5m","个"
"美式高强度弓形卸扣17T","REVIEW-MAT-01952","弓形卸扣","吊装索具/卸扣","结构: 美式弓形；强度: 高强度；额定载荷: 17T","只"
"诺力手动液压叉车2T","REVIEW-MAT-01953","手动液压叉车","物流搬运/叉车","品牌: 诺力；类型: 手动液压；额定载荷: 2T","台"
"垃圾桶120L","REVIEW-MAT-01954","垃圾桶","行政后勤/清洁用品","容量: 120L","个"
"人民电流表6L2-600/5A","REVIEW-MAT-01955","电流表","仪表/电气仪表","品牌: 人民；型号: 6L2；变比: 600/5A","只"
"起帆电缆3*2.5","REVIEW-MAT-01956","电缆","电气/电线电缆","品牌: 起帆；规格: 3*2.5","米"
"起帆电缆3*6+2*2.5","REVIEW-MAT-01957","电缆","电气/电线电缆","品牌: 起帆；规格: 3*6+2*2.5","米"
"浸胶手套","REVIEW-MAT-01958","浸胶手套","劳保耗材/手套","类型: 浸胶手套","付"
"8.8级M10*80螺丝带平 弹垫","REVIEW-MAT-01959","螺丝套件","紧固件/螺丝套件","强度等级: 8.8；规格: M10*80；包含: 平垫+弹垫","套"
"电线扎丝","REVIEW-MAT-01960","电线扎丝","电气耗材/绑扎耗材","用途: 电线绑扎","卷"
"10mm宽泡沫棉双面胶3M","REVIEW-MAT-01961","泡沫棉双面胶","胶带/工业胶带","品牌: 3M；宽度: 10mm；材质: 泡沫棉","卷"
"氧气 乙炔管","REVIEW-MAT-01962","氧气乙炔管","焊接工具/气体软管","介质: 氧气+乙炔；类型: 软管","卷"
"割枪100型长款","REVIEW-MAT-01963","割枪","焊接工具/气割工具","型号: 100型；长度: 长款","把"
"公牛三脚插头220V/10A","REVIEW-MAT-01964","三脚插头","电气/插头插座","品牌: 公牛；极数: 三脚；电压: 220V；额定电流: 10A","只"
"氧气减压表","REVIEW-MAT-01965","氧气减压表","焊接工具/气体仪表","介质: 氧气；类型: 减压表","只"
"乙炔减压表","REVIEW-MAT-01966","乙炔减压表","焊接工具/气体仪表","介质: 乙炔；类型: 减压表","只"
"WD40除锈剂350ML","REVIEW-MAT-01967","除锈剂","化工耗材/除锈润滑剂","品牌: WD40；容量: 350mL","瓶"
"堵漏王","REVIEW-MAT-01968","堵漏王","建材/堵漏材料","类型: 堵漏王","袋"
"镀锌外丝直接头3寸","REVIEW-MAT-01969","镀锌外丝直接","管件/镀锌管件","表面: 镀锌；连接: 外丝；规格: 3寸；类型: 直接","只"
"镀锌外丝直接头2寸","REVIEW-MAT-01970","镀锌外丝直接","管件/镀锌管件","表面: 镀锌；连接: 外丝；规格: 2寸；类型: 直接","只"
"镀锌外丝直接2寸","REVIEW-MAT-01970","镀锌外丝直接","管件/镀锌管件","表面: 镀锌；连接: 外丝；规格: 2寸；类型: 直接","只"
"镀锌内丝直接头3寸","REVIEW-MAT-01971","镀锌内丝直接","管件/镀锌管件","表面: 镀锌；连接: 内丝；规格: 3寸；类型: 直接","只"
"镀锌内丝直接头2寸","REVIEW-MAT-01972","镀锌内丝直接","管件/镀锌管件","表面: 镀锌；连接: 内丝；规格: 2寸；类型: 直接","只"
"镀锌内丝直接2寸","REVIEW-MAT-01972","镀锌内丝直接","管件/镀锌管件","表面: 镀锌；连接: 内丝；规格: 2寸；类型: 直接","只"
"304法兰式蝶阀DN150","REVIEW-MAT-01973","不锈钢法兰蝶阀","阀门/蝶阀","材质: 304；连接: 法兰式；公称通径: DN150","只"
"方木30*30*3.6m","REVIEW-MAT-01974","方木","建筑材料/木材","截面: 30*30；长度: 3.6m","根"
"东成锂电手电钻二电一充","REVIEW-MAT-01975","锂电手电钻套装","电动工具/手电钻","品牌: 东成；供电: 锂电；配置: 二电一充","台"
"电焊眼镜","REVIEW-MAT-01976","焊工眼镜","劳保耗材/眼面防护","用途: 电焊防护","付"
"镀锌平垫m8","REVIEW-MAT-01977","镀锌平垫","紧固件/垫圈","表面: 镀锌；规格: M8；类型: 平垫","只"
"开口销m3*60","REVIEW-MAT-01978","开口销","紧固件/销","规格: M3*60；类型: 开口销","只"
"加厚周转箱570*420*155","REVIEW-MAT-01979","加厚周转箱","容器/周转箱","特征: 加厚；尺寸: 570*420*155","个"
"小米二代对讲机","REVIEW-MAT-01980","对讲机","通信设备/对讲机","品牌: 小米；代际: 二代","部"
"沟槽式蝶阀DN150","REVIEW-MAT-01981","沟槽式蝶阀","阀门/蝶阀","连接: 沟槽式；公称通径: DN150","只"
"镀锌三通2寸","REVIEW-MAT-01982","镀锌三通","管件/镀锌管件","表面: 镀锌；规格: 2寸；类型: 三通","只"
"镀锌内丝弯头2寸","REVIEW-MAT-01983","镀锌内丝弯头","管件/镀锌管件","表面: 镀锌；连接: 内丝；规格: 2寸；类型: 弯头","只"
"镀锌内丝弯头3寸","REVIEW-MAT-01984","镀锌内丝弯头","管件/镀锌管件","表面: 镀锌；连接: 内丝；规格: 3寸；类型: 弯头","只"
"焊接变径接头150/2寸","REVIEW-MAT-01985","焊接变径接头","管件/焊接管件","连接: 焊接；规格: 150/2寸；类型: 变径接头","只"
"焊接变径接头150/3寸","REVIEW-MAT-01986","焊接变径接头","管件/焊接管件","连接: 焊接；规格: 150/3寸；类型: 变径接头","只"
"石笔","REVIEW-MAT-01987","石笔","焊接耗材/划线工具","类型: 石笔","盒"
"泥桶","REVIEW-MAT-01988","泥桶","施工工具/桶具","用途: 泥浆/砂浆","个"
"500A地线夹","REVIEW-MAT-01989","地线夹","焊接工具/焊机配件","额定电流: 500A；类型: 地线夹","把"
"密目安全网6m*1.2m","REVIEW-MAT-01990","密目安全网","安全防护/防护网","类型: 密目；尺寸: 6m*1.2m","张"
"高压管带两端接头Φ13-50m","REVIEW-MAT-01991","高压管总成","液压/高压管路","直径: Φ13；长度: 50m；配置: 两端接头","根"
"透明胶带","REVIEW-MAT-01992","透明胶带","胶带/办公工业胶带","颜色: 透明","卷"
