conflict_type,standard_name,canonical_group_path,unit_values,specs_values,candidate_codes,source_rows,reason
specs_conflict,洗洁精,行政办公与清洁/清洁用品/清洁工具耗材,桶,包装: 4kg || 包装: 3KG || 包装: 2KG,REVIEW-MAT-01053；REVIEW-MAT-01670；REVIEW-MAT-02032,Sheet1:1795；Sheet1:2675；Sheet1:2898；Sheet1:3193,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,竹扫把,行政办公与清洁/清洁用品/清洁工具耗材,个；把,规格: 大号；材质: 竹 || 规格: 大；材质: 竹 || 材质: 竹；类型: 扫把 || 材质: 竹；规格: 大,REVIEW-MAT-01145；REVIEW-MAT-01332；REVIEW-MAT-01683；REVIEW-MAT-02319,Sheet1:1923；Sheet1:2178；Sheet1:2273；Sheet1:2693；Sheet1:3058；Sheet1:3403；Sheet1:3598,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,竹扫把,行政办公与清洁/清洁用品/清洁工具耗材,个；把,规格: 大；材质: 竹 || 材质: 竹；规格: 大,REVIEW-MAT-01332；REVIEW-MAT-02319,Sheet1:2178；Sheet1:2273；Sheet1:3598,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
specs_conflict,重油污清洗剂,行政办公与清洁/清洁用品/清洁工具耗材,KG；公斤,品牌: 宝雅；用途: 重油污 || 用途: 去重油污,REVIEW-MAT-00129；REVIEW-MAT-00187,Sheet1:227；Sheet1:336,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,重油污清洗剂,行政办公与清洁/清洁用品/清洁工具耗材,KG；公斤,品牌: 宝雅；用途: 重油污 || 用途: 去重油污,REVIEW-MAT-00129；REVIEW-MAT-00187,Sheet1:227；Sheet1:336,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,高粱扫把,行政办公与清洁/清洁用品/清洁工具耗材,把；个,材质/类型: 高粱 || 材质: 高粱；规格: 小 || 材质: 高粱；类型: 扫把,REVIEW-MAT-00061；REVIEW-MAT-00219；REVIEW-MAT-01693,Sheet1:2709；Sheet1:3072；Sheet1:3435；Sheet1:383；Sheet1:92,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,高粱扫把,行政办公与清洁/清洁用品/清洁工具耗材,把；个,材质/类型: 高粱 || 材质: 高粱；规格: 小 || 材质: 高粱；类型: 扫把,REVIEW-MAT-00061；REVIEW-MAT-00219；REVIEW-MAT-01693,Sheet1:2709；Sheet1:3072；Sheet1:3435；Sheet1:383；Sheet1:92,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,办公椅,行政办公与清洁/生活后勤/生活用品,把；个,类型: 多功能办公椅 || 品牌: 得力；类型: 多功能椅,REVIEW-MAT-00591；REVIEW-MAT-00794,Sheet1:1087；Sheet1:1441,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,加厚周转箱,行政办公与清洁/生活后勤/生活用品,个,特征: 加厚；尺寸: 570*420*155 || 特征: 加厚；尺寸: 600*400*150,REVIEW-MAT-01979；REVIEW-MAT-02016,Sheet1:3130；Sheet1:3174,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,塑料方凳,行政办公与清洁/生活后勤/生活用品,个,材质: 塑料；规格: 50CM；特征: 加厚 || 材质: 塑料；类型: 方凳,REVIEW-MAT-00184；REVIEW-MAT-01050,Sheet1:1792；Sheet1:330,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,塑料方凳,行政办公与清洁/生活后勤/生活用品,个,材质: 塑料；规格: 50CM；特征: 加厚 || 材质: 塑料；类型: 方凳,REVIEW-MAT-00184；REVIEW-MAT-01050,Sheet1:1792；Sheet1:330,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,带盖方桶,行政办公与清洁/生活后勤/生活用品,只；个,材质: 牛筋；容量: 6L；配置: 带盖；地点备注: 蕰川路 || 材质: 牛筋；容量: 6L；配置: 带盖,REVIEW-MAT-01615；REVIEW-MAT-01893,Sheet1:2602；Sheet1:3012,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,床垫,行政办公与清洁/生活后勤/生活用品,个；床；件,类型: 床垫,REVIEW-MAT-00426；REVIEW-MAT-01678；REVIEW-MAT-01734,Sheet1:2687；Sheet1:2767；Sheet1:740,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
unit_conflict,蚕丝被,行政办公与清洁/生活后勤/生活用品,件；套,材质: 蚕丝；类型: 被子,REVIEW-MAT-01677；REVIEW-MAT-01733,Sheet1:2686；Sheet1:2766,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,蚕丝被,行政办公与清洁/生活后勤/生活用品,件；套,材质: 蚕丝；类型: 被子,REVIEW-MAT-01677；REVIEW-MAT-01733,Sheet1:2686；Sheet1:2766,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,传动皮带,设备备件与加工件/传动轴承/传动轴承,条；个；支,型号: BLI1753 || 型号: XPL2800 || 型号: XPL2650 || 型号: 1041,REVIEW-MAT-00897；REVIEW-MAT-01012；REVIEW-MAT-01013；REVIEW-MAT-01243,Sheet1:1576；Sheet1:1729；Sheet1:1730；Sheet1:2055,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,轴承,设备备件与加工件/传动轴承/传动轴承,个,品牌: TIMKEN；型号: J90354；进口: 是 || 品牌: SKF；型号: 2315；进口: 是,REVIEW-MAT-01193；REVIEW-MAT-01383,Sheet1:1983；Sheet1:2248,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,机械密封,设备备件与加工件/其他/密封件,个；套,型号: 6205 || 规格: 50,REVIEW-MAT-01173；REVIEW-MAT-01222,Sheet1:1957；Sheet1:2021,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,混凝土振动棒,设备备件与加工件/其他/振动棒,根,型号/规格: 35型 || 电压: 380V；直径: Φ50；长度: 6m,REVIEW-MAT-02234；REVIEW-MAT-02254,Sheet1:3475；Sheet1:3507,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,叶轮,设备备件与加工件/设备专用备件/设备备件,个,适配型号: QJB-4/6；部件: 叶轮 || 适配型号: QJB-2/8；部件: 叶轮 || 适配型号: QJB-5/8；部件: 叶轮,REVIEW-MAT-01834；REVIEW-MAT-01835；REVIEW-MAT-01841,Sheet1:2923；Sheet1:2924；Sheet1:2933；Sheet1:2934,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,污水泵,设备备件与加工件/设备专用备件/设备备件,台,功率: 1.5kW；类型: 污水泵 || 功率: 1.5kW；口径: 2寸 || 功率: 5.5kW；类型: 污水泵,REVIEW-MAT-00497；REVIEW-MAT-00588；REVIEW-MAT-01315,Sheet1:1078；Sheet1:2153；Sheet1:871；Sheet1:988,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,泥浆泵活塞,设备备件与加工件/设备专用备件/设备备件,只,适配型号: BW-250；部件: 活塞 || 适配型号: BW-150；部件: 活塞,REVIEW-MAT-01852；REVIEW-MAT-01853,Sheet1:2949；Sheet1:2950,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,潜水泵,设备备件与加工件/设备专用备件/设备备件,台,电压: 380V；功率: 2.2kW || 电压: 220V；功率: 370W；出口: 1寸,REVIEW-MAT-00529；REVIEW-MAT-02099,Sheet1:3280；Sheet1:942,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,电机,设备备件与加工件/设备专用备件/设备备件,台,功率: 7.5kW || 功率: 5.5kW,REVIEW-MAT-01325；REVIEW-MAT-01532,Sheet1:2164；Sheet1:2450,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,管道增压泵,设备备件与加工件/设备专用备件/设备备件,个,电压: 380V；功率: 3kW；类型: 管道增压泵 || 电压: 380V；功率: 1.5kW；类型: 管道增压泵,REVIEW-MAT-01195；REVIEW-MAT-01196,Sheet1:1986；Sheet1:1987,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,滤芯,设备备件与加工件/过滤密封/过滤件,个；只,型号: 06/08-25 || 进口: 是；尺寸: Φ160*505,REVIEW-MAT-00996；REVIEW-MAT-01590,Sheet1:1710；Sheet1:2570,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,不锈钢名牌,设备备件与加工件/金属加工件/金属加工件,个,定制: 是；材质: 不锈钢；规格: 120*60 || 定制: 是；材质: 不锈钢；规格: 100*80 || 定制: 是；材质: 不锈钢；规格: 30*60,REVIEW-MAT-00211；REVIEW-MAT-00212；REVIEW-MAT-00213,Sheet1:373；Sheet1:374；Sheet1:375,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,加厚卡箍,设备备件与加工件/金属加工件/金属加工件,个,加工: 是；规格: 89；特征: 加厚 || 加工: 是；规格: 219；特征: 加厚,REVIEW-MAT-01281；REVIEW-MAT-01282,Sheet1:2102；Sheet1:2103,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,加厚风筒,设备备件与加工件/金属加工件/金属加工件,条,加工: 是；直径: 600；长度: 20米；特征: 加厚 || 加工: 是；直径: 600；长度: 10米；特征: 加厚,REVIEW-MAT-01526；REVIEW-MAT-01527,Sheet1:2436；Sheet1:2437,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,加长弯头,设备备件与加工件/金属加工件/金属加工件,个,定制: 是；规格: 168；特征: 加长 || 定制: 是；规格: 219；特征: 加长 || 定制: 是；规格: 60.5；特征: 加长,REVIEW-MAT-01075；REVIEW-MAT-01076；REVIEW-MAT-01077,Sheet1:1825；Sheet1:1826；Sheet1:1827,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,卡槽弯头,设备备件与加工件/金属加工件/金属加工件,个,定制: 是；规格: 168；特征: 加长、带卡槽 || 定制: 是；规格: 219；特征: 加长、带卡槽,REVIEW-MAT-00768；REVIEW-MAT-00769,Sheet1:1410；Sheet1:1411,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,卡箍接头,设备备件与加工件/金属加工件/金属加工件,个；件,加工: 是；规格: 168；类型: 卡箍接头 || 加工: 是；规格: 89；类型: 卡箍接头,REVIEW-MAT-01168；REVIEW-MAT-01169；REVIEW-MAT-01270,Sheet1:1952；Sheet1:1953；Sheet1:2087,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,卡箍接头,设备备件与加工件/金属加工件/金属加工件,个；件,加工: 是；规格: 168；类型: 卡箍接头 || 加工: 是；规格: 89；类型: 卡箍接头,REVIEW-MAT-01168；REVIEW-MAT-01169；REVIEW-MAT-01270,Sheet1:1952；Sheet1:1953；Sheet1:2087,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,垫片,设备备件与加工件/金属加工件/金属加工件,个,规格: 110*100*5；加工: 是 || 定制: 是；规格: 12*600*5,REVIEW-MAT-00144；REVIEW-MAT-00235,Sheet1:254；Sheet1:408,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,外丝接头,设备备件与加工件/金属加工件/金属加工件,个,定制: 是；规格: 1寸；连接: 外丝 || 加工: 是；规格: 89；连接: 外丝 || 加工: 是；规格: 60；连接: 外丝,REVIEW-MAT-00927；REVIEW-MAT-01156；REVIEW-MAT-01157,Sheet1:1621；Sheet1:1936；Sheet1:1937,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,定制电箱罩,设备备件与加工件/金属加工件/金属加工件,套,尺寸: 2.3*1.3*0.7；定制: 是；特征: 加厚 || 尺寸: 1.8*1.6*0.6；定制: 是；特征: 加厚,REVIEW-MAT-00908；REVIEW-MAT-00909,Sheet1:1594；Sheet1:1595,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,定制钢板,设备备件与加工件/金属加工件/金属加工件,块,定制: 是；尺寸: 400*1000*30mm；材质: 钢板 || 加工: 是；尺寸: 400*400*40mm；材质: 钢板,REVIEW-MAT-00796；REVIEW-MAT-01073,Sheet1:1443；Sheet1:1822,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,带牙钢管加工件,设备备件与加工件/金属加工件/金属加工件,个,加工: 是；规格: 89；工序: 带牙 || 加工: 是；规格: 80；工序: 带牙,REVIEW-MAT-00665；REVIEW-MAT-00674,Sheet1:1219；Sheet1:1238,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,抱箍加工件,设备备件与加工件/金属加工件/金属加工件,个,加工: 是；规格: 3寸；类型: 抱箍 || 加工: 是；规格: 2寸；类型: 抱箍,REVIEW-MAT-01340；REVIEW-MAT-01341,Sheet1:2193；Sheet1:2194,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,方柱加工件,设备备件与加工件/金属加工件/金属加工件,根,加工: 是；截面: 70mm*70mm；长度: 1m || 加工: 是；截面: 70mm*70mm；长度: 0.3m,REVIEW-MAT-01825；REVIEW-MAT-01826,Sheet1:2912；Sheet1:2913,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,气源分配器,设备备件与加工件/金属加工件/金属加工件,套；个,定制: 是；材质: 不锈钢；接口: 2寸 || 定制: 是；材质: 不锈钢；路数: 6路,REVIEW-MAT-00821；REVIEW-MAT-00937,Sheet1:1475；Sheet1:1632,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,泥浆管接头加工件,设备备件与加工件/金属加工件/金属加工件,件；个,加工: 是；管径: Φ219；用途: 泥浆管 || 加工: 是；连接: 焊接；管径: Φ168；用途: 泥浆管,REVIEW-MAT-01478；REVIEW-MAT-02114,Sheet1:2381；Sheet1:3298,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,螺纹钢筋加工件,设备备件与加工件/金属加工件/金属加工件,根,加工: 是；直径: Φ20；长度: 40cm || 加工: 是；直径: Φ20；长度: 60cm,REVIEW-MAT-02000；REVIEW-MAT-02005,Sheet1:3154；Sheet1:3163,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,钢圈,设备备件与加工件/金属加工件/金属加工件,个,材质: 钢；规格: 100*108*5；加工: 是 || 材质: 钢；规格: 100*110*10；加工: 是,REVIEW-MAT-00128；REVIEW-MAT-00143,Sheet1:226；Sheet1:252,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,钢筋加工件,设备备件与加工件/金属加工件/金属加工件,个,加工: 是；钢筋规格: 12；长度: 1.6米 || 加工: 是；钢筋规格: 12；长度: 11.93米 || 加工: 是；钢筋规格: 12；长度: 12.94米,REVIEW-MAT-00600；REVIEW-MAT-00601；REVIEW-MAT-00602,Sheet1:1098；Sheet1:1099；Sheet1:1100,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,钢管抱箍,设备备件与加工件/金属加工件/金属加工件,个,加工: 是；规格: 159；适用: 钢管 || 加工: 是；规格: 89；适用: 钢管,REVIEW-MAT-00663；REVIEW-MAT-00664,Sheet1:1217；Sheet1:1218,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铝合金梯子,设备备件与加工件/金属加工件/金属加工件,个,定制: 是；长度: 4米；规格: 3.5；材质: 铝合金；特征: 加厚 || 定制: 是；长度: 4米；规格: 5.2；材质: 铝合金；特征: 加厚 || 定制: 是；长度: 4米；材质: 铝合金；特征: 加厚,REVIEW-MAT-01095；REVIEW-MAT-01125；REVIEW-MAT-01225,Sheet1:1850；Sheet1:1893；Sheet1:2030,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,高压内接头,设备备件与加工件/金属加工件/金属加工件,个,定制: 是；型号/规格: 52H42；类型: 内接高压 || 定制: 是；型号/规格: 36H28；类型: 内接高压 || 定制: 是；型号/规格: 30H20；类型: 内接高压 || 定制: 是；型号/规格: 26H20；类型: 内接高压,REVIEW-MAT-01126；REVIEW-MAT-01127；REVIEW-MAT-01128；REVIEW-MAT-01129,Sheet1:1894；Sheet1:1895；Sheet1:1896；Sheet1:1897,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,高压弯头,设备备件与加工件/金属加工件/金属加工件,个,定制: 是；规格: 6x1.5；类型: 弯头 || 定制: 是；规格: 10x1.5；类型: 弯头 || 定制: 是；规格: 13x1.5；类型: 弯头 || 定制: 是；规格: 16x1.5；类型: 弯头 || 定制: 是；规格: 19x1.5；类型: 弯头 || 定制: 是；规格: 25x1.5；类型: 弯头 || 定制: 是；规格: 32x1.5；类型: 弯头 || 定制: 是；规格: 38x1.5；类型: 弯头,REVIEW-MAT-00302；REVIEW-MAT-00303；REVIEW-MAT-00304；REVIEW-MAT-00305；REVIEW-MAT-00306；REVIEW-MAT-00307；REVIEW-MAT-00308；REVIEW-MAT-00309,Sheet1:523；Sheet1:524；Sheet1:525；Sheet1:526；Sheet1:527；Sheet1:528；Sheet1:529；Sheet1:530,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,方钢,金属原材料/其他/型钢,米,规格: 40*80；特征: 加厚 || 规格: 30*30*3 || 规格: 25*25,REVIEW-MAT-00318；REVIEW-MAT-00408；REVIEW-MAT-00449,Sheet1:546；Sheet1:707；Sheet1:775,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,槽钢,金属原材料/其他/型钢,米,规格: 100#；标准: 国标 || 规格: 80 || 规格: 10#；特征: 厚,REVIEW-MAT-00337；REVIEW-MAT-00369；REVIEW-MAT-00675,Sheet1:1239；Sheet1:575；Sheet1:639,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,角钢,金属原材料/其他/型钢,米,规格: 50*50*6；标准: 国标 || 规格: 40*40*5；标准: 国标,REVIEW-MAT-00270；REVIEW-MAT-00658,Sheet1:1202；Sheet1:1330；Sheet1:465；Sheet1:573；Sheet1:702,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,无缝管,金属原材料/其他/钢管,米,规格: 325；壁厚: 14 || 规格: 68*6 || 规格: 325*12,REVIEW-MAT-00332；REVIEW-MAT-00652；REVIEW-MAT-00753,Sheet1:1190；Sheet1:1384；Sheet1:567,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,B型槽钢,金属原材料/钢材型材/钢材型材,米,规格: 20#B || 规格: 16#B || 规格: 10#；型号: B型,REVIEW-MAT-01838；REVIEW-MAT-01839；REVIEW-MAT-02274,Sheet1:2928；Sheet1:2929；Sheet1:3540,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,工字钢,金属原材料/钢材型材/钢材型材,米,规格: 20# || 规格: 14# || 规格: 16#,REVIEW-MAT-00839；REVIEW-MAT-01530；REVIEW-MAT-02037,Sheet1:1496；Sheet1:2448；Sheet1:3199；Sheet1:3200,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,扁钢,金属原材料/钢材型材/钢材型材,米,规格: 80*6mm || 规格: 50*5,REVIEW-MAT-00833；REVIEW-MAT-01172,Sheet1:1490；Sheet1:1956,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,无缝钢管,金属原材料/钢材型材/钢材型材,米；根,外径: 48mm；壁厚: 4.0mm || 外径: 89mm；壁厚: 6mm || 外径: 325mm；壁厚: 14mm || 外径: 48mm；壁厚: 4mm || 外径: 60mm；壁厚: 4mm || 外径: 76mm；壁厚: 8mm || 外径: 325；壁厚: 12mm；长度: 6米,REVIEW-MAT-00775；REVIEW-MAT-00827；REVIEW-MAT-00830；REVIEW-MAT-01144；REVIEW-MAT-01276；REVIEW-MAT-01414；REVIEW-MAT-01765,Sheet1:1418；Sheet1:1481；Sheet1:1484；Sheet1:1921；Sheet1:2093；Sheet1:2300；Sheet1:2809,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,槽钢,金属原材料/钢材型材/钢材型材,米,规格: 200B || 规格: 160B || 规格: 10#；执行标准: 国标 || 规格: 10# || 规格: 8# || 规格: 6#,REVIEW-MAT-00192；REVIEW-MAT-00193；REVIEW-MAT-00838；REVIEW-MAT-01060；REVIEW-MAT-01642；REVIEW-MAT-01643；REVIEW-MAT-01824,Sheet1:1495；Sheet1:1537；Sheet1:1802；Sheet1:1918；Sheet1:2646；Sheet1:2647；Sheet1:2738；Sheet1:2910；Sheet1:3198；Sheet1:3407；Sheet1:342；Sheet1:343,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,花纹钢板,金属原材料/钢材型材/钢材型材,平方；张,厚度: 3mm；类型: 花纹钢板 || 厚度: 3.0；类型: 花纹钢板 || 厚度: 3.0mm；表面: 花纹 || 厚度: 5mm；表面: 花纹 || 尺寸: 6m*1.26m；厚度: 6mm；表面: 花纹 || 尺寸: 6m*1.51m；厚度: 5.25mm；表面: 花纹,REVIEW-MAT-00336；REVIEW-MAT-00659；REVIEW-MAT-00807；REVIEW-MAT-00869；REVIEW-MAT-01715；REVIEW-MAT-01758,Sheet1:1203；Sheet1:1459；Sheet1:1538；Sheet1:1920；Sheet1:2739；Sheet1:2799；Sheet1:2911；Sheet1:574,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,花纹钢板,金属原材料/钢材型材/钢材型材,平方；张,厚度: 3mm；类型: 花纹钢板 || 厚度: 3.0；类型: 花纹钢板 || 厚度: 3.0mm；表面: 花纹 || 厚度: 5mm；表面: 花纹 || 尺寸: 6m*1.26m；厚度: 6mm；表面: 花纹 || 尺寸: 6m*1.51m；厚度: 5.25mm；表面: 花纹,REVIEW-MAT-00336；REVIEW-MAT-00659；REVIEW-MAT-00807；REVIEW-MAT-00869；REVIEW-MAT-01715；REVIEW-MAT-01758,Sheet1:1203；Sheet1:1459；Sheet1:1538；Sheet1:1920；Sheet1:2739；Sheet1:2799；Sheet1:2911；Sheet1:574,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,角钢,金属原材料/钢材型材/钢材型材,米；根,规格: 3*3*0.4；执行标准: 国标 || 规格: 40*5 || 规格: 40*40 || 规格: 50*50,REVIEW-MAT-01043；REVIEW-MAT-01143；REVIEW-MAT-01576；REVIEW-MAT-01669,Sheet1:1777；Sheet1:1919；Sheet1:2548；Sheet1:2674；Sheet1:2798；Sheet1:2810；Sheet1:2889；Sheet1:3042,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,镀锌角钢,金属原材料/钢材型材/钢材型材,根；米,规格: 4*4；表面: 镀锌 || 规格: 4*4*0.5；表面: 镀锌 || 表面: 镀锌；规格: 40*40,REVIEW-MAT-01072；REVIEW-MAT-01253；REVIEW-MAT-02278,Sheet1:1820；Sheet1:2068；Sheet1:3547,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,不锈钢单向阀,阀门/其他/单向阀,个；只,品牌: 埃美柯；公称直径: DN80；材质: 不锈钢 || 材质: 不锈钢；规格: 1寸；类型: 单向阀 || 材质: 304不锈钢；公称通径: DN50,REVIEW-MAT-00935；REVIEW-MAT-01903；REVIEW-MAT-02100,Sheet1:1630；Sheet1:3026；Sheet1:3030；Sheet1:3281,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,弹簧式安全阀,阀门/其他/安全阀,只,型号: A28H-64；公称通径: DN32；结构: 弹簧式 || 结构: 弹簧式；公称通径: DN20,REVIEW-MAT-01536；REVIEW-MAT-02092,Sheet1:2454；Sheet1:3273,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,法兰电动蝶阀,阀门/其他/电动阀门,个,公称直径: DN50；连接: 法兰；驱动: 电动 || 公称直径: DN80；连接: 法兰；驱动: 电动,REVIEW-MAT-00858；REVIEW-MAT-00859,Sheet1:1524；Sheet1:1525,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,不锈钢内丝球阀,阀门/通用阀门/球阀,个,材质: 304不锈钢；规格: 4分；连接: 内丝 || 材质: 304不锈钢；规格: 3分；连接: 内丝,REVIEW-MAT-02080；REVIEW-MAT-02081,Sheet1:3257；Sheet1:3258,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,不锈钢内外丝球阀,阀门/通用阀门/球阀,个,材质: 304不锈钢；规格: 4分；连接: 内外丝 || 材质: 304不锈钢；规格: 3分；连接: 内外丝,REVIEW-MAT-02078；REVIEW-MAT-02079,Sheet1:3255；Sheet1:3256,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,不锈钢球阀,阀门/通用阀门/球阀,个；只,品牌: 埃美柯；公称直径: DN50；材质: 不锈钢 || 品牌: 埃美柯；公称直径: DN80；材质: 不锈钢 || 材质: 不锈钢；规格: 32 || 材质: 304；公称通径: DN20 || 材质: 304；公称通径: DN15 || 材质: 304；公称通径: DN10 || 材质: 304；公称通径: DN8,REVIEW-MAT-00917；REVIEW-MAT-00934；REVIEW-MAT-02145；REVIEW-MAT-02307；REVIEW-MAT-02308；REVIEW-MAT-02313；REVIEW-MAT-02314,Sheet1:1609；Sheet1:1629；Sheet1:3339；Sheet1:3584；Sheet1:3585；Sheet1:3592；Sheet1:3593,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,不锈钢高压球阀,阀门/通用阀门/球阀,只,材质: 不锈钢；用途: 液压；规格: 1寸 || 材质: 304不锈钢；规格: 2寸；类型: 高压球阀,REVIEW-MAT-01534；REVIEW-MAT-02070,Sheet1:2452；Sheet1:3243,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,球阀,阀门/通用阀门/球阀,个,品牌: 埃美柯；公称直径: DN80 || 品牌: 埃美柯；公称直径: DN50 || 品牌: 埃美柯；公称直径: DN15,REVIEW-MAT-01152；REVIEW-MAT-01153；REVIEW-MAT-01293,Sheet1:1930；Sheet1:1931；Sheet1:2115,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
