item_code	item_name	required_specs	optional_specs	item_group	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	governance_note	updated_at
METAL-000165	不锈钢潜水搅拌机	材质：304不锈钢；电压：380V；功率：4kW		施工机具设备/搅拌设备	台			304不锈钢潜水搅拌机380V-4KW	METAL-000165 不锈钢潜水搅拌机 环保设备/搅拌设备 台 材质：304不锈钢 电压：380V 功率：4kW 304不锈钢潜水搅拌机380V-4KW 304不锈钢 380V 4kW			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2262；purchase_2024_source_rows=2263；draft_sku_id=SKU-DRAFT-002236	缺失规格：品牌；整理依据：品牌/叶轮形式/安装方式缺失，会影响设备选型；导入口径：do_not_import_missing_specs；重分类：环保设备/搅拌设备 -> 施工机具设备/搅拌设备；分类置信度：high；潜水搅拌机是搅拌设备整机，旧环保设备不是标准一级。	2026-07-03
TOOL-000339	LED强光手电筒	供电方式：充电式；光源：LED；类型：强光		电气电料/照明灯具	只			充电式LED强光手电筒	TOOL-000339 LED强光手电筒 工具/照明工具 只 供电方式：充电式 光源：LED 类型：强光 充电式LED强光手电筒 充电式 LED 强光			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2263；purchase_2024_source_rows=2264；draft_sku_id=SKU-DRAFT-002237	缺失规格：品牌；整理依据：品牌/亮度/续航缺失，会影响手电筒SKU区分；导入口径：do_not_import_missing_specs；重分类：工具/照明工具 -> 电气电料/照明灯具；分类置信度：medium；强光手电是便携照明器具，旧“工具”按实物转照明灯具。	2026-07-03
MAT-000245	塑料凳	材质：塑料；特征：加厚		清洁办公后勤/生活用品	个			加厚塑料凳子	MAT-000245 塑料凳 行政后勤/家具用品 个 材质：塑料 特征：加厚 加厚塑料凳子 塑料 加厚			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2264；purchase_2024_source_rows=2265；draft_sku_id=SKU-DRAFT-002238	缺失规格：尺寸；整理依据：尺寸/承重缺失，按加厚塑料凳先建候选；导入口径：confirm_then_import；重分类：行政后勤/家具用品 -> 清洁办公后勤/生活用品；分类置信度：high；塑料凳为后勤生活用品。	2026-07-03
MAT-CEM-000015	硅酸盐水泥	品牌：海螺；强度等级：42.5		建筑材料/水泥砂石	包			海螺42.5水泥	MAT-CEM-000015 硅酸盐水泥 建材/水泥 包 品牌：海螺 强度等级：42.5 海螺42.5水泥 海螺 42.5	海螺		candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2265；purchase_2024_source_rows=2266；draft_sku_id=SKU-DRAFT-002239	缺失规格：类型；包装重量；整理依据：类型/每包重量缺失，按包采购无法稳定区分水泥SKU；导入口径：do_not_import_missing_specs；重分类：建材/水泥 -> 建筑材料/水泥砂石；分类置信度：high；硅酸盐水泥属于水泥材料。	2026-07-03
METAL-000166	铁丝	材质：铁；规格：14#		金属材料/金属丝材	KG			铁丝14#	METAL-000166 铁丝 金属材料/铁丝 KG 材质：铁 规格：14# 铁丝14# 铁 14#			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2266；purchase_2024_source_rows=2267；draft_sku_id=SKU-DRAFT-002240	缺失规格：表面处理；整理依据：表面处理/线径换算缺失；提示与同类候选可合并；导入口径：confirm_then_import；重分类：金属材料/铁丝 -> 金属材料/金属丝材；分类置信度：high；新建二级金属丝材；铁丝是金属线材，旧五金耗材不宜保留。	2026-07-03
METAL-000167	钢丝绳	直径：Φ20；长度：6m		吊装索具/钢丝绳	根			钢丝绳Φ20*6m	METAL-000167 钢丝绳 吊装索具/钢丝绳 根 直径：Φ20 长度：6m 钢丝绳Φ20*6m Φ20 6m			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2267；purchase_2024_source_rows=2268；draft_sku_id=SKU-DRAFT-002241	缺失规格：材质；规格；厚度；执行标准；整理依据：结构/破断拉力/安全标准缺失，会影响钢丝绳SKU区分；导入口径：do_not_import_missing_specs	2026-07-03
ELEC-000242	插线板	品牌：公牛；线长：3m；结构：双排		电气电料/插头插座	只			公牛3m双排插线板	ELEC-000242 插线板 电气/插座插排 只 品牌：公牛 线长：3m 结构：双排 公牛3m双排插线板 公牛 3m 双排	公牛		candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2268；purchase_2024_source_rows=2269；draft_sku_id=SKU-DRAFT-002242	缺失规格：电流；整理依据：原单位“根”疑似按线计，建议按只；孔位数/额定电流缺失；导入口径：do_not_import_missing_specs；重分类：电气/插座插排 -> 电气电料/插头插座；分类置信度：high；插线板是移动插座，归插头插座。	2026-07-03
MAT-CEM-000016	黄砂	类型：黄砂		建筑材料/水泥砂石	吨			黄砂	MAT-CEM-000016 黄砂 建材/砂石 吨 类型：黄砂			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2269；purchase_2024_source_rows=2270；draft_sku_id=SKU-DRAFT-002243	缺失规格：强度等级；包装重量；品牌；整理依据：粒径/含泥量/用途缺失，会影响砂石验收和SKU区分；导入口径：do_not_import_missing_specs；重分类：建材/砂石 -> 建筑材料/水泥砂石；分类置信度：high；黄砂属于砂石建材。	2026-07-03
MAT-000246	加气混凝土砌块	尺寸：200*300*600		建筑材料/砖砌材料	块			加气块200*300*600	MAT-000246 加气混凝土砌块 建材/砌块 块 尺寸：200*300*600 加气块200*300*600 200*300*600			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2270；purchase_2024_source_rows=2271；draft_sku_id=SKU-DRAFT-002244	缺失规格：强度等级；整理依据：强度等级/密度等级缺失，会影响砌块SKU区分；导入口径：do_not_import_missing_specs；重分类：建材/砌块 -> 建筑材料/砖砌材料；分类置信度：high；加气混凝土砌块是砌体材料。	2026-07-03
ELEC-000243	欧标转换插头	标准：欧标；孔位：5孔；功能：带USB		电气电料/插头插座	只			5孔带USB欧标转换插头	ELEC-000243 欧标转换插头 电气/插头插座 只 标准：欧标 孔位：5孔 功能：带USB 5孔带USB欧标转换插头 欧标 5孔 带USB			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2271；purchase_2024_source_rows=2272；draft_sku_id=SKU-DRAFT-002245	缺失规格：电流；整理依据：额定电流/USB输出参数缺失；导入口径：confirm_then_import；重分类：电气/插头插座 -> 电气电料/插头插座；分类置信度：high；转换插头属于插头插座类。	2026-07-03
TOOL-000340	劳动车轮胎套件	适配对象：劳动车；套件组成：车轮+实心车胎		设备备件/通用机械备件	套			劳动车轮+实心车胎	TOOL-000340 劳动车轮胎套件 搬运工具/手推车配件 套 适配对象：劳动车 套件组成：车轮+实心车胎 劳动车轮+实心车胎 劳动车 车轮+实心车胎			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2272；purchase_2024_source_rows=2273；draft_sku_id=SKU-DRAFT-002246	缺失规格：尺寸；整理依据：轮径/轴孔尺寸缺失，无法稳定区分轮胎套件SKU；导入口径：do_not_import_missing_specs；重分类：搬运工具/手推车配件 -> 设备备件/通用机械备件；分类置信度：high；车轮和实心胎是劳动车维修替换件。	2026-07-03
MAT-000247	实木方桌	材质：实木；类型：方桌		清洁办公后勤/生活用品	张			实木方桌	MAT-000247 实木方桌 行政后勤/家具用品 张 材质：实木 类型：方桌 实木 方桌			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2273；purchase_2024_source_rows=2274；draft_sku_id=SKU-DRAFT-002247	缺失规格：表面处理；尺寸；整理依据：尺寸/表面处理缺失，无法稳定区分方桌SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/家具用品 -> 清洁办公后勤/生活用品；分类置信度：high；方桌为后勤生活/办公家具用品。	2026-07-03
METAL-000168	B型槽钢	型号：B型；规格：10#		金属材料/型钢	米			10#B型槽钢	METAL-000168 B型槽钢 金属材料/型材 米 型号：B型 规格：10# 10#B型槽钢 B型 10#		B型	candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2274；purchase_2024_source_rows=2275；draft_sku_id=SKU-DRAFT-002248	缺失规格：材质；执行标准；整理依据：材质/执行标准缺失；导入口径：confirm_then_import；重分类：金属材料/型材 -> 金属材料/型钢；分类置信度：high；槽钢是型钢，旧钢材/型材口径与标准一致。	2026-07-03
PIPE-000485	镀锌弯头	表面处理：镀锌；规格：6分；类型：弯头		管材管件阀门/弯头	只			镀锌弯头6分	PIPE-000485 镀锌弯头 管件/镀锌管件 只 表面处理：镀锌 规格：6分 类型：弯头 镀锌弯头6分 镀锌 6分 弯头			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2275；purchase_2024_source_rows=2276；draft_sku_id=SKU-DRAFT-002249	缺失规格：压力等级；整理依据：角度/压力等级缺失，会影响弯头SKU区分；导入口径：do_not_import_missing_specs；重分类：管件/镀锌管件 -> 管材管件阀门/弯头；分类置信度：high；弯头为标准管件。	2026-07-03
PIPE-000486	镀锌内丝直接	表面处理：镀锌；连接：内丝；规格：6分		管材管件阀门/直接	只			镀锌内丝直接6分	PIPE-000486 镀锌内丝直接 管件/镀锌管件 只 表面处理：镀锌 连接：内丝 规格：6分 镀锌内丝直接6分 镀锌 内丝 6分			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2276；purchase_2024_source_rows=2277；draft_sku_id=SKU-DRAFT-002250	缺失规格：材质；压力等级；整理依据：材质/压力等级缺失；导入口径：confirm_then_import；重分类：管件/镀锌管件 -> 管材管件阀门/直接；分类置信度：high；内丝直接为直通连接管件。	2026-07-03
PIPE-000487	镀锌三通	表面处理：镀锌；规格：6分；类型：三通		管材管件阀门/三通	只			镀锌三通6分	PIPE-000487 镀锌三通 管件/镀锌管件 只 表面处理：镀锌 规格：6分 类型：三通 镀锌三通6分 镀锌 6分 三通			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2277；purchase_2024_source_rows=2278；draft_sku_id=SKU-DRAFT-002251	缺失规格：材质；压力等级；整理依据：材质/压力等级缺失；导入口径：confirm_then_import；重分类：管件/镀锌管件 -> 管材管件阀门/三通；分类置信度：high；三通为标准管件，镀锌只是材质表面处理。	2026-07-03
METAL-000169	镀锌角钢	表面处理：镀锌；规格：40*40		金属材料/型钢	米			镀锌角铁40*40	METAL-000169 镀锌角钢 金属材料/型材 米 表面处理：镀锌 规格：40*40 镀锌角铁40*40 镀锌 40*40			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2278；purchase_2024_source_rows=2279；draft_sku_id=SKU-DRAFT-002252	缺失规格：材质；执行标准；厚度；整理依据：厚度/材质/执行标准缺失，会影响角钢SKU区分；导入口径：do_not_import_missing_specs；重分类：金属材料/型材 -> 金属材料/型钢；分类置信度：high；角钢属于型钢，镀锌仅为表面处理。	2026-07-03
WELD-000064	碳钢焊条	品牌：大西洋；型号：422；直径：3.2		焊接切割/焊接耗材	箱			大西洋422型3.2焊条	WELD-000064 碳钢焊条 焊接材料/焊条 箱 品牌：大西洋 型号：422 直径：3.2 大西洋422型3.2焊条 大西洋 422 3.2	大西洋	422	candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2279；purchase_2024_source_rows=2280；draft_sku_id=SKU-DRAFT-002253	缺失规格：执行标准；整理依据：每箱重量/执行标准缺失；导入口径：confirm_then_import；重分类：焊接材料/焊条 -> 焊接切割/焊接耗材；分类置信度：high；碳钢焊条为焊接耗材。	2026-07-03
SAFE-000129	安全绳	直径：Φ16		劳保防护/高处防护	米			安全绳Φ16	SAFE-000129 安全绳 安全防护/安全绳 米 直径：Φ16 安全绳Φ16 Φ16			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2280；purchase_2024_source_rows=2281；draft_sku_id=SKU-DRAFT-002254	缺失规格：材质；整理依据：材质/承载/认证标准缺失，安全防护用品关键规格不足；导入口径：do_not_import_missing_specs；重分类：安全防护/安全绳 -> 劳保防护/高处防护；分类置信度：medium；样例含五点式双钩和安全绳，按人员坠落防护归口。	2026-07-03
FAST-000123	高强度螺丝套件	强度等级：8.8；规格：M16*70；套件组成：平垫+弹垫		紧固件与连接件/螺丝	套			8.8级m16*70螺丝带平 弹垫	FAST-000123 高强度螺丝套件 紧固件/螺丝套件 套 强度等级：8.8 规格：M16*70 套件组成：平垫+弹垫 8.8级m16*70螺丝带平 弹垫 8.8 M16*70 平垫+弹垫			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2281；purchase_2024_source_rows=2282；draft_sku_id=SKU-DRAFT-002255	缺失规格：表面处理；头型；整理依据：头型/是否含螺母/表面处理缺失，会影响螺丝套件SKU区分；导入口径：do_not_import_missing_specs；重分类：紧固件/螺丝套件 -> 紧固件与连接件/螺丝；分类置信度：high；螺丝套件按主件螺丝分类。	2026-07-03
ELEC-000244	开口铜鼻子	类型：开口；材质：铜；电流：300A		电气电料/接线端子	只			开口铜鼻子300A	ELEC-000244 开口铜鼻子 电气/接线端子 只 类型：开口 材质：铜 电流：300A 开口铜鼻子300A 开口 铜 300A			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2282；purchase_2024_source_rows=2283；draft_sku_id=SKU-DRAFT-002256	缺失规格：品牌；型号；整理依据：适配线径/镀层缺失；导入口径：confirm_then_import；重分类：电气/接线端子 -> 电气电料/接线端子；分类置信度：high；开口铜鼻子属接线端子。	2026-07-03
ELEC-000245	开口铜鼻子	类型：开口；材质：铜；电流：200A		电气电料/接线端子	只			开口铜鼻子200A	ELEC-000245 开口铜鼻子 电气/接线端子 只 类型：开口 材质：铜 电流：200A 开口铜鼻子200A 开口 铜 200A			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2283；purchase_2024_source_rows=2284；draft_sku_id=SKU-DRAFT-002257	缺失规格：品牌；型号；整理依据：适配线径/镀层缺失；导入口径：confirm_then_import；重分类：电气/接线端子 -> 电气电料/接线端子；分类置信度：high；开口铜鼻子属接线端子。	2026-07-03
ELEC-000246	开口铜鼻子	类型：开口；材质：铜；电流：100A		电气电料/接线端子	只			开口铜鼻子100A	ELEC-000246 开口铜鼻子 电气/接线端子 只 类型：开口 材质：铜 电流：100A 开口铜鼻子100A 开口 铜 100A			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2284；purchase_2024_source_rows=2285；draft_sku_id=SKU-DRAFT-002258	缺失规格：品牌；型号；整理依据：适配线径/镀层缺失；导入口径：confirm_then_import；重分类：电气/接线端子 -> 电气电料/接线端子；分类置信度：high；开口铜鼻子属接线端子。	2026-07-03
ELEC-000247	铜接头	材质：铜；适配线径：150平方		电气电料/接线端子	只			铜接头150平方	ELEC-000247 铜接头 电气/接线端子 只 材质：铜 适配线径：150平方 铜接头150平方 铜 150平方			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2285；purchase_2024_source_rows=2286；draft_sku_id=SKU-DRAFT-002259	缺失规格：品牌；型号；电压；电流；安装方式；整理依据：类型/孔径/镀层缺失，无法稳定区分铜接头SKU；导入口径：do_not_import_missing_specs；重分类：电气/接线端子 -> 电气电料/接线端子；分类置信度：high；同名同时含DN管路铜头和电缆铜接头，应拆水暖接头与接线端子。；分类拆分待复核：按用途/旧分组拆分；同名同时含DN管路铜头和电缆铜接头，应拆水暖接头与接线端子。	2026-07-03
ELEC-000248	铜接头	材质：铜；适配线径：120平方		电气电料/接线端子	只			铜接头120平方	ELEC-000248 铜接头 电气/接线端子 只 材质：铜 适配线径：120平方 铜接头120平方 铜 120平方			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2286；purchase_2024_source_rows=2287；draft_sku_id=SKU-DRAFT-002260	缺失规格：品牌；型号；电压；电流；安装方式；整理依据：类型/孔径/镀层缺失，无法稳定区分铜接头SKU；导入口径：do_not_import_missing_specs；重分类：电气/接线端子 -> 电气电料/接线端子；分类置信度：high；同名同时含DN管路铜头和电缆铜接头，应拆水暖接头与接线端子。；分类拆分待复核：按用途/旧分组拆分；同名同时含DN管路铜头和电缆铜接头，应拆水暖接头与接线端子。	2026-07-03
ELEC-000249	铜接头	材质：铜；适配线径：95平方		电气电料/接线端子	只			铜接头95平方	ELEC-000249 铜接头 电气/接线端子 只 材质：铜 适配线径：95平方 铜接头95平方 铜 95平方			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2287；purchase_2024_source_rows=2288；draft_sku_id=SKU-DRAFT-002261	缺失规格：品牌；型号；电压；电流；安装方式；整理依据：类型/孔径/镀层缺失，无法稳定区分铜接头SKU；导入口径：do_not_import_missing_specs；重分类：电气/接线端子 -> 电气电料/接线端子；分类置信度：high；同名同时含DN管路铜头和电缆铜接头，应拆水暖接头与接线端子。；分类拆分待复核：按用途/旧分组拆分；同名同时含DN管路铜头和电缆铜接头，应拆水暖接头与接线端子。	2026-07-03
ELEC-000250	铜接头	材质：铜；适配线径：70平方		电气电料/接线端子	只			铜接头70平方	ELEC-000250 铜接头 电气/接线端子 只 材质：铜 适配线径：70平方 铜接头70平方 铜 70平方			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2288；purchase_2024_source_rows=2289；draft_sku_id=SKU-DRAFT-002262	缺失规格：品牌；型号；电压；电流；安装方式；整理依据：类型/孔径/镀层缺失，无法稳定区分铜接头SKU；导入口径：do_not_import_missing_specs；重分类：电气/接线端子 -> 电气电料/接线端子；分类置信度：high；同名同时含DN管路铜头和电缆铜接头，应拆水暖接头与接线端子。；分类拆分待复核：按用途/旧分组拆分；同名同时含DN管路铜头和电缆铜接头，应拆水暖接头与接线端子。	2026-07-03
MAT-000248	对讲机	品牌：小米；型号：二代		弱电安防/通讯设备	部			小米二代对讲机	MAT-000248 对讲机 通讯设备/对讲机 部 品牌：小米 型号：二代 小米二代对讲机 小米 二代	小米	二代	candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2289；purchase_2024_source_rows=2290；draft_sku_id=SKU-DRAFT-002263	缺失规格：功率；整理依据：频段/功率缺失；提示与同类候选可合并；导入口径：confirm_then_import；重分类：通讯设备/对讲机 -> 弱电安防/通讯设备；分类置信度：medium；对讲机属弱电通信设备；推荐无对应二级，按通讯设备新建。	2026-07-03
MAT-CEM-000017	水泥钉	长度：40mm		紧固件与连接件/钉类	盒			水泥钉40mm	MAT-CEM-000017 水泥钉 紧固件/钉类 盒 长度：40mm 水泥钉40mm 40mm			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2290；purchase_2024_source_rows=2291；draft_sku_id=SKU-DRAFT-002264	缺失规格：直径；整理依据：直径/每盒数量缺失，无法稳定区分水泥钉SKU；导入口径：do_not_import_missing_specs；重分类：紧固件/钉类 -> 紧固件与连接件/钉类；分类置信度：high；水泥钉是紧固钉类；新建二级钉类。	2026-07-03
MAT-000249	起重滑轮钩	品牌：沪工；额定载荷：1T		吊装索具/吊钩	只			沪工起重滑轮钩1T	MAT-000249 起重滑轮钩 吊装索具/滑轮钩 只 品牌：沪工 额定载荷：1T 沪工起重滑轮钩1T 沪工 1T	沪工		candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2291；purchase_2024_source_rows=2292；draft_sku_id=SKU-DRAFT-002265	缺失规格：规格；型号；材质；整理依据：轮数/安全认证缺失，吊装用品关键规格不足；导入口径：do_not_import_missing_specs；重分类：吊装索具/滑轮钩 -> 吊装索具/吊钩；分类置信度：high；起重滑轮钩属于吊装吊钩类索具。	2026-07-03
PIPE-000488	浮球阀	配线长度：10m		管材管件阀门/阀门	套			浮球阀带10m线	PIPE-000488 浮球阀 阀门/液位控制阀 套 配线长度：10m 浮球阀带10m线 10m			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2292；purchase_2024_source_rows=2293；draft_sku_id=SKU-DRAFT-002266	缺失规格：材质；口径；电压；整理依据：名称与带线规格存在阀/液位开关歧义；口径/电压/材质缺失；导入口径：do_not_import_missing_specs；重分类：阀门/液位控制阀 -> 管材管件阀门/阀门；分类置信度：high；浮球阀是液位控制阀门。	2026-07-03
SAFE-000130	下水裤	尺码：44码		劳保防护/身体防护	套			下水裤44码	SAFE-000130 下水裤 劳保用品/防水服 套 尺码：44码 下水裤44码 44码			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2293；purchase_2024_source_rows=2294；draft_sku_id=SKU-DRAFT-002267	缺失规格：材质；整理依据：材质/筒高缺失，无法稳定区分下水裤SKU；导入口径：do_not_import_missing_specs；重分类：劳保用品/防水服 -> 劳保防护/身体防护；分类置信度：high；下水裤为人员防水防护服，归身体防护。	2026-07-03
PIPE-000489	铝合金快速接头	材质：铝合金；公称通径：DN50		管材管件阀门/快速接头	套			铝合金快速接头DN50	PIPE-000489 铝合金快速接头 管件/快速接头 套 材质：铝合金 公称通径：DN50 铝合金快速接头DN50 铝合金 DN50			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2294；purchase_2024_source_rows=2295；draft_sku_id=SKU-DRAFT-002268	缺失规格：压力等级；接口形式；整理依据：接口形式/压力等级缺失，会影响快速接头SKU区分；导入口径：do_not_import_missing_specs；重分类：管件/快速接头 -> 管材管件阀门/快速接头；分类置信度：high；新建二级快速接头；该物料为管路快速连接件。	2026-07-03
SAFE-000131	防爆耐磨水带	特性：防爆耐磨；公称通径：DN50		安全消防/消防器材	米			防爆耐磨水带DN50	SAFE-000131 防爆耐磨水带 安全消防/水带 米 特性：防爆耐磨 公称通径：DN50 防爆耐磨水带DN50 防爆耐磨 DN50			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2295；purchase_2024_source_rows=2296；draft_sku_id=SKU-DRAFT-002269	缺失规格：材质；压力等级；整理依据：压力等级/材质/接口缺失，会影响水带SKU区分；导入口径：do_not_import_missing_specs；重分类：安全消防/水带 -> 安全消防/消防器材；分类置信度：high；水带按消防安全器材管理。	2026-07-03
ELEC-000251	塑壳断路器	品牌：常熟；型号：CM3E-630-3300		电气电料/低压电器	只			常熟断路器CM3E-630-3300	ELEC-000251 塑壳断路器 电气/断路器 只 品牌：常熟 型号：CM3E-630-3300 常熟断路器CM3E-630-3300 常熟 CM3E-630-3300	常熟	CM3E-630-3300	candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2296；purchase_2024_source_rows=2297；draft_sku_id=SKU-DRAFT-002270	缺失规格：电流；整理依据：极数/额定电流脱扣参数需确认；导入口径：confirm_then_import；重分类：电气/断路器 -> 电气电料/低压电器；分类置信度：high；塑壳断路器属低压电器。	2026-07-03
ELEC-000252	LED声光报警器	光源：LED；电压：24V		弱电安防/报警设备	只			LED声光报警器24V	ELEC-000252 LED声光报警器 电气/报警器 只 光源：LED 电压：24V LED声光报警器24V LED 24V			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2297；purchase_2024_source_rows=2298；draft_sku_id=SKU-DRAFT-002271	缺失规格：品牌；型号；电流；安装方式；整理依据：声级/安装方式/防护等级缺失，会影响报警器SKU区分；导入口径：do_not_import_missing_specs；重分类：电气/报警器 -> 弱电安防/报警设备；分类置信度：high；声光报警器属于报警设备；旧电气报警器需转弱电安防。	2026-07-03
ELEC-000253	电源转换器	输入：24V；输出：12V；电流：2A		电气电料/低压电器	只			电源转换器24V转12V2A	ELEC-000253 电源转换器 电气/电源模块 只 输入：24V 输出：12V 电流：2A 电源转换器24V转12V2A 24V 12V 2A			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=2298；purchase_2024_source_rows=2299；draft_sku_id=SKU-DRAFT-002272	缺失规格：功率；整理依据：功率/接口/防护等级缺失；导入口径：confirm_then_import；重分类：电气/电源模块 -> 电气电料/低压电器；分类置信度：high；24V转12V电源转换器为低压电源元件。	2026-07-03
MAT-000250	透明收纳箱	颜色/透明度：透明；容量：80L		包装覆盖周转/周转容器	个			透明收纳箱80L	MAT-000250 透明收纳箱 行政后勤/收纳用品 个 颜色/透明度：透明 容量：80L 透明收纳箱80L 透明 80L			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2299；purchase_2024_source_rows=2300；draft_sku_id=SKU-DRAFT-002273	缺失规格：材质；尺寸；整理依据：尺寸/材质缺失，无法稳定区分收纳箱SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/收纳用品 -> 包装覆盖周转/周转容器；分类置信度：medium；透明收纳箱本质为周转收纳容器。	2026-07-03
ADMIN-000070	设备维修保养记录本	用途：设备维修保养记录		清洁办公后勤/办公用品	本			设备维修保养记录本	ADMIN-000070 设备维修保养记录本 办公用品/记录本 本 用途：设备维修保养记录 设备维修保养记录			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2300；purchase_2024_source_rows=2301；draft_sku_id=SKU-DRAFT-002274	缺失规格：规格；整理依据：页数/规格缺失，无法稳定区分记录本SKU；导入口径：do_not_import_missing_specs；重分类：办公用品/记录本 -> 清洁办公后勤/办公用品；分类置信度：high；维修保养记录本属于办公记录用品。	2026-07-03
CHEM-000159	黄油嘴	螺纹：M6		设备备件/通用机械备件	只			黄油嘴M6	CHEM-000159 黄油嘴 润滑系统/黄油嘴 只 螺纹：M6 黄油嘴M6 M6			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2301；purchase_2024_source_rows=2302；draft_sku_id=SKU-DRAFT-002275	缺失规格：品牌；型号；类型；容量；颜色；整理依据：角度/螺距缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。	2026-07-03
CHEM-000160	黄油嘴	螺纹：M8		设备备件/通用机械备件	只			黄油嘴M8	CHEM-000160 黄油嘴 润滑系统/黄油嘴 只 螺纹：M8 黄油嘴M8 M8			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2302；purchase_2024_source_rows=2303；draft_sku_id=SKU-DRAFT-002276	缺失规格：品牌；型号；类型；容量；颜色；整理依据：角度/螺距缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。	2026-07-03
CHEM-000161	黄油嘴	角度：45度；螺纹：M8		设备备件/通用机械备件	只			黄油嘴45度M8	CHEM-000161 黄油嘴 润滑系统/黄油嘴 只 角度：45度 螺纹：M8 黄油嘴45度M8 45度 M8			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2303；purchase_2024_source_rows=2304；draft_sku_id=SKU-DRAFT-002277	缺失规格：材质；整理依据：螺距/材质缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。	2026-07-03
CHEM-000162	黄油嘴	角度：45度；螺纹：M12		设备备件/通用机械备件	只			黄油嘴45度M12	CHEM-000162 黄油嘴 润滑系统/黄油嘴 只 角度：45度 螺纹：M12 黄油嘴45度M12 45度 M12			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=2304；purchase_2024_source_rows=2305；draft_sku_id=SKU-DRAFT-002278	缺失规格：材质；整理依据：螺距/材质缺失，会影响黄油嘴SKU区分；导入口径：do_not_import_missing_specs；重分类：润滑系统/黄油嘴 -> 设备备件/通用机械备件；分类置信度：high；黄油嘴是设备润滑系统小备件，不是化工油品。	2026-07-03
