sample_group	family_total_count	family_sample_count	item_code	item_name	sku_name	required_specs	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	source_item_codes	merged_count
软连接	2	1	PIPE-000271	软连接	法兰软连接 65*50	两端口径：65mm*50mm；连接方式：法兰	管材管件阀门	软连接	软连接	个	35.00	CNY	按65*50法兰软连接每个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	65*50法兰软连接；法兰软连接			PIPE-000271	1
井盖/道路附属件	1	1	MAT-000159	井盖	污水井盖 580	用途：污水；规格：580	建筑材料	井盖/道路附属件	井盖/道路附属件	个	200.00	CNY	按常见污水井盖580单价估价	无需补齐	污水井盖580；井盖			MAT-000159	1
仓储用品	1	1	MAT-000204	货架	货架 2m*2m*0.6m	特征：加厚；尺寸：2m*2m*0.6m	清洁办公后勤	仓储用品	仓储用品	套	200.00	CNY	按套计价，加厚货架2m*2m*0.6m	无需补齐	加厚货架2m*2m*0.6m；加厚货架			MAT-000204	1
土工材料	1	1	CONST-000007	土工布	土工布 200g/m² 宽4m	材质：涤纶；克重：200g/m²；宽度：4m	建筑材料	土工材料	土工材料	平方米	2.00	CNY	按每平方米单价估价，宽4m	材质按常见涤纶补齐				CONST-000007	1
地面防护	1	1	SAFE-000063	防滑橡胶垫	防滑橡胶垫 5mm	厚度：5mm；材质：橡胶；宽度：1m	安全消防	地面防护	地面防护	平方米	30.00	CNY	按平方米估价，宽度按1m计	补齐宽度为1m常见规格；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	防滑胶垫；防滑橡胶垫			SAFE-000063	1
开孔器	1	1	TOOL-000271	宝塔钻头开孔器	宝塔钻头开孔器 4-52mm	规格范围：4-52mm	工具耗材	开孔器	开孔器	套	35.00	CNY	按套估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	宝塔钻头开孔器4-52；宝塔钻头开孔器			TOOL-000271	1
搅拌机配件（候选）	1	1	SPARE-000129	导流罩	导流罩 QJB-4/6 不锈钢	适配型号：QJB-4/6；材质：不锈钢	设备备件	搅拌机配件（候选）	搅拌机配件（候选）	只	300.00	CNY	按只估价，单价对应单位=只	补材质不锈钢；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	导流罩QJB-4/6；导流罩			SPARE-000129	1
支垫件/垫块（候选）	1	1	MAT-000190	吊车垫块	吊车垫块 500×500×60mm	材质：尼龙；尺寸：500×500×60mm；承载：大吨位	施工机具设备	支垫件/垫块（候选）	支垫件/垫块（候选）	块	100.00	CNY	按块估价	无需补齐	吊车用大吨位垫块500*500*60mm；吊车垫块			MAT-000190	1
检测仪器配件（候选新增）	1	1	TOOL-000094	表笔	表笔 摇表用	适用设备：摇表；类型：测试表笔；插头类型：香蕉头	工具量具	检测仪器配件（候选新增）	检测仪器配件（候选新增）	个	5.00	CNY	按摇表用表笔市场价估价，单价对应单位=个	类型和插头类型按常见补齐	摇表笔；摇表表笔			TOOL-000094	1
检测耗材	1	1	MAT-000174	耦合剂	耦合剂 100mL	容量：100mL；类型：超声耦合剂	工具量具	检测耗材	检测耗材	支	15.00	CNY	按超声耦合剂市场价估价，单价对应单位=支	类型按常见超声耦合剂补齐	耦合剂100mL；耦合剂			MAT-000174	1
橡胶材料	1	1	CHEM-000050	橡胶板	橡胶板 2cm 普通橡胶	厚度：2cm；材质：普通橡胶	化工胶粘涂料	橡胶材料	橡胶材料	千克	10.00	CNY	按每千克10元估价	材质按普通橡胶补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	2cm橡胶板			CHEM-000050	1
水处理剂	1	1	MAT-000129	PAC污水处理剂	PAC 28% 污水处理剂	类型：PAC；含量：28%	化工胶粘涂料	水处理剂	水处理剂	吨	2000.00	CNY	按每吨2000元估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	28%PAC污水处理剂；PAC污水处理剂			MAT-000129	1
水箱容器（候选）	1	1	METAL-000159	保温水箱	不锈钢保温水箱 5T	材质：不锈钢；容量：5T；形状：圆形；保温层：聚氨酯	施工机具设备	水箱容器（候选）	水箱容器（候选）	个	2500.00	CNY	按个估价	补充保温层常见规格	5T不锈钢圆形保温水箱；不锈钢保温水箱			METAL-000159	1
液压工具	1	1	TOOL-000155	液压扳手套装	液压扳手套装 恩耐克 2000N.m	品牌：恩耐克；扭矩范围：2000N.m；驱动轴：3/4英寸	工具量具	液压工具	液压工具	套	5000.00	CNY	按套估价	补充扭矩范围和驱动轴为常见规格；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	恩耐克液压扳手套装；液压扳手套装	恩耐克	A2000	TOOL-000155	1
焊接设备/焊机（候选）	1	1	WELD-000026	电焊机	电焊机 200A 含焊线	额定电流：200A；配置：含焊线	焊接切割	焊接设备/焊机（候选）	焊接设备/焊机（候选）	套	300.00	CNY	按常见工程采购价估算，单价对应单位=套	无需补齐	电焊机含线；电焊机套装			WELD-000026	1
设备垫块/缓冲件（候选）	1	1	SPARE-000096	设备垫块	设备垫块 86×65 合成纤维	尺寸：86×65mm；材质：合成纤维	设备备件	设备垫块/缓冲件（候选）	设备垫块/缓冲件（候选）	个	5.00	CNY	按1个估价	无需补齐	86*65合成纤维垫块；合成纤维垫块			SPARE-000096	1
试验器具（候选新增）	1	1	TOOL-000181	混凝土试模	混凝土试模 150*150*150	尺寸：150*150*150mm；材质：铸铁	工具量具	试验器具（候选新增）	试验器具（候选新增）	个	80.00	CNY	按个估价	补充材质为铸铁；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	150*150*150混凝土模具；混凝土试模			TOOL-000181	1
过滤器/水处理附件	1	1	PIPE-000186	Y型过滤器	Y型法兰过滤器 DN80	公称直径：DN80；连接：法兰	管材管件阀门	过滤器/水处理附件	过滤器/水处理附件	个	80.00	CNY	按DN80Y型法兰过滤器每个估价	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	80Y型法兰过滤器；Y型法兰过滤器			PIPE-000186	1
门窗构件（候选新增）	1	1	MAT-000109	窗户	窗户 定制 铝合金 推拉	材质：铝合金；尺寸：定制；开启方式：推拉；定制：是	建筑材料	门窗构件（候选新增）	门窗构件（候选新增）	个	500.00	CNY	按个估价，定制型	无需补齐	定做窗户			MAT-000109	1
防潮材料	1	1	MAT-000162	防潮剂	防潮剂 1KG/包 工业	包装：1KG；用途：工业	化工胶粘涂料	防潮材料	防潮材料	包	10.00	CNY	按包计价，每包1KG，10元	无需补齐	工业防潮剂1KG；工业防潮剂			MAT-000162	1
风机设备（候选）	1	1	SPARE-000100	鼓风机	鼓风机 2.2kW	功率：2.2kW；电压：380V；风量：2000m³/h；风压：1500Pa	施工机具设备	风机设备（候选）	风机设备（候选）	个	800.00	CNY	按个估价	补充电压、风量、风压常见规格	2.2千瓦鼓风机；鼓风机			SPARE-000100	1
