type_id	attribute_key	display_name	requirement	value_type	unit	enum_values	affects_sku_identity	display_order	description
MT-8E0745C32BBC	applicable_material	适用材料	required	text			true	1	如PVC
MT-8E0745C32BBC	type	类型	optional	text			true	2	如变频
MT-8E18DC152DBE	volume	容量	required	text			true	1	如400ml
MT-8E18DC152DBE	type	类型	optional	text			true	2	如变频
MT-8E1D58C269E7	model	型号	optional	text			true	1	如无则留空
MT-8E1D58C269E7	shaft_diameter	规格/轴径	optional	text			true	2	适配轴径，如50
MT-8E1D58C269E7	material	材质	optional	text			true	3	如不锈钢
MT-8EE116C4D2BC	material	材质	optional	text			true	1	如不锈钢
MT-8EE116C4D2BC	link_diameter	链径	optional	number	mm		true	2	如22mm。
MT-8EE116C4D2BC	pitch	节距	optional	number	mm		true	3	如64mm。
MT-8EF3985A578D	rebar_spec	钢筋规格	optional	text			true	1	如Φ12。
MT-8EF3985A578D	shape	形状	optional	text			true	2	如方凳、圆凳
MT-8EF3985A578D	side_length	边长	optional	number	mm		true	3	如300mm。
MT-8EFBFA8E3D41	brand	品牌	optional	text			true	1	如海飞丝
MT-8EFBFA8E3D41	model	型号	required	text			true	2	如无则留空
MT-8F2813D017E1	material	材质	required	text			true	1	如不锈钢
MT-8F2813D017E1	size	口径	required	text			true	2	如4寸（DN100）
MT-8F3552CE85F0	material	材质	optional	text			true	1	如不锈钢
MT-8F3552CE85F0	structure	结构	optional	text			true	2	其他结构特征
MT-8F3552CE85F0	height_m	高度(m)	required	number	m		true	3	
MT-8F42525F9336	rated_current_a	额定电流	required	number	A		true	1	如100A。
MT-8F42525F9336	package_config	配置	optional	text			true	2	如含焊线。
MT-8F57231653AF	dimensions	尺寸	required	text			true	1	如1.2米*0.6米
MT-8F57231653AF	material	材质	optional	text			true	2	如不锈钢
MT-8F57231653AF	mesh_count	目数	optional	text			true	3	如3000目。
MT-8F57231653AF	feature	特征	optional	text			true	4	如厚
MT-8F77E994945B	size	口径	required	text			true	1	如4寸（DN100）
MT-8F77E994945B	thickness	厚度	required	text			true	2	如3mm
MT-8F77E994945B	face_color	颜色/表面	optional	text			true	3	
MT-8FA92C8A8A93	specification	规格	required	text			true	1	如65*20*1
MT-8FA92C8A8A93	connection_type	连接方式	optional	text			true	2	如胶接
MT-8FB37309A8AD	nominal_diameter	公称直径	required	text			true	1	如DN25、DN50
MT-8FB37309A8AD	material	材质	optional	text			true	2	如不锈钢
MT-8FB37309A8AD	feature	特征	optional	text			true	3	如厚
MT-902122E48E8A	size	口径	required	text			true	1	如4寸（DN100）
MT-902122E48E8A	battery_type	类型	optional	text			true	2	如碱性
MT-90CB1907A220	material	材质	required	text			true	1	如不锈钢
MT-90CB1907A220	width	宽度	required	number	mm		true	2	如50
MT-92792CE97FCF	nominal_diameter	公称直径	required	text			true	1	如DN25、DN50
MT-92792CE97FCF	structure	结构	optional	text			true	2	其他结构特征
MT-929A65CDC793	caliber	口径	optional	text			true	1	如DN100
MT-929A65CDC793	reducer_spec	异径	optional	text			true	2	异径规格，如Φ100变65
MT-929A65CDC793	interface	接口	optional	text			true	3	如外丝转内丝
MT-929A65CDC793	feature	特征	optional	text			true	4	如厚
MT-929A65CDC793	material	材质	optional	text			true	5	如不锈钢
MT-92A9B34FE9A4	caliber	口径	required	text			true	1	如DN100
MT-92A9B34FE9A4	material	材质	optional	text			true	2	如不锈钢
MT-92A9B34FE9A4	interface	接口	optional	text			true	3	如外丝转内丝
MT-92AF8B17F0A7	medium	介质	required	text			true	1	如油
MT-92AF8B17F0A7	range	量程	optional	text			true	2	如1000A、2000A
MT-92AF8B17F0A7	interface	接口	optional	text			true	3	如外丝转内丝
MT-9326FEAEADF8	length	长度	required	number	m		true	1	如1
MT-9326FEAEADF8	material	材质	optional	text			true	2	如不锈钢
MT-9349D8EAF899	material	材质	optional	text			true	1	如不锈钢
MT-9349D8EAF899	size	口径	optional	text			true	2	如4寸（DN100）
MT-934FB9788B17	outer_diameter	外径	required	text	mm		true	1	外径尺寸
MT-934FB9788B17	material	材质	optional	text			true	2	如不锈钢
MT-93AEECB9A5EC	compatible_brand	适配品牌	required	text			true	1	决定滤芯能否与面罩匹配
MT-93AEECB9A5EC	compatible_mask_type	适配面罩类型	required	text			true	2	决定滤芯与面罩的接口兼容
MT-93AEECB9A5EC	filter_spec	过滤规格	optional	text			true	3	
MT-93AEECB9A5EC	package_quantity	包装数量	optional	text			true	4	如1套
MT-93EB26BB8A86	model	型号	required	text			true	1	如无则留空
MT-94547C297F6B	diameter	直径	required	text			true	1	如1.5米
MT-94547C297F6B	length	长度	required	number	m		true	2	如1
MT-94547C297F6B	material	材质	optional	text			true	3	如不锈钢
MT-948429CBDAD9	tip_size	笔尖规格	required	text			true	1	如1.0mm
MT-948429CBDAD9	color	颜色	required	text			true	2	如透明
MT-948FDC7C0C55	caliber	口径	required	text			true	1	如DN100
MT-948FDC7C0C55	length	长度	optional	number	m		true	2	如1
MT-948FDC7C0C55	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-94A340FBBBE9	mounting_hole_size	安装孔径	required	text			true	1	如M22、22mm。
MT-94A340FBBBE9	color	颜色	required	text			true	2	如透明
MT-94A340FBBBE9	rated_voltage_v	额定电压	required	number	V		true	3	如250V。
MT-94B7581F516A	specification	规格	optional	text			true	1	如65*20*1
MT-94B7581F516A	applicable_gas	适用气体	optional	enum		氧气；乙炔	true	2	
MT-94B7581F516A	model	型号	optional	text			true	3	如无则留空
MT-959059590F22	grammage	克重	required	text			true	1	
MT-959059590F22	width	宽度	optional	number	mm		true	2	如50
MT-959059590F22	material	材质	optional	text			true	3	如不锈钢
MT-962655832D53	torque_range	扭矩范围	required	text			true	1	如2000N.m
MT-962655832D53	drive_size	驱动轴	required	text			true	2	如3/4英寸
MT-962655832D53	brand	品牌	optional	text			true	3	如海飞丝
MT-962655832D53	configuration	配置	optional	text			true	4	如套装、含充电器
MT-963325DAF9C0	test_voltage	测试电压	required	text			true	1	如500V、2500V
MT-963325DAF9C0	range	量程	required	text			true	2	如1000A、2000A
MT-9646A1348608	material	材质	required	text			true	1	如不锈钢
MT-9646A1348608	interface_size	接口	optional	text			true	2	如G1/2
MT-9646A1348608	route_count	路数	optional	text			true	3	如6路
MT-9646A1348608	type	类型	optional	text			true	4	如变频
MT-967A78F2D748	model	型号	required	text			true	1	如无则留空
MT-967A78F2D748	cross_section	截面积	required	text			true	2	如2.5mm²
MT-968E9279E435	input_voltage_v	输入电压	required	number	V		true	1	变压USB插座的输入电压，如220V。
MT-968E9279E435	output_voltage_v	输出电压	required	number	V		true	2	变压USB插座的输出电压，如36V。
MT-968E9279E435	output_current_a	输出电流	required	number	A		true	3	如1A。
MT-96A19CDD2689	koujing	口径	required	text			true	1	
MT-96A19CDD2689	caizhi	材质	optional	text			true	2	
MT-972D47B5B974	size	口径	required	text			true	1	如4寸（DN100）
MT-972D47B5B974	thickness	厚度	required	text			true	2	如3mm
MT-972D47B5B974	feature	特征	optional	text			true	3	如厚
MT-974B25EE4C8C	specification	规格	required	text			true	1	如65*20*1
MT-974B25EE4C8C	connection	连接	optional	text			true	2	如内外牙
MT-974B25EE4C8C	interface_type	接口形式	optional	text			true	3	两端接口如内丝/外丝/快速接头
MT-974B25EE4C8C	pressure	压力	optional	text			true	4	如高压
MT-974B25EE4C8C	feature	特征	optional	text			true	5	如厚
MT-974B25EE4C8C	material	材质	optional	text			true	6	如不锈钢
MT-988CAD476BBA	material	材质	required	text			true	1	如不锈钢
MT-988CAD476BBA	size	口径	required	text			true	2	如4寸（DN100）
MT-988CAD476BBA	form	形式	optional	text			true	3	如堵头、管帽
MT-988CAD476BBA	custom	是否定制	optional	boolean			true	4	定制产品需单独确认
MT-98906F0FE57D	drain_mode	排水方式	required	enum		地排；后排	true	1	如地排
MT-98906F0FE57D	type	类型	optional	text			true	2	如变频
MT-98906F0FE57D	size	口径	optional	text			true	3	如4寸（DN100）
MT-98906F0FE57D	material	材质	optional	text			true	4	如不锈钢
MT-9890C1C35446	capacity	容量	required	text			true	1	如1.7L
MT-98DBD8B81980	adapted_diameter_mm	适配钢丝绳直径（mm）	required	number	mm		true	1	适配的钢丝绳直径，如6mm、10mm。
MT-98DBD8B81980	material	材质	optional	text			true	2	如不锈钢
MT-98DBD8B81980	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-994374F29A00	specification	规格	required	text			true	1	如65*20*1
MT-994374F29A00	material	材质	required	text			true	2	如不锈钢
MT-994374F29A00	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-9985D8D7287B	size	口径	required	text			true	1	如4寸（DN100）
MT-9985D8D7287B	material_type	材质	optional	text			true	2	如铸铁
MT-998F41BCECD4	applicable_equipment	适用设备	required	text			true	1	适用设备或工况
MT-998F41BCECD4	material_type	材质	required	text			true	2	如铸铁
MT-998F41BCECD4	dimension	规格/尺寸	optional	text			true	3	如34*75cm。
MT-99C49417346C	capacity	容量	required	text			true	1	如1.7L
MT-99C49417346C	package_quantity	包装数量	optional	text			true	2	如1套
MT-99D2C490005A	structure	结构	required	text			true	1	其他结构特征
MT-99FF090373BB	spec	规格	required	text			true	1	如通用
MT-99FF090373BB	material	材质	optional	text			true	2	如不锈钢
MT-99FF090373BB	strength_grade	强度等级	optional	text			true	3	8.8、12.9等
MT-9A3C4FF48BC3	rated_load	额定载荷	required	text	T		true	1	如15T。
MT-9A3C4FF48BC3	length	长度	required	number	m		true	2	如1
MT-9A3C4FF48BC3	sling_type	吊装带类型	optional	enum		扁平；圆形；彩色	true	3	扁平或圆形等结构类型。
MT-9A771CE69500	size	口径	optional	text			true	1	如4寸（DN100）
MT-9A771CE69500	capacity	容量	optional	text			true	2	如1.7L
MT-9A771CE69500	has_lid	是否带盖	optional	enum		是；否	true	3	
MT-9A771CE69500	color_transparency	颜色/透明度	optional	text			true	4	
MT-9A7B6CDDA0CC	length	长度	required	number	m		true	1	如1
MT-9A7B6CDDA0CC	material_type	材质	required	text			true	2	如铸铁
MT-9A7B6CDDA0CC	type	类型	optional	text			true	3	如变频
MT-9A7B6CDDA0CC	gauge	规格/号数	optional	text			true	4	铁丝线规号数，如14#、12#
MT-9A7B6CDDA0CC	feature	特征	optional	text			true	5	如厚
MT-9C53C19E6579	material	材质	required	text			true	1	如不锈钢
MT-9C53C19E6579	dimensions	尺寸	required	text			true	2	如1.2米*0.6米
MT-9C53C19E6579	color	颜色	optional	text			true	3	如透明
MT-9D7DD104AF02	aperture_mm	孔径	required	number	mm		true	1	如1.2。
MT-9D7DD104AF02	length_mm	长度(mm)	required	number	mm		true	2	
MT-9D8038C97A29	section	截面	required	text			true	1	
MT-9D8038C97A29	length	长度	required	number	m		true	2	如1
MT-9D8038C97A29	material	材质	optional	text			true	3	如不锈钢
MT-9D96F96A0EDB	line_length	线长	required	number	m		true	1	墨线长度，如20m
MT-9D96F96A0EDB	type	类型	optional	text			true	2	如变频
MT-9D9CD04D7D99	purpose	用途	optional	text			true	1	如防火涂层检测
MT-9D9CD04D7D99	capacity	容量	optional	text			true	2	如1.7L
MT-9D9CD04D7D99	brand	品牌	optional	text			true	3	如海飞丝
MT-9DA3E93806D1	material	材质	optional	text			true	1	如不锈钢
MT-9DA3E93806D1	brush_width	刷头宽度	optional	number	cm		true	2	如30cm。
MT-9DC675466E36	interface_size	接口	required	text			true	1	如G1/2
MT-9DC675466E36	length	长度	required	number	m		true	2	如1
MT-9DC675466E36	material	材质	optional	text			true	3	如不锈钢
MT-9E547BD1FBFF	nominal_diameter	公称直径	required	text			true	1	如DN25、DN50
MT-9E547BD1FBFF	material	材质	optional	text			true	2	如不锈钢
MT-9E547BD1FBFF	length	长度	optional	number	m		true	3	如1
MT-9E547BD1FBFF	product_form	组合形式	optional	enum		单管；套装	true	4	单管或以套为单位的带配件注浆管套装
MT-9E65A5E71B56	packaging	包装	optional	text			true	1	如大包
MT-9E65A5E71B56	purpose	用途	optional	text			true	2	如防火涂层检测
MT-9E65A5E71B56	brand	品牌	optional	text			true	3	如海飞丝
MT-9EDEF9F67978	load_capacity	承重	required	text			true	1	
MT-9EDEF9F67978	material_type	材质	required	text			true	2	如铸铁
MT-9EDEF9F67978	structure	结构	optional	text			true	3	其他结构特征
MT-9EF252A24B64	material	材质	required	text			true	1	如不锈钢
MT-9EF252A24B64	connection_type	连接方式	required	text			true	2	如胶接
MT-9EF252A24B64	thread_spec	螺纹规格	optional	text			true	3	如M32*2
MT-9EF252A24B64	pressure_grade	压力等级	optional	text			true	4	如1.0MPa、1.6MPa
MT-9F29A6AF13D5	operation_mode	操作方式	optional	text			true	1	如按钮式、旋钮式。
MT-9F29A6AF13D5	contact_positions	触点挡位	optional	text			true	2	可切换的挡位/位置数。
MT-9F7DACC46591	thickness_mm	厚度（mm）	required	number	mm		true	1	如厚型1mm。
MT-A01005FE6F07	size	口径	optional	text			true	1	如4寸（DN100）
MT-A103ED3AAAD1	dimensions	尺寸	required	text			true	1	如1.2米*0.6米
MT-A103ED3AAAD1	thickness	厚度	required	text			true	2	如3mm
MT-A103ED3AAAD1	color	颜色	optional	text			true	3	如透明
MT-A103ED3AAAD1	coating	镀层	optional	text			true	4	如镀锌
MT-A119B993C77F	mounting_hole_size	安装孔径	required	text			true	1	如M22、22mm。
MT-A119B993C77F	contact_config	触点形式	optional	text			true	2	如1NC+1NO。
MT-A1289B5C5B16	diameter_mm	直径（mm）	required	number	mm		true	1	钢丝绳直径。
MT-A1289B5C5B16	structure	结构	optional	text			true	2	其他结构特征
MT-A1289B5C5B16	material	材质	optional	text			true	3	如不锈钢
MT-A1289B5C5B16	length_m	长度（米）	optional	number	m		true	4	如1.2米。
MT-A1289B5C5B16	surface_treatment	表面处理	optional	text			true	5	镀锌等
MT-A1289B5C5B16	processing	加工	optional	text			true	6	如扣压；不据此推断成环。
MT-A15792602A79	diameter	直径	required	text			true	1	如1.5米
MT-A15792602A79	length	长度	required	number	m		true	2	如1
MT-A15792602A79	material	材质	optional	text			true	3	如不锈钢
MT-A15792602A79	brand	品牌	optional	text			true	4	如海飞丝
MT-A1CBA18A04E3	size	口径	optional	text			true	1	如4寸（DN100）
MT-A1CBA18A04E3	material	材质	optional	text			true	2	如不锈钢
MT-A215E8ECF13D	rated_voltage_v	额定电压	required	number	V		true	1	如250V。
MT-A215E8ECF13D	rated_current_a	额定电流	required	number	A		true	2	如100A。
MT-A2A4E903909C	cross_section	截面积	optional	text			true	1	如2.5mm²
MT-A2A4E903909C	length	长度	optional	number	m		true	2	如1
MT-A2A4E903909C	material	材质	optional	text			true	3	如不锈钢
MT-A2F817AEB464	size	口径	required	text			true	1	如4寸（DN100）
MT-A2F817AEB464	material	材质	optional	text			true	2	如不锈钢
MT-A2F817AEB464	brand	品牌	optional	text			true	3	如海飞丝
MT-A35545301B28	material	材质	required	text			true	1	如不锈钢
MT-A35545301B28	length_m	长度（米）	required	number	m		true	2	如1.2米。
MT-A47993827FA7	interface_type	接口形式	required	text			true	1	两端接口如内丝/外丝/快速接头
MT-A47993827FA7	cable_category	适用网线	optional	text			true	2	
MT-A47993827FA7	shielding_type	屏蔽类型	optional	text			true	3	
MT-A47A308921F7	rated_voltage_v	额定电压	required	number	V		true	1	如250V。
MT-A47A308921F7	poles	极数	required	text			true	2	如2P、3P、4P。
MT-A47A308921F7	rated_current_a	额定电流	required	number	A		true	3	如100A。
MT-A4B31D70F1B0	capacity	容量	optional	text			true	1	如1.7L
MT-A4B31D70F1B0	material	材质	optional	text			true	2	如不锈钢
MT-A4B31D70F1B0	configuration	配置	optional	text			true	3	如套装、含充电器
MT-A503CEBE22B8	material	材质	required	text			true	1	如不锈钢
MT-A503CEBE22B8	nominal_size	公称通径	required	text			true	2	如DN50、DN80
MT-A503CEBE22B8	length	长度	required	number	m		true	3	如1
MT-A503CEBE22B8	included	包含	optional	text			true	4	如卡箍
MT-A5851B319D1A	brand	品牌	optional	text			true	1	如海飞丝
MT-A5851B319D1A	package_capacity	包装容量	optional	text			true	2	如20kg/桶。
MT-A638D24D43BF	nominal_size	公称通径	required	text			true	1	如DN50、DN80
MT-A638D24D43BF	connection_type	连接方式	required	text			true	2	如胶接
MT-A638D24D43BF	material	材质	optional	text			true	3	如不锈钢
MT-A6DDF67DC33F	thickness	厚度	optional	text			true	1	如3mm
MT-A6DDF67DC33F	material	材质	optional	text			true	2	如不锈钢
MT-A6E56B3BA604	material	材质	required	text			true	1	如不锈钢
MT-A6E56B3BA604	size	口径	required	text			true	2	如4寸（DN100）
MT-A6E56B3BA604	connection	连接	optional	text			true	3	如内外牙
MT-A71425EF4FD1	accessory_type	配件类型	required	text			true	1	
MT-A71425EF4FD1	material	材质	optional	text			true	2	如不锈钢
MT-A71425EF4FD1	color	颜色	optional	text			true	3	如透明
MT-A733EA92CF1D	spec	规格	required	text			true	1	如通用
MT-A733EA92CF1D	material	材质	optional	text			true	2	如不锈钢
MT-A733EA92CF1D	included_components	包含组件	optional	text			true	3	
MT-A8DEDE222B97	size	口径	optional	text			true	1	如4寸（DN100）
MT-A8DEDE222B97	thickness	厚度	optional	text			true	2	如3mm
MT-A8DEDE222B97	material	材质	optional	text			true	3	如不锈钢
MT-A8FA3D3804D6	measurement_site	测量部位	optional	text			true	1	
MT-A8FA3D3804D6	display_type	类型	optional	text			true	2	如数字万用表
MT-A8FA3D3804D6	power_supply	供电	optional	text			true	3	如太阳能、市电
MT-A910340E89B8	size	口径	required	text			true	1	如4寸（DN100）
MT-A910340E89B8	material	材质	optional	text			true	2	如不锈钢
MT-A96200DCE10B	connection_thread	接口螺纹	required	text			true	1	如M20×1.5
MT-A96200DCE10B	dial_diameter	表盘直径	optional	text			true	2	如100mm
MT-A96200DCE10B	range	量程	optional	text			true	3	如1000A、2000A
MT-A96200DCE10B	medium	介质	optional	text			true	4	如油
MT-A96200DCE10B	pressure_characteristic	压力特性	optional	text			true	5	如高压
MT-A96200DCE10B	mounting_direction	安装方向	optional	text			true	6	如轴向
MT-A96200DCE10B	feature	特征	optional	text			true	7	如厚
MT-A96200DCE10B	structure	结构	optional	text			true	8	其他结构特征
MT-A9678233B125	gas_type	适用气体/介质	required	text			true	1	氧气、乙炔、二氧化碳等。
MT-A9678233B125	interface	接口	optional	text			true	2	如外丝转内丝
MT-A9938CFD4ABF	opening	开口	required	text			true	1	
MT-A9938CFD4ABF	size	口径	optional	text			true	2	如4寸（DN100）
MT-A9938CFD4ABF	material	材质	optional	text			true	3	如不锈钢
MT-AA5E21D5F57D	outer_diameter	外径	required	text	mm		true	1	外径尺寸
MT-AA5E21D5F57D	bore_diameter	孔径	required	number	mm		true	2	安装孔径
MT-AA5E21D5F57D	grit	粒度	optional	text			true	3	如80#、240#、600#
MT-AA7E44AD1FD3	material	材质	optional	text			true	1	如不锈钢
MT-AA7E44AD1FD3	specification	规格	optional	text			true	2	如65*20*1
MT-AAE939707F2D	applicable_to	适用	optional	text			true	1	适用罐体，如发泡剂罐
MT-AAE939707F2D	waterproof_rating	防水等级	optional	text			true	2	
MT-AB730E92CF01	material	材质	optional	text			true	1	如不锈钢
MT-AB730E92CF01	dimensions	尺寸	optional	text			true	2	如1.2米*0.6米
MT-AB8A97187E47	size	口径	required	text			true	1	如4寸（DN100）
MT-AB8A97187E47	material	材质	optional	text			true	2	如不锈钢
MT-AB8A97187E47	feature	特征	optional	text			true	3	如厚
MT-AB9C49CCED29	rated_load	额定载荷	optional	text	T		true	1	如15T。
MT-AB9C49CCED29	fit_chain_diameter	适配链条直径	optional	number	mm		true	2	如10mm。
MT-ABEFCF12A024	spec	规格	required	text			true	1	如通用
MT-ABEFCF12A024	wall_thickness	壁厚	required	number	mm		true	2	壁厚，如3.5mm
MT-ABEFCF12A024	length	长度	required	number	m		true	3	如1
MT-ABEFCF12A024	material	材质	required	text			true	4	如不锈钢
MT-AC1FD23DCC6A	power	匹数	required	text			true	1	如3匹、大1.5匹、1.5匹
MT-AC1FD23DCC6A	voltage	电压	required	text			true	2	
MT-AC1FD23DCC6A	head	扬程	optional	text			true	3	
MT-AC1FD23DCC6A	outlet_size	口径	optional	text			true	4	
MT-AC69232F3EE7	model	型号	optional	text			true	1	如无则留空
MT-AC69232F3EE7	wire_gauge	适配线径	optional	text	mm²		true	2	可接入导线截面
MT-AC69232F3EE7	rated_current	额定电流	optional	number	A		true	3	如100A
MT-AC69232F3EE7	material	材质	optional	text			true	4	如不锈钢
MT-ACBA3BC18A00	specification	规格	required	text			true	1	如65*20*1
MT-ACBA3BC18A00	material	材质	optional	text			true	2	如不锈钢
MT-ACBA3BC18A00	surface_treatment	表面处理	optional	text			true	3	镀锌等
MT-ACBA3BC18A00	feature	特征	optional	text			true	4	如厚
MT-ACDB3D621DB0	form	形式	optional	text			true	1	如堵头、管帽
MT-ACDB3D621DB0	capacity	容量	required	text			true	2	如1.7L
MT-ACECB926948D	capacity	容量	required	text			true	1	如1.7L
MT-ACECB926948D	material	材质	optional	text			true	2	如不锈钢
MT-AD4A5D9B4C70	nozzle_type	类型	optional	text			true	1	
MT-AD4A5D9B4C70	interface	接口	required	text			true	2	如外丝转内丝
MT-AD4A5D9B4C70	material	材质	optional	text			true	3	如不锈钢
MT-ADDC440B3D3D	specification	规格	required	text			true	1	如65*20*1
MT-ADDC440B3D3D	material	材质	required	text			true	2	如不锈钢
MT-ADDC440B3D3D	strength_grade	强度等级	required	text			true	3	8.8、12.9等
MT-ADDC440B3D3D	surface_treatment	表面处理	optional	text			true	4	镀锌等
MT-AE1D847DF5D5	capacity	容量	optional	text			true	1	如1.7L
MT-AE495F6536BA	adapt_pipe_diameter	适配管径	required	text	mm		true	1	如40mm
MT-AE495F6536BA	material	材质	optional	text			true	2	如不锈钢
MT-AE495F6536BA	length	长度	optional	number	m		true	3	如1
MT-AF2CC3484248	blade_width	刀片宽度	required	number	mm		true	1	适配刀片宽度，如18mm
MT-AF901DEEA2E3	structure	结构	optional	text			true	1	其他结构特征
MT-AF901DEEA2E3	capacity	容量	optional	text			true	2	如1.7L
MT-AF901DEEA2E3	nozzle_type	类型	optional	text			true	3	
MT-B045D28A7E61	applicable_wire_range	适用线径/压接范围	optional	text			true	1	
MT-B083810EBC72	material	材质	optional	text			true	1	如不锈钢
MT-B083810EBC72	specification	规格	required	text			true	2	如65*20*1
MT-B0CBC9496C3D	interface	接口	required	text			true	1	如外丝转内丝
MT-B115C59783C5	length	长度	required	number	m		true	1	如1
MT-B115C59783C5	material	材质	optional	text			true	2	如不锈钢
MT-B1ACC993318A	applicable_pipe_diameter	适用管径	required	text			true	1	可剪切管径范围，如≤42mm
MT-B1B04335689F	mesh_type	网目/针数	optional	text			true	1	
MT-B1B04335689F	width	宽度	optional	number	mm		true	2	如50
MT-B1B04335689F	length	长度	optional	number	m		true	3	如1
MT-B1ED50F1FA25	size	口径	required	text			true	1	如4寸（DN100）
MT-B1ED50F1FA25	shape	形状	optional	text			true	2	如方凳、圆凳
MT-B1ED50F1FA25	handle_material	柄材质	optional	text			true	3	
MT-B1F91331D072	outer_diameter	外径	required	text	mm		true	1	外径尺寸
MT-B22918C71E30	color	颜色	required	text			true	1	如透明
MT-B22918C71E30	tip_size	笔尖规格	optional	text			true	2	如1.0mm
MT-B24626B34806	range	量程	required	text			true	1	如1000A、2000A
MT-B24626B34806	accuracy	精度	optional	text			true	2	如±2.5%、±3%
MT-B24626B34806	material	材质	optional	text			true	3	如不锈钢
MT-B26616B94C6A	applicable_equipment	适用设备	required	text			true	1	适用设备或工况
MT-B26616B94C6A	material_type	材质	required	text			true	2	如铸铁
MT-B26616B94C6A	size	口径	required	text			true	3	如4寸（DN100）
MT-B28ABEE875E5	rated_voltage_v	额定电压	required	number	V		true	1	如250V。
MT-B28ABEE875E5	rated_current_a	额定电流	required	number	A		true	2	如100A。
MT-B28ABEE875E5	configuration	配置	optional	text			true	3	如套装、含充电器
MT-B28ABEE875E5	brand	品牌	optional	text			true	4	如海飞丝
MT-B29E3582C171	sand_type	砂类型	optional	text			true	1	如中砂、黄砂、粗砂、细砂
MT-B29E3582C171	packaging	包装	optional	text			true	2	如大包
MT-B31CC9A0EEF0	nominal_diameter	公称直径	required	text			true	1	如DN25、DN50
MT-B31CC9A0EEF0	material	材质	optional	text			true	2	如不锈钢
MT-B31CC9A0EEF0	connection_type	连接方式	optional	text			true	3	如胶接
MT-B3AEC33E4AE4	size	口径	optional	text			true	1	如4寸（DN100）
MT-B3AEC33E4AE4	feature	特征	optional	text			true	2	如厚
MT-B3AEC33E4AE4	material	材质	optional	text			true	3	如不锈钢
MT-B3C8B06BB00B	tube_size	适用气管外径	required	text			true	1	如8mm
MT-B3C8B06BB00B	material	材质	optional	text			true	2	如不锈钢
MT-B42C3BFF9948	purity	纯度	optional	text			true	1	
MT-B42C3BFF9948	packaging	包装	optional	text			true	2	如大包
MT-B47C75759752	medium	介质	required	text			true	1	如油
MT-B47C75759752	inner_diameter	内径	required	text	mm		true	2	内径尺寸
MT-B47C75759752	length	长度	optional	number	m		true	3	如1
MT-B47C75759752	pressure_rating	压力等级	optional	text	MPa		true	4	如1.0MPa、1.6MPa
MT-B47C75759752	hose_type	管型	optional	enum		单管；双联	true	5	如双联。
MT-B4A4B158BCE0	size	口径	required	text			true	1	如4寸（DN100）
MT-B4A4B158BCE0	material	材质	optional	text			true	2	如不锈钢
MT-B4A4B158BCE0	brand	品牌	optional	text			true	3	如海飞丝
MT-B4DD7380CBB8	action_temperature	动作温度	optional	text			true	1	动作温度设定。
MT-B4DD7380CBB8	application	用途	optional	text			true	2	给水、排水、线缆保护等；同规格不同用途应区分为不同SKU
MT-B4DD7380CBB8	rated_voltage_v	额定电压	optional	number	V		true	3	如250V。
MT-B512EDF57C8A	grade	等级	optional	text			true	1	如4SH
MT-B512EDF57C8A	diameter_mm	直径（mm）	required	number	mm		true	2	钢丝绳直径。
MT-B512EDF57C8A	package_weight_kg	包装重量	optional	number	kg		true	3	如20kg。
MT-B59BF9EA2E72	style	样式	optional	enum		手持；桶式；卧式；立式	true	1	吸尘器的结构形式。
MT-B59BF9EA2E72	load_capacity	承重	optional	text			true	2	
MT-B59BF9EA2E72	hook_type	挂钩	optional	text			true	3	
MT-B59BF9EA2E72	has_buffer	带缓冲	optional	enum		是；否	true	4	
MT-B59C41CB0799	model	型号	required	text			true	1	如无则留空
MT-B59C41CB0799	color	颜色	optional	text			true	2	如透明
MT-B59C41CB0799	wire_gauge	适配线径	optional	text	mm²		true	3	可接入导线截面
MT-B5E58D50AAA2	joint_type	接头形式	optional	text			true	1	如内外四方
MT-B5E58D50AAA2	specification	规格	required	text			true	2	如65*20*1
MT-B5E58D50AAA2	material	材质	optional	text			true	3	如不锈钢
MT-B5EB103B46E6	spec	规格	required	text			true	1	如通用
MT-B5EB103B46E6	layer_count	层数	required	text			true	2	如2层
MT-B5EB103B46E6	length	长度	required	number	m		true	3	如1
MT-B5EB103B46E6	joint_form	接头形式	optional	text			true	4	如两端接头
MT-B602DCF010E3	material	材质	required	text			true	1	如不锈钢
MT-B602DCF010E3	spec	规格	required	text			true	2	如通用
MT-B63247B85664	material	材质	required	text			true	1	如不锈钢
MT-B63247B85664	thread_spec	螺纹规格	required	text			true	2	如M32*2
MT-B63CE3EC9C1A	compatible_equipment	适配设备	required	text			true	1	如变频器。
MT-B678AF8CC659	material	材质	required	text			true	1	如不锈钢
MT-B678AF8CC659	size	口径	required	text			true	2	如4寸（DN100）
MT-B678AF8CC659	connection_type	连接方式	optional	text			true	3	如胶接
MT-B6BEC02712CE	capacity	容量	required	text			true	1	如1.7L
MT-B6BEC02712CE	outlet_count	出口数	required	text			true	2	
MT-B6BEC02712CE	voltage	电压	required	text			true	3	
MT-B738E1F78153	interface	接口	required	text			true	1	如外丝转内丝
MT-B738E1F78153	length	长度	optional	number	m		true	2	如1
