issue_id	batch_id	top_group	material_family	current_name	item_code	issue_type	severity	detail	status
MGI-8C3AF483852FE1	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	外六角螺栓		type_review_not_approved	high	定义将6.8级、8.8级及高强度螺栓直接并入外六角螺栓，但源证据未体现这些SKU的六角头型，属无依据推断；应限定头型或调整目标类型。	open
MGI-912C26C1E901F6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	外六角螺栓	SPARE-000045	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-8E39912FC3CF60	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	外六角螺栓套件	FAST-000013	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-0BF9D9A07E5050	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	管片螺栓		type_review_not_approved	high	源证据含“定制：是”，属性模板未提供定制属性，无法区分定制管片螺栓。	open
MGI-E807376503A9E6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	管片螺栓	PIPE-000261	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-11DD9C800EE518	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	自攻螺丝	FAST-000073	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5F121222A002A9	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	自攻螺丝	FAST-000106	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-6F14E2DBAED1AB	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	自攻螺丝	FAST-000103	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-AA21C6583ABF6F	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	自攻螺丝	SPARE-000061	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-230158A7A43B54	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000032	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-372172B2256B6F	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000047	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3D03000E1ED1B9	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000054	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3D58C0C4EFE03C	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000036	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-3F16881FEBA986	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000038	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-58F1C015CD4DDC	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件		type_review_not_approved	high	螺丝类型与套件组成设为必填，但源证据中通用螺丝套件SKU未记录螺丝类型，部分未记录套件组成；必填属性与现有数据不兼容。	open
MGI-62980B55A39E52	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000022	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7A754D3172DAB6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000015	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-A1C8BED1E48E3C	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000046	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-A6FE413839EB99	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000039	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D7B4E4F8B762FC	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000033	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-DB2B7C2D150EFD	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000035	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E3661700173724	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000087	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E8B930EFFD08CE	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000037	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E8F91007D511BE	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000074	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F8101AE7A69688	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	螺丝套件	FAST-000045	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-0156D9C996D962	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	钻尾螺丝	FAST-000107	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5C37A02DCE79A7	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	钻尾螺丝	FAST-000104	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-2AA321E1039F03	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度全牙螺栓	FAST-000108	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-7A008D3FC701E2	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度全牙螺栓		detailed_mapping_required	medium	该名称需要查看完整 SKU 证据后再映射。	open
MGI-AA23D3989C96BA	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度全牙螺栓	FAST-000082	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D8B1A6F772648E	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度全牙螺栓	FAST-000119	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-1205477F64E255	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000116	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-671F43B5F5DED6	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000084	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-71DEBF35FAA555	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000100	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-9153D65673A012	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000123	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C6D207253F977C	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000117	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-D8D29FC1A96786	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000093	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-E5D88BE734005D	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000091	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F0BE009417D78D	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000090	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F6E9BFF1A7AADF	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺丝套件	FAST-000094	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-0618A9152D4256	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺栓	SPARE-000042	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-07FFC6191AF7E1	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺栓	FAST-000064	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-346847D576601B	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺栓	FAST-000067	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-5E8B7DDC5A890E	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺栓	FAST-000016	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-F004722A07FA93	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	高强度螺栓		decision_review_not_approved	high	合并到外六角螺栓缺头型证据，需确认六角头或调整目标类型。	open
MGI-405EEE0AA576EB	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	鱼尾螺栓	SPARE-000026	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-80B63E291A7A6A	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	鱼尾螺栓	SPARE-000028	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
MGI-C8BACAC1DFDD60	MGR-02E110E8A08D	紧固件与连接件	螺丝/螺栓	鱼尾螺栓	SPARE-000027	sku_mapping_unresolved	high	该 SKU 尚未获得经生成、独立复核和程序校验共同确认的标准类型映射。	open
