item_code	source_item_codes	merged_count	item_name	sku_name	required_specs	item_group	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	original_item_name	original_sku_name	original_required_specs	original_unit	updated_at
PIPE-000486	PIPE-000486	1	直接/直通	镀锌内丝直接 6分	材质：镀锌；接口：内丝；规格：6分	管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	个	7.47	CNY	按单个估价，单价对应单位=个；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	无需补齐	镀锌内丝直接6分；镀锌内丝直接			直接/直通	镀锌内丝直接 6分	材质：镀锌；接口：内丝；规格：6分	个	2026-07-08
PIPE-000487	PIPE-000487	1	三通	镀锌三通 6分	材质：镀锌；规格/口径：6分	管材管件阀门/三通	管材管件阀门	三通	三通	个	10.00	CNY	按单个估价；按物料族“三通”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.0000；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	镀锌三通6分；镀锌三通			三通	镀锌三通 6分	材质：镀锌；规格/口径：6分	只	2026-07-08
PIPE-000489	PIPE-000489	1	快速接头	铝合金快速接头 DN50	材质：铝合金；公称通径：DN50	管材管件阀门/直接/接头	管材管件阀门	直接/接头	直接/接头	套	59.75	CNY	按套估价，单价对应单位=套；按物料族“直接/接头”抽样复核中位数调整；样本数=8；可靠性=medium；调整系数=2.9875；金额按四舍五入保留两位小数。	无需补齐	铝合金快速接头DN50；铝合金快速接头			快速接头	快速接头 DN50	材质：铝合金；公称通径：DN50	套	2026-07-08
PIPE-000490	PIPE-000490	1	高压钢丝软管	高压钢丝软管 Φ25	内径：25mm	液压气动/高压油管/胶管	液压气动	高压油管/胶管	高压油管/胶管	米	14.51	CNY	按米计价，内径25mm高压钢丝软管；按物料族“高压油管/胶管”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9673；金额按四舍五入保留两位小数。	无需补齐	高压钢丝管Φ25；高压钢丝软管			高压钢丝软管	高压钢丝软管 Φ25	内径：25mm	米	2026-07-08
PIPE-000491	PIPE-000491	1	球阀	球阀 DN20 304	材质：304；规格/口径：DN20	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	125.25	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	无需补齐	304不锈钢球阀DN20；不锈钢球阀			球阀	球阀 DN20 304	材质：304；规格/口径：DN20	个	2026-07-08
PIPE-000492	PIPE-000492	1	球阀	球阀 DN15 304	材质：304；规格/口径：DN15	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	104.38	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	无需补齐	304不锈钢球阀DN15；不锈钢球阀			球阀	球阀 DN15 304	材质：304；规格/口径：DN15	个	2026-07-08
PIPE-000493	PIPE-000493	1	球阀	球阀 DN10 304	材质：304；规格/口径：DN10	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	83.50	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	无需补齐	304不锈钢球阀DN10；不锈钢球阀			球阀	球阀 DN10 304	材质：304；规格/口径：DN10	个	2026-07-08
PIPE-000494	PIPE-000494	1	球阀	球阀 DN8 304	材质：304；规格/口径：DN8	管材管件阀门/阀门	管材管件阀门	阀门	阀门	个	62.63	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	无需补齐	304不锈钢球阀DN8；不锈钢球阀			球阀	球阀 DN8 304	材质：304；规格/口径：DN8	个	2026-07-08
PIPE-000495	PIPE-000495	1	蝶阀	蝶阀 DN80 304 电动 重体 法兰	公称通径：DN80；材质：304；结构：重体；驱动：电动；连接：法兰	管材管件阀门/阀门	管材管件阀门	阀门	阀门	只	3340.00	CNY	按单个估价；按物料族“阀门”抽样复核中位数调整；样本数=6；可靠性=medium；调整系数=4.1750；金额按四舍五入保留两位小数。	无需补齐	304不锈钢重体电动法兰蝶阀DN80；不锈钢电动法兰蝶阀			蝶阀	蝶阀 DN80 304 电动 重体 法兰	公称通径：DN80；材质：304；结构：重体；驱动：电动；连接：法兰	只	2026-07-08
SAFE-000001	SAFE-000001	1	手套	手套 帆布双层	材质：帆布；层数：双层；颜色：原色	劳保防护/手套	劳保防护	手套	手套	双	3.86	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐颜色；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	双重帆布手套；帆布手套；帆布双层手套；双层帆布手套			手套	手套 帆布双层	材质：帆布；层数：双层	双	2026-07-08
SAFE-000002	SAFE-000002	1	防护眼镜	防护眼镜 打磨用	用途：打磨	劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	副	6.67	CNY	按副估价，打磨用防护眼镜；按物料族“眼面防护”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8334；金额按四舍五入保留两位小数。	无需补齐	打磨眼镜；防护眼镜			防护眼镜	防护眼镜 打磨用	用途：打磨	副	2026-07-08
SAFE-000004	SAFE-000004	1	焊工眼镜	焊工眼镜 遮光11# 墨绿色	遮光等级：11#；镜片颜色：墨绿色；镜框：黑色	劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	副	10.00	CNY	按1副估价；按物料族“眼面防护”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8334；金额按四舍五入保留两位小数。	补齐镜框；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	电焊眼镜；焊工眼镜			焊工眼镜	焊工眼镜 遮光11#	遮光等级：11#；镜片颜色：墨绿色	副	2026-07-08
SAFE-000005	SAFE-000005	1	手套	手套 帆布加厚双层	材质：帆布；层数：双层；加厚：是；颜色：原色	劳保防护/手套	劳保防护	手套	手套	双	4.50	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐颜色；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加厚双层帆布手套；帆布手套			手套	手套 帆布加厚双层	材质：帆布；层数：双层；加厚：是	双	2026-07-08
SAFE-000006	SAFE-000006	1	手套	手套 乳胶加厚	材质：乳胶；加厚：是；长度：30cm；颜色：黄色	劳保防护/手套	劳保防护	手套	手套	双	7.71	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐长度、颜色；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加厚乳胶手套；乳胶手套			手套	手套 乳胶加厚	材质：乳胶；加厚：是	双	2026-07-08
SAFE-000007	SAFE-000007	1	手套	手套 牛筋加厚	材质：牛筋；加厚：是；颜色：黄色；长度：35cm	劳保防护/手套	劳保防护	手套	手套	双	10.29	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐颜色、长度；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	牛筋加厚手套；牛筋手套			手套	手套 牛筋加厚	材质：牛筋；加厚：是	双	2026-07-08
SAFE-000008	SAFE-000008	1	防护眼镜	防护眼镜 透明	颜色：透明	劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	副	4.17	CNY	按副估价，透明防护眼镜；按物料族“眼面防护”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8334；金额按四舍五入保留两位小数。	无需补齐	透明防护眼镜；防护眼镜			防护眼镜	防护眼镜 透明	颜色：透明	副	2026-07-08
SAFE-000009	SAFE-000009	1	碘伏	碘伏 500ml	容量：500ml；浓度：0.5%；包装：瓶装	劳保防护/急救用品	劳保防护	急救用品	急救用品	瓶	9.60	CNY	按1瓶估价；按物料族“急救用品”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.2000；金额按四舍五入保留两位小数。	补齐浓度、包装	碘伏500ml；碘伏			碘伏	碘伏 500ml	容量：500ml	瓶	2026-07-08
SAFE-000010	SAFE-000010	1	创可贴	创可贴 100片/盒	尺寸：70mm×18mm；包装数量：100片/盒	劳保防护/急救用品	劳保防护	急救用品	急救用品	盒	14.40	CNY	按1盒100片估价；按物料族“急救用品”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.2000；金额按四舍五入保留两位小数。	补齐尺寸、包装数量，单位由片改为盒	止血贴；创可贴			创可贴	创可贴 100片/盒	尺寸：70mm×18mm；包装数量：100片/盒	片	2026-07-08
SAFE-000011	SAFE-000011	1	医用绷带	医用绷带 8cm×600cm	宽度：8cm；长度：600cm；材质：脱脂棉	劳保防护/急救用品	劳保防护	急救用品	急救用品	卷	3.60	CNY	按1卷估价；按物料族“急救用品”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.2000；金额按四舍五入保留两位小数。	补齐材质	绷带；医用绷带			医用绷带	医用绷带 8cm×600cm	宽度：8cm；长度：600cm	卷	2026-07-08
SAFE-000012	SAFE-000012	1	白布	白布 纯棉	材质：纯棉	清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	千克	9.50	CNY	按kg计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	无需补齐	纯棉大白布；纯棉白布；白布			白布	白布 纯棉	材质：纯棉	KG	2026-07-08
SAFE-000013	SAFE-000013	1	口罩	一次性口罩 三层 50只/盒	材质：无纺布；层数：三层；包装数量：50只/盒	劳保防护/呼吸防护	劳保防护	呼吸防护	呼吸防护	盒	12.00	CNY	按1盒50只估价；按物料族“呼吸防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.4800；金额按四舍五入保留两位小数。	补齐层数、包装数量；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	一次性口罩			口罩	口罩 一次性	材质：无纺布	只	2026-07-08
SAFE-000014	SAFE-000014	1	医用胶带	医用胶带 1.25cm×5m	宽度：1.25cm；长度：5m；材质：无纺布	劳保防护/急救用品	劳保防护	急救用品	急救用品	卷	2.40	CNY	按1卷估价；按物料族“急救用品”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.2000；金额按四舍五入保留两位小数。	补齐材质				医用胶带	医用胶带 1.25cm×5m	宽度：1.25cm；长度：5m	卷	2026-07-08
SAFE-000015	SAFE-000015	1	五点式安全带	五点式安全带 欧式	款式：欧式；承重：100kg；挂钩：小钩	劳保防护/安全带/安全绳	劳保防护	安全带/安全绳	安全带/安全绳	条	90.11	CNY	按1条估价；按物料族“安全带/安全绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.5006；金额按四舍五入保留两位小数。	补齐承重、挂钩；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	五点式欧式安全带；五点式安全带			五点式安全带	五点式安全带 欧式	款式：欧式	条	2026-07-08
SAFE-000016	SAFE-000016	1	手套	手套 挂胶厚	材质：胶；工艺：挂胶；厚度：厚；长度：35cm	劳保防护/手套	劳保防护	手套	手套	双	6.43	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐长度、工艺；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	厚挂胶手套；挂胶手套			手套	手套 挂胶厚	材质：胶；工艺：挂胶；厚度：厚	双	2026-07-08
SAFE-000018	SAFE-000018	1	防护眼镜	防护眼镜 平光	镜片类型：平光	劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	副	4.17	CNY	按副估价，常见平光防护眼镜；按物料族“眼面防护”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8334；金额按四舍五入保留两位小数。	无需补齐	平镜眼镜；平光防护眼镜			防护眼镜	防护眼镜 平光	镜片类型：平光	副	2026-07-08
SAFE-000019	SAFE-000019	1	棉签	棉签 10cm 双头	规格/口径：10cm；头型：双头；包装数量：100支	清洁办公后勤/清洁用品	清洁办公后勤	清洁用品	清洁用品	包	4.88	CNY	按包计价，每包100支；按物料族“清洁用品”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9750；金额按四舍五入保留两位小数。	无需补齐	棉签			棉签	棉签 10cm 双头	规格/口径：10cm；头型：双头；包装数量：100支	包	2026-07-08
SAFE-000020	SAFE-000020	1	手套	手套 布加厚双层	材质：布；层数：双层；加厚：是；颜色：白	劳保防护/手套	劳保防护	手套	手套	双	5.14	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐颜色；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加厚双层布手套；布手套；布加厚双层手套			手套	手套 布加厚双层	材质：布；层数：双层；加厚：是	双	2026-07-08
SAFE-000021	SAFE-000021	1	草帽	草帽 58cm	头围：58cm；材质：草编	劳保防护/安全帽/头部防护	劳保防护	安全帽/头部防护	安全帽/头部防护	个	12.00	CNY	按1个估价；按物料族“安全帽/头部防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.8000；金额按四舍五入保留两位小数。	补齐材质	草帽			草帽	草帽 58cm	头围：58cm	个	2026-07-08
SAFE-000022	SAFE-000022	1	焊工手套	焊工手套 35cm 牛皮	材质：牛皮；长度：35cm；类型：电焊	劳保防护/手套	劳保防护	手套	手套	双	32.14	CNY	按1双估价；按物料族“手套”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2857；金额按四舍五入保留两位小数。	补齐类型	电焊手套；焊工手套			焊工手套	焊工手套	材质：牛皮；长度：35cm	双	2026-07-08
SAFE-000023	SAFE-000023	1	路锥	路锥 1米	高度：1米；材质：橡胶	安全消防/安全警示	安全消防	安全警示	安全警示	个	61.67	CNY	按个估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	补齐材质	路锥1米；路锥			路锥	路锥 1米	高度：1米	个	2026-07-08
SAFE-000024	SAFE-000024	1	劳保鞋	劳保鞋 高帮	帮高：高帮；尺码：42；防护等级：防砸防刺穿	劳保防护/足部防护	劳保防护	足部防护	足部防护	双	220.00	CNY	按双估价，高帮防砸防刺穿劳保鞋；按物料族“足部防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.7500；金额按四舍五入保留两位小数。	无需补齐	进口高帮劳保鞋；高帮劳保鞋			劳保鞋	劳保鞋 高帮	帮高：高帮；尺码：42；防护等级：防砸防刺穿	双	2026-07-08
SAFE-000025	SAFE-000025	1	安全网	安全网 1.8m×6m 加厚 3000目	尺寸：1.8米×6米；目数：3000；特征：加厚；类型：密目	安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张	75.00	CNY	按张估价；按物料族“安全网/防护网”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.5000；金额按四舍五入保留两位小数。	补齐尺寸1.8m×6m，目数解释为3000目	加厚3000防护安全网；防护安全网			安全网	安全网 加厚 3000	规格：3000（单位未知）；特征：加厚	张	2026-07-08
SAFE-000026	SAFE-000026	1	安全绳	安全绳 五点式双钩	类型：五点式；挂钩：双钩；长度：1.8m；承重：100kg	劳保防护/安全带/安全绳	劳保防护	安全带/安全绳	安全带/安全绳	套	40.05	CNY	按1套估价；按物料族“安全带/安全绳”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.5006；金额按四舍五入保留两位小数。	补齐长度、承重；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	五点式双钩安全绳；安全绳			安全绳	安全绳 五点式双钩	类型：五点式；挂钩：双钩	套	2026-07-08
SAFE-000027	SAFE-000027	1	雨衣	雨衣 一次性	类型：一次性	劳保防护/雨具	劳保防护	雨具	雨具	套	9.17	CNY	按套估价，一次性雨衣；按物料族“雨具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.8333；金额按四舍五入保留两位小数。	无需补齐	一次性雨衣；雨衣			雨衣	雨衣 一次性	类型：一次性	套	2026-07-08
SAFE-000028	SAFE-000028	1	反射片	反射片 3*3cm	尺寸：3cm×3cm；材质：反光材料	安全消防/安全警示	安全消防	安全警示	安全警示	片	2.47	CNY	按片估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	补齐尺寸单位cm	3*3反射片；反射片			反射片	反射片 3*3	规格：3*3	片	2026-07-08
SAFE-000029	SAFE-000029	1	反射片	反射片 5*5cm	尺寸：5cm×5cm；材质：反光材料	安全消防/安全警示	安全消防	安全警示	安全警示	片	4.93	CNY	按片估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	补齐尺寸单位cm	5*5反射片；反射片			反射片	反射片 5*5	规格：5*5	片	2026-07-08
SAFE-000031	SAFE-000031	1	防坠安全网	防坠安全网 1.8m×6m	尺寸：1.8m×6m；材质：锦纶；网目：5cm×5cm；类型：防坠安全网	安全消防/安全网/防护网	安全消防	安全网/防护网	安全网/防护网	张	120.00	CNY	按张估价，尺寸1.8m×6m；按物料族“安全网/防护网”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.5000；金额按四舍五入保留两位小数。	单位从平方米改为张，适合采购	定做防坠安全网；防坠安全网			防坠安全网	防坠安全网 1.8m×6m	尺寸：1.8m×6m；材质：锦纶；网目：5cm×5cm	平方米	2026-07-08
SAFE-000032	SAFE-000032	1	电子血压计	电子血压计 上臂式	测量部位：上臂；显示方式：数字；电源：电池	劳保防护/急救用品	劳保防护	急救用品	急救用品	台	216.00	CNY	按1台估价；按物料族“急救用品”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.2000；金额按四舍五入保留两位小数。	补齐显示方式、电源	鱼跃电子血压计；电子血压计	鱼跃		电子血压计	电子血压计 上臂式	测量部位：上臂	台	2026-07-08
SAFE-000033	SAFE-000033	1	安全帽配件	安全帽配件 一字带	类型：一字带；材质：塑料；颜色：白色	劳保防护/安全帽/头部防护	劳保防护	安全帽/头部防护	安全帽/头部防护	只	1.60	CNY	按1只估价；按物料族“安全帽/头部防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.8000；金额按四舍五入保留两位小数。	补齐材质、颜色；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	安全帽一字带			安全帽配件	安全帽配件 一字带	类型：一字带	只	2026-07-08
SAFE-000034	SAFE-000034	1	油布	油布 4m*6m 加厚	尺寸：4m*6m；特征：加厚	包装覆盖周转/覆盖材料	包装覆盖周转	覆盖材料	覆盖材料	平方米	6.69	CNY	按每平方米2.5元估价，每块60元；按物料族“覆盖材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.6750；金额按四舍五入保留两位小数。	尺寸按常见加厚油布4m*6m补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加厚油布；油布；油布加厚			油布	油布 加厚	特征：加厚	㎡	2026-07-08
SAFE-000035	SAFE-000035	1	灭火器	灭火器 4KG 干粉	容量：4kg；灭火剂类型：干粉；压力：1.2MPa	安全消防/消防器材	安全消防	消防器材	消防器材	个	65.00	CNY	按个估价；按物料族“消防器材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.6250；金额按四舍五入保留两位小数。	补齐压力参数；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	4KG灭火器；灭火器			灭火器	灭火器 4KG 干粉	容量：4kg；灭火剂类型：干粉	个	2026-07-08
SAFE-000036	SAFE-000036	1	消防箱	消防箱 700×500×200	材质：铁质；尺寸：700×500×200mm	安全消防/消防器材	安全消防	消防器材	消防器材	个	195.00	CNY	按个估价；按物料族“消防器材”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.6250；金额按四舍五入保留两位小数。	无需补齐	消防箱子；消防箱			消防箱	消防箱 700×500×200	材质：铁质；尺寸：700×500×200	个	2026-07-08
SAFE-000037	SAFE-000037	1	防撞条	防撞条 背胶 橡胶 100mm	材质：橡胶；宽度：100mm；特征：背胶；长度：按米计	安全消防/安全警示	安全消防	安全警示	安全警示	米	19.73	CNY	按米估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	无需补齐	背胶防撞条			防撞条	防撞条 背胶 橡胶 100mm	材质：橡胶；宽度：100mm；特征：背胶	米	2026-07-08
SAFE-000038	SAFE-000038	1	路锥	路锥 90cm	高度：90cm；材质：橡胶	安全消防/安全警示	安全消防	安全警示	安全警示	个	49.33	CNY	按个估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	补齐材质	90cm路锥；路锥			路锥	路锥 90cm	高度：90cm	个	2026-07-08
SAFE-000039	SAFE-000039	1	伸缩杆	伸缩杆 红色 2米	颜色：红色；长度：2米；材质：铝合金	安全消防/围挡护栏	安全消防	围挡护栏	围挡护栏	个	28.00	CNY	按个估价；按物料族“围挡护栏”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.1200；金额按四舍五入保留两位小数。	无需补齐	红色伸缩杆；伸缩杆			伸缩杆	伸缩杆 红色 2米	颜色：红色；长度：2米；材质：铝合金	个	2026-07-08
SAFE-000040	SAFE-000040	1	警示牌	警示牌 600*800mm	材质：塑料；尺寸：600*800mm	安全消防/安全警示	安全消防	安全警示	安全警示	个	74.00	CNY	按个估价；按物料族“安全警示”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.4667；金额按四舍五入保留两位小数。	无需补齐	大警示牌			警示牌	警示牌 600*800mm	材质：塑料；尺寸：600*800mm	个	2026-07-08
SAFE-000041	SAFE-000041	1	遮阳网	遮阳网 密 2m*50m	宽度：2m；长度：50m；特征：密	包装覆盖周转/覆盖材料	包装覆盖周转	覆盖材料	覆盖材料	平方米	2.68	CNY	按每平方米1元估价，每卷100元；按物料族“覆盖材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.6750；金额按四舍五入保留两位小数。	尺寸按常见密目遮阳网2m*50m补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	密遮阳网；遮阳网			遮阳网	遮阳网 密	特征：密	平方米	2026-07-08
SAFE-000042	SAFE-000042	1	防尘网	防尘网 10针 1.8m*50m	类型：10针；宽度：1.8m；长度：50m	包装覆盖周转/覆盖材料	包装覆盖周转	覆盖材料	覆盖材料	平方米	3.21	CNY	按每平方米1.2元估价，每卷108元；按物料族“覆盖材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.6750；金额按四舍五入保留两位小数。	尺寸按常见防尘网1.8m*50m补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	10针防尘网；防尘网			防尘网	防尘网 10针	规格：10针	平方	2026-07-08
SAFE-000043	SAFE-000043	1	钢丝球	钢丝球	规格：通用；材质：不锈钢	清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	个	0.95	CNY	按个计价；按物料族“清洁工具”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=0.4750；金额按四舍五入保留两位小数。	材质按常见不锈钢补齐；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	钢丝球			钢丝球	钢丝球	规格：通用	个	2026-07-08
SAFE-000045	SAFE-000045	1	洗洁精	洗洁精 1L	容量：1L	清洁办公后勤/清洁用品	清洁办公后勤	清洁用品	清洁用品	瓶	11.70	CNY	按1L瓶装估价；按物料族“清洁用品”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.9750；金额按四舍五入保留两位小数。	单位从支改为瓶，符合常用采购单位	洗洁精			洗洁精	洗洁精 1L	容量：1L	支	2026-07-08
SAFE-000046	SAFE-000046	1	纱布	纱布 大包	包装：大包；规格：100片/包；尺寸：8cm×10cm	劳保防护/急救用品	劳保防护	急救用品	急救用品	包	24.00	CNY	按1包100片估价；按物料族“急救用品”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.2000；金额按四舍五入保留两位小数。	补齐片数、尺寸	纱布大包；纱布			纱布	纱布 大包	包装：大包	包	2026-07-08
SAFE-000047	SAFE-000047	1	雨衣	雨衣 加厚	特征：加厚	劳保防护/雨具	劳保防护	雨具	雨具	套	27.50	CNY	按套估价，加厚雨衣；按物料族“雨具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.8333；金额按四舍五入保留两位小数。	无需补齐	加厚雨衣；雨衣			雨衣	雨衣 加厚	特征：加厚	套	2026-07-08
SAFE-000048	SAFE-000048	1	焊接面罩	焊接面罩 头戴式	类型：头戴式；材质：PP；遮光片：标配	劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	个	20.84	CNY	按1个估价；按物料族“眼面防护”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8334；金额按四舍五入保留两位小数。	补齐材质、遮光片；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	好电焊帽；电焊帽			焊接面罩	焊接面罩 头戴式	类型：头戴式	个	2026-07-08
SAFE-000049	SAFE-000049	1	雨鞋	雨鞋 高筒	筒高：高筒；尺码：42；材质：PVC	劳保防护/足部防护	劳保防护	足部防护	足部防护	双	110.00	CNY	按双估价，PVC高筒雨鞋；按物料族“足部防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.7500；金额按四舍五入保留两位小数。	无需补齐	回力雨鞋高筒；高筒雨鞋；回力雨鞋；雨鞋	回力		雨鞋	雨鞋 高筒	筒高：高筒；尺码：42；材质：PVC	双	2026-07-08
SAFE-000050	SAFE-000050	1	雨鞋	雨鞋 厚底	筒高：高筒；尺码：42；材质：PVC；特征：厚底	劳保防护/足部防护	劳保防护	足部防护	足部防护	双	123.75	CNY	按双估价，PVC厚底高筒雨鞋；按物料族“足部防护”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=2.7500；金额按四舍五入保留两位小数。	无需补齐	回力厚底雨鞋；雨鞋	回力		雨鞋	雨鞋 厚底	筒高：高筒；尺码：42；材质：PVC；特征：厚底	双	2026-07-08
SAFE-000051	SAFE-000051	1	油布	油布 4m*6m 通用型	尺寸：4m*6m；特征：通用	包装覆盖周转/覆盖材料	包装覆盖周转	覆盖材料	覆盖材料	平方米	5.35	CNY	按每平方米2元估价，每块48元；按物料族“覆盖材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.6750；金额按四舍五入保留两位小数。	尺寸按常见通用油布4m*6m补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	油布			油布	油布	规格：通用	㎡	2026-07-08
